ROI,n_spikes,spike_times_s
ROI.31 [],5,71.278;113.277;133.279;140.278;178.278
ROI.F [],3,70.795;113.788;133.279
ROI.E [],1,156.788
ROI.09 [],1,155.278
ROI.19 [],1,159.279
