ROI,n_spikes,spike_times_s
ROI.21 [],4,38.787;46.284;81.777;100.277
ROI.18 [],3,40.778;81.777;98.278
ROI.E [],2,76.778;100.277
ROI.11 [],2,78.278;102.278
ROI.D [],1,62.277
ROI.10 [],1,79.778
ROI.13 [],1,75.777
