Time (s),ROI.04 []
0.257,0.052163663887035916
0.778,0.029740463598980166
1.278,0.037891527346858175
1.777,0.04983524752131252
2.277,0.035825281186097006
2.782,-0.00027393486414320305
3.277,0.03343130411502414
3.776,0.0352386904516428
4.276,0.012405608681341655
4.777,0.03260079813922909
5.278,0.0026649278115397175
5.779,0.031399307353521366
6.277,0.0026356321777679216
6.777,0.025377295863956314
7.275,0.011849745879391051
7.784,0.044565216260020045
8.275,0.03411845833391497
8.792,0.010135676514594431
9.281,0.017889945220126748
9.784,0.028865312743825713
10.278,0.05216325362797026
10.778,-0.0021187590648680055
11.276,0.04290817905997788
11.788,0.019554637036256126
12.277,0.017768250420255954
12.787,0.010285071484848753
13.277,0.01825673422832762
13.776,-0.008336676241490228
14.278,0.038697695996802534
14.776,0.020219642486741497
15.285,0.0349120680625457
15.778,0.012167967067572128
16.277,0.02789700721052168
16.777,0.031170127375709327
17.287,0.02072538738735767
17.777,0.015492626500543272
18.277,0.01190199359805802
18.777,0.012282671582207033
19.276,0.01102887416066593
19.784,0.026109570723080767
20.277,0.015412349182230028
20.776,0.047039319628705584
21.281,-0.0030567788082297843
21.787,0.010740307344349007
22.278,0.027145166193596314
22.777,2.7666980891589353e-05
23.285,0.027963550040453124
23.778,0.008824106793503412
24.276,0.01863151770228342
24.776,0.029529549644277196
25.287,0.023305780267066756
25.777,0.014881344247145968
26.276,0.025759820775969573
26.787,0.019937440054023096
27.277,-0.0013324124455023887
27.776,0.014821414867180398
28.276,-0.0043991325031147175
28.775,0.04049635203965922
29.283,0.006547281390201894
29.778,0.039471237600061236
30.287,0.01771556965837217
30.775,-0.0038076382437313705
31.278,0.016646919266103975
31.785,0.005995591113470219
32.278,0.026548209107632177
32.776,0.007107101454258937
33.28,0.01369383909973812
33.787,0.02148109377638147
34.278,0.01951028081799308
34.777,0.02453798057044873
35.277,0.015593363469194816
35.776,0.025309039881445554
36.287,0.02108427817917914
36.775,0.012965254074195848
37.287,0.006427269886507186
37.776,0.023839916819890925
38.288,0.012717419398363418
38.776,0.019102247328947088
39.286,0.01583869231716595
39.778,0.01835157616223952
40.276,0.0018146156635809054
40.786,0.029969903725015564
41.277,-3.56081374502948e-05
41.776,0.02168538968374666
42.287,0.025679617085157272
42.778,0.007834038736246917
43.276,0.011246853801201917
43.776,0.006352154041801789
44.277,0.021931897758980252
44.776,0.013747232285457572
45.287,0.00806968514151082
45.778,0.017847832366291217
46.283,0.009614490030194106
46.784,0.015864430592757963
47.279,0.014628892353205298
47.777,0.025734294415702814
48.286,0.0002579675302103691
48.776,0.01348731872226491
49.287,0.010843865708730175
49.776,0.01241130557390981
50.277,0.01333330245901361
50.778,0.016296576993766198
51.277,0.029425065925722412
51.777,0.010968779164798388
52.277,0.002835541636878833
52.777,0.021521490660961352
53.287,0.012396877172559058
53.777,0.025431340060014997
54.278,0.009972984519075166
54.778,0.007899589077569259
55.276,0.01151988412794392
55.778,0.02148106930559212
56.28,0.010649014033012563
56.775,0.009098612170487089
57.287,0.04074793339476187
57.78,0.003953979263047716
58.282,0.04027161349549608
58.784,0.012995142615872153
59.277,-0.0007023972339740181
59.792,0.021909101451243747
60.278,0.018979270623364946
60.777,0.009839678196846287
61.276,0.031795143794851315
61.776,0.02322180075976067
62.286,0.017081809068361504
62.778,0.015770249989205648
63.277,0.022057531776942144
63.787,0.02644700376395135
64.277,0.011996272924932494
64.777,0.0052709261490301255
65.278,0.03243773543840773
65.777,0.024669228673506877
66.278,0.031213898368297285
66.775,0.01735083482040066
67.283,0.037862202346319825
67.779,0.018813446096516338
68.278,0.009388182037775764
