Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 []
0.257,0.0,0.030959206133256915,0.02761073843549036,0.3947850657732751,-0.005055271902947451,-0.005055271902947451,0.024075084089913882,-0.02163612017872926,0.5042241130687054,0.1550050299846177
0.777,0.0,0.030972781890108218,0.03837824811035489,0.3941908450656285,-0.0009394016447038549,-0.0009394016447038549,0.019041657107634356,-0.0019410886493704434,0.455814322763888,0.16454764799548866
1.278,0.0,0.027651145479010205,0.02723122169452891,0.3055021003615305,-0.0001919019038156441,-0.0001919019038156441,0.017509492899403806,0.0017799070881639005,0.3755858224926062,0.08128356098888716
1.776,0.0,0.03383431626901535,0.02730728783820152,0.2664320208766467,0.00015078006728376167,0.00015078006728376167,0.017945679625168263,0.002023799564639615,0.3289535242952059,0.1112175783564845
2.286,0.0,0.023850191118120645,0.014141499581795456,0.20889572976516022,0.000328938007961834,0.000328938007961834,0.013566915718221894,-0.006292267068269037,0.2757717450629435,0.07816346517120322
2.777,0.0,0.01882805278582176,0.017493154072279773,0.2221794363142222,0.001177112131138161,0.001177112131138161,0.013722262531948807,0.008148543631955916,0.24095091972056615,0.10576079820873929
3.288,0.0,0.021417621857000777,0.023975595214508545,0.21175332857842988,0.0013469357287381164,0.0013469357287381164,0.013908599256654485,0.027504967730347073,0.24015267135492316,0.07676172137434037
3.778,0.0,0.017359446436747986,0.009255154534591673,0.170866201096302,0.0012804713938465112,0.0012804713938465112,0.012403573442871765,0.01751194390590609,0.19647113504821936,0.1001640991889767
4.276,0.0,0.025429260898476965,0.016013301173282864,0.15356703104757766,0.00216123097183267,0.00216123097183267,0.013074929330746743,0.03263774535904416,0.16861914848662887,0.04944533280538258
4.787,0.0,0.01350843182692433,0.0006415923089524401,0.10416407623430446,0.0015861746295692497,0.0015861746295692497,0.010626455619984973,0.01752443172484355,0.13054525765112499,0.05741971615186804
5.276,0.0,0.027319415735719183,0.003978869457233009,0.09260698454382169,0.0018489307582318635,0.0018489307582318635,0.011047845025387006,0.028860028837503767,0.10572487077852968,0.017112929360548618
5.776,0.0,0.03166267621869313,0.011557815662461703,0.10957232480394319,0.0024629940634212665,0.0024629940634212665,0.011856236402897895,0.04330525994221873,0.12290138814103199,0.005289750194723525
6.276,0.0,0.030235317153847453,0.0006134768242897919,0.11711930358343386,0.0021124388145557582,0.0021124388145557582,0.009474949887470068,0.03009514496790509,0.108094491474653,0.03654820710878877
6.778,0.0,0.027666193793284992,0.011752819130869072,0.09980557034375767,0.00235021439017145,0.00235021439017145,0.007926902778469547,0.0342801870873697,0.0999642477431448,0.04090705736513125
7.276,0.0,0.033307980628422364,0.003665374526806234,0.07143449951138858,0.0023695192958031867,0.0023695192958031867,0.005318364602840029,0.017455648090467856,0.07717275655313134,0.04483063790869516
7.776,0.0,0.025485200147440077,0.005821843533015861,0.06718285631293923,0.002238512127249882,0.002238512127249882,0.00702491376423406,0.033625536146892884,0.04382441334060139,0.043302226368786396
8.284,0.0,0.022269081488886223,0.001605624347263662,0.08308402269657854,0.00297996918605011,0.00297996918605011,0.007114442507940701,0.04196027759281748,0.08287741919932237,0.0177661259167864
8.776,0.0,0.01727542573332902,0.0029702276892809754,0.058212646507735694,0.0027102676194455744,0.0027102676194455744,0.0059295731003434155,0.04960566317047162,0.06869676709087247,-0.0002869837508585137
9.285,0.0,0.029827826879979813,0.0027872804151089048,0.058828360564886925,0.0024359500317267897,0.0024359500317267897,0.008573206104022084,0.031756352514650726,0.0359417283440937,0.02335631824482995
9.776,0.0,0.03507655711441559,0.008693129812945427,0.08840060543725142,0.0031102879295161886,0.0031102879295161886,0.0071811963064269384,0.024922391640145015,0.07815313544667793,0.06181869347040614
10.287,0.0,0.019896688039360885,0.005869594877814213,0.06767038452583032,0.0030153905071578497,0.0030153905071578497,0.005863181787129637,0.05140418236678207,0.05153268314855488,0.04823883957441335
10.784,0.0,0.022650004611853913,0.006854378290699061,0.07147630498830033,0.0031551408561663113,0.0031551408561663113,0.006526342545507219,0.03671677394007851,0.03521025727236588,0.02801846946403157
11.285,0.0,0.02488489253736396,0.0055253992118341625,0.06636778715507007,0.0029656823902299624,0.0029656823902299624,0.006542005559484348,0.044683974165140666,0.059679578508024946,0.04388189725597006
11.777,0.0,0.020233693216922737,0.008509490176974915,0.04927745909711774,0.0028660733314221907,0.0028660733314221907,0.007004463811437497,0.03939591419651506,0.030531374240725568,0.0046946236941822145
12.276,0.0,0.017875868506214462,0.004498392052047696,0.011818659675376953,0.0026837497316646473,0.0026837497316646473,0.00549048142339182,0.031196793146333873,0.028822318111305874,0.03862670600878676
12.786,0.0,0.018692082401096263,0.011287386763489926,0.027094561940022157,0.0029862254378041665,0.0029862254378041665,0.00339870544766238,0.04165928440967207,-0.003137031259347244,0.012024754677529451
13.276,0.0,0.0196607416267963,0.01233135779746177,0.03204849326252797,0.0028972963882255955,0.0028972963882255955,0.004397433377735617,0.04881056353191072,0.04764799184574181,0.0127771152834564
13.788,0.0,0.016379270810729343,0.00867688147477246,0.04242967138998396,0.0028055219085869804,0.0028055219085869804,0.0033272402530506516,0.04448256356127371,0.0331589855896062,0.011273205648178195
14.276,0.0,0.00650371309641383,0.010086570209801858,0.03959902137323676,0.003070811823845487,0.003070811823845487,0.0038969478103240756,0.03521840456727575,0.012694514033273815,0.04325543024180069
14.787,0.0,0.009099361622663399,-0.003247452460338333,0.011445783969456436,0.0027889000084190966,0.0027889000084190966,0.00044088296639556445,0.04904890991357039,0.012498216368391999,-0.0036269923830985046
15.278,0.0,0.014316123016798028,0.005470890929398052,-0.029724878637010507,0.002441876949943163,0.002441876949943163,-0.0010880317390120726,0.03333511563982074,-0.017391022532642762,-0.01359172037379474
15.777,0.0,0.013553988122580757,0.013902095872217723,0.023388815416813192,0.0028107678024622074,0.0028107678024622074,0.003288294749208253,0.03339211511655281,0.008139949636996525,0.012055427509970167
16.278,0.0,-0.0037707512952486768,0.001994207253006646,0.011788080066605778,0.002388476685432888,0.002388476685432888,0.0022841757334819417,0.016766182186482126,0.03133566644097268,-0.020459261725118492
16.778,0.0,-0.0012156922136529718,0.015418535418775072,0.04629263662069059,0.002710445080397756,0.002710445080397756,0.0032937643181660346,0.023617426668501577,0.027124205551291036,0.021021035876825057
17.276,0.0,0.011342165897822908,0.0022037477274536215,0.02216692417661835,0.002821083185994162,0.002821083185994162,0.002419804854215052,0.026134761897499435,0.03309968591817744,0.02752760453027282
17.786,0.0,0.010947280918852042,0.008452513901125983,0.021559028993456103,0.0031050762430817934,0.0031050762430817934,0.0021648308113683444,0.027106421017512684,0.023958318992542277,-0.004906509752049162
18.276,0.0,0.01230588586508242,0.003929414884996554,0.011342041487912262,0.002598382214649024,0.002598382214649024,-3.105664647783953e-05,0.01918066291163233,0.031648184499622145,0.004993043503680688
18.788,0.0,-0.0026525357055845003,0.016034142806229654,0.0468148786646985,0.06362556328702892,0.06362556328702892,0.003965956510437576,0.019097520967060303,0.016795837829648528,0.03495584433156568
19.277,0.0,0.007406431651765068,0.0075135180758023655,0.0016368845595635551,0.06537942881586409,0.06537942881586409,0.0013225573536725357,0.02070272723523827,0.0007940258727225451,0.01295457349380605
19.787,0.0,-0.0019519155133478781,0.008392661806664488,-0.001652210020899082,0.06513196119133843,0.06513196119133843,-0.00048052810037141287,8.892152032247273e-05,-0.009993384390040265,0.027922396119158373
20.278,0.0,0.010153307786443695,0.003280007684940271,0.043913504263513536,0.06681737711632227,0.06681737711632227,0.0024855730856193975,0.003442646275948921,0.01280606592905859,0.013931911803665075
20.776,0.0,0.0033386487859787665,0.0005499063077902492,0.012885338895497929,0.066546907694639,0.066546907694639,0.003583414771742186,0.01614102702055273,0.02922775593953975,0.0034887236266408495
21.287,0.0,0.0037312958706438976,0.004199917966084783,0.022810819885899718,0.07102507373082478,0.07102507373082478,-0.00024275231870302217,0.015058009607198481,0.017016960919971288,0.03403020689248133
21.777,0.0,-0.0018027670965739672,0.007371040981630964,0.0021520688260556844,0.07205908859286816,0.07205908859286816,8.626816475008203e-06,0.02123249544018923,0.0013285379849343848,0.006553238599785345
22.276,0.0,0.0007669765614624825,-0.000188488211731133,-0.01130401686870307,0.07186739655017582,0.07186739655017582,-0.001408726467398925,0.006163078471587151,-0.008307705366257682,0.02787663366473054
22.777,0.0,0.008452832526133611,0.0065569215748276805,0.0003776965737932939,0.07203491219130058,0.07203491219130058,0.0016029462790702717,0.01872009226869145,0.014135814507237107,0.04447181188939227
23.285,0.0,0.007180760149564378,0.0053630284183974145,0.0033540686190888084,0.07184912023075445,0.07184912023075445,0.0014505923785294614,0.0035963174828665023,0.01845262482208706,0.021091701367846088
23.776,0.0,0.008164395639140724,0.00756536676071949,-0.000971219761182924,0.07134232912334272,0.07134232912334272,0.005787685308290187,0.007971210639167933,0.004284105060406845,0.03719151469820529
24.288,0.0,0.007874807547564627,0.004573189113999028,0.03006285108650961,0.07153384528954863,0.07153384528954863,0.003995533568133197,0.004254681446018296,0.026612398051023802,0.051024480575301435
24.78,0.0,0.011097740633585996,-0.00030601423292247716,0.022632222757996884,0.07148179017093355,0.07148179017093355,0.004050107456602606,0.011388124777467997,0.02809979763819298,0.022953873399428813
25.283,0.0,0.0032304008436138854,0.0014533070115081703,-0.002618319248617255,0.0714680891835687,0.0714680891835687,0.00531427155461753,0.009069363041447277,0.04088177498923627,0.03727458042408495
25.783,0.0,0.0034501910640800932,-0.0005939903750996416,0.011034525179684472,0.0714647952100298,0.0714647952100298,0.004264360225945378,0.013890666945171631,0.03608286117446197,0.012872768851281137
26.276,0.0,0.0004727691941983973,-0.0031298406345725287,0.0034885809531061494,0.07125789986286808,0.07125789986286808,0.0017427066382393235,0.004576720952729006,0.02331571674078464,0.017830316018874266
26.776,0.0,0.016124766687587916,6.596963065611752e-05,0.01503752358862532,0.07128499481839679,0.07128499481839679,0.0023844004370527617,0.009367398408217723,0.020864920500131404,0.024859878019307155
27.293,0.0,0.0188466323913707,0.0015880287128039847,0.012877513052495628,0.07171815053914377,0.07171815053914377,0.0030939631359652004,-0.0034421634590468,0.022684443934287403,0.02162427188899323
27.776,0.0,0.016870693098313762,0.007344656380424064,0.001980119896378855,0.07202336840278697,0.07202336840278697,0.005707191541417354,0.010274988392101947,0.008352402056100565,0.029643879373373722
28.285,0.0,0.007084981401329792,0.0037221699751081453,0.014449761616988594,0.07255695543490136,0.07255695543490136,0.0036058184278154356,0.02197256035548289,-0.0191948807317885,0.050358342164721556
28.776,0.0,0.005939578285260524,0.0011932145589319137,0.012570258671379907,0.07247052734279531,0.07247052734279531,0.0021042421412321537,0.005486616760237944,0.02112932475341637,0.0576422867412088
29.285,0.0,0.00895246439735881,0.0009432652394391056,0.03407690738772296,0.07236765324543566,0.07236765324543566,0.001818709463687803,-0.000339407080646699,0.03981698543283256,0.01445986032253326
29.776,0.0,0.007529997072478599,0.014641322046400352,0.031705960393175754,0.07280905647456515,0.07280905647456515,0.004018642769482106,0.012994048765458465,0.04596757027818855,0.06244463716862993
30.284,0.0,0.018020031230271266,0.0068090913497022175,0.02823897034737635,0.07275193774724198,0.07275193774724198,0.0034518382767189226,0.0066000278226629305,0.02396586949705738,0.04254961175530014
30.775,0.0,0.009572402998379493,0.008055970172463286,0.030669237934103255,0.07269396401729522,0.07269396401729522,0.003283972440255618,0.012247442217266038,0.048290754475759645,0.03283485897478171
31.286,0.0,0.6838235012790675,1.7764911364234957,4150.841650087409,0.010944781638648647,0.010944781638648647,0.1505712160050902,8.964927325030402,2903.4632663781035,4.926611789347745
31.777,0.0,0.7715576413636933,2.011330642235153,4463.032825334322,0.00271928891127842,0.00271928891127842,0.16702559942168513,10.226857326148886,3112.648113926014,5.646282344384379
32.277,0.0,0.775376253830925,2.043134668778987,4503.599476974475,0.002011353420545621,0.002011353420545621,0.16682331193442804,10.295670565017799,3138.057473935003,5.660905319906946
32.786,0.0,0.7124290905754116,1.8331511370873645,4238.492456057821,0.008009409711992226,0.008009409711992226,0.15021217929864503,9.253541287362676,2967.3773214398734,5.115687663808781
33.277,0.0,0.8042886314241625,2.074933733091105,4538.177506381115,0.0011335840246270408,0.0011335840246270408,0.17142860254207778,10.44458613043177,3159.743684574641,5.767494792967623
33.786,0.0,0.7309993803278662,1.8432506963822166,4237.994936104629,0.008326221225965144,0.008326221225965144,0.1526024370004403,9.290179976649885,2958.913889854178,5.195637483442051
34.277,0.0,0.7956575407500168,2.086070333833517,4547.952735656705,0.0009757251771739518,0.0009757251771739518,0.17066304664629225,10.526650751015115,3173.383983569434,5.841242868008354
34.787,0.0,0.7082083638157596,1.8124934628272735,4196.923577361318,0.00917688876773864,0.00917688876773864,0.1509311113800364,9.125447285991415,2930.8712296883923,5.066321479257801
35.277,0.0,0.796034442117778,2.0891386077420533,4536.685097674826,0.0010806553174485254,0.0010806553174485254,0.16707199304166576,10.544804896532044,3137.9403990004507,5.875262595447444
35.779,0.0,0.8008619086712052,2.0745148378157685,4523.915349324623,0.0013821772572558848,0.0013821772572558848,0.16775815659138293,10.50120037849303,3126.6648791242433,5.828253853434197
36.276,0.0,0.8147294648766314,2.109082479582001,4563.029310750615,0.00020124461505789486,0.00020124461505789486,0.1684617352669428,10.701220801113388,3152.9875987892387,5.92691495067784
