ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.04 [],50.276,20.276000000000003,30,50
ROI.04 [],54.776,24.776000000000003,30,50
ROI.04 [],100.777,20.777,80,100
ROI.04 [],150.777,20.776999999999987,130,150
ROI.05 [],59.786,29.786,30,50
ROI.05 [],102.281,22.281000000000006,80,100
ROI.05 [],154.287,24.287000000000006,130,150
ROI.06 [],59.786,29.786,30,50
ROI.06 [],102.281,22.281000000000006,80,100
ROI.06 [],154.287,24.287000000000006,130,150
ROI.09 [],50.276,20.276000000000003,30,50
ROI.09 [],100.777,20.777,80,100
ROI.09 [],153.286,23.286,130,150
