ROI,n_spikes,spike_times_s
ROI.01 [],3,35.777;84.276;133.777
ROI.02 [],3,50.276;99.777;131.776
ROI.04 [],3,42.276;95.776;143.277
ROI.05 [],3,38.276;101.276;134.277
