ROI,n_spikes,spike_times_s
ROI.000 [],25,26.779;36.277;40.277;45.277;57.278;64.288;97.279;100.278;101.778;106.277;113.777;116.287;131.778;135.279;138.779;142.278;144.279;147.278;161.285;163.282;167.278;177.778;182.785;187.279;196.778
