ROI,n_spikes,spike_times_s
ROI.06 [],6,25.777;52.278;118.277;175.785;185.778;203.277
ROI.10 [],5,26.284;60.277;113.285;157.779;188.777
ROI.04 [],3,53.285;59.777;191.287
ROI.25 [],1,110.276
