Time (s),ROI.01 [],ROI.02 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.000 [],ROI.03 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.24 [],ROI.25 [],ROI.26 []
0.257,0.21150075203992724,0.012444957800269578,0.05736116050983963,0.029203746879024002,0.1725440297313154,0.012844056514107388,0.017934875156693567,0.008848749698180483,0.021361350911640528,0.07278735521555042,0.009000549231094777,0.0,0.05191341290965811,0.023974456562615504,0.05372160225426241,0.041581080077382516,0.04153962979702197,0.03299888639115384,0.015223873722285473,0.07617890188656815,0.017488914737257825,0.190593973933689,0.09929198130476986,0.07708058972847862,0.7481405835486351,0.16292077175191996,0.0469346481739933
0.779,0.18581656541741912,0.012764246092863193,0.04120168437458753,0.027337228914058365,0.1344350551936545,0.010356030328317282,0.01004590697510203,0.0171467395081972,0.030934525532853724,0.08069994860078536,0.009406090424512242,0.0,0.0386942040137307,0.025282223739775574,0.03448194496383602,0.03250942879820501,0.03454834261916535,0.03844006173083456,0.01963579063143091,0.08422193364654555,0.011715716775558434,0.15621513858950625,0.05491348580922114,0.05687697687213775,0.5991720769919209,0.15175249364902044,0.05896439559437805
1.298,0.1729598925795629,0.01075507631660909,0.02864693320985435,0.024160422114995334,0.09562028034529348,0.009887846641595402,0.00624832936492854,0.02593065517885176,0.03393735062923247,0.06041450883791238,0.00880392521643115,0.0,0.04098286786655681,0.02521145138543992,0.026829048182192915,0.032440886346095994,0.029494586611965485,0.03482342236757898,0.014085182881419574,0.08327387163769467,0.010382125248489372,0.06967929060497792,0.024805841448577712,0.06976508261186108,-0.20723526662305136,0.0748470120352128,0.06855740141729905
1.778,0.15435699732915106,0.00564688035182758,0.02243911513046509,0.01873448523380012,0.12962511006957592,0.007828164699024866,0.009283832445446479,0.02036193921320323,0.026399837373567506,0.06770938901158646,0.006919629251746567,0.0,0.03585828798004287,0.024559298478307765,0.03149339023536415,0.03140067956977614,0.024222241248462614,0.01687536251043384,0.009340139188385891,0.030091042214141564,0.009052818127816907,0.08023598993916856,0.043499950816272524,0.06632762809120113,0.33301962803273544,0.10086286064775797,0.08980734919763955
2.278,0.13553768471787345,0.0019662294031179053,0.009899617694267813,0.015392263212467108,0.13376989592246696,0.008032838601953588,0.004577142516376031,-0.004431656420350666,0.012774566845603005,0.06294537542700186,0.00320480157445191,0.0,0.024265579915137732,0.015267400858323801,0.030921013464786644,0.025428892480849,0.020223077171174067,0.013253207028669344,0.008987283725481084,0.03166848958646096,0.0061814846825510375,0.0572601750892881,0.013049686650800517,2.9730006946729374e-05,0.5471246918627222,0.10878659633895081,0.0774749274731764
2.778,0.12238545499778668,0.0032004283352322534,0.025446668331245037,0.013575870717635862,0.10085381438010796,0.007167021468725488,0.0034769798527201712,0.011381348836146022,0.014675583731764941,0.06147870421174295,0.005623814661733658,0.0,0.018254248474134597,0.0198070720647521,0.018509729385225215,0.01936949206577641,0.023022710918666367,0.017179483896144238,0.0005920145505382342,0.02817534584844684,0.004547612905329824,0.12547322806727032,0.047965494961526085,0.025287869369218126,0.606509832016785,0.17705051173888262,0.04756727306185401
3.279,0.1095622072950984,0.004604914284750495,0.026663327936394098,0.016027029704775764,0.0780384161506204,0.006026976411707003,0.004641587700454919,0.029491348831166067,0.02738731595690407,0.03843977612126867,0.005732351426839658,0.0,0.016648072730902696,0.01717893560815857,0.028913886259812536,0.021063641486072066,0.025757100624513574,0.02271593793883167,0.008124668264422336,0.06381998739633069,0.008975466850003886,0.08376397428670138,0.031090121332362424,0.07077954949769061,0.5669043662741509,0.09387152881486208,0.03259216401511158
3.778,0.10282562088111044,0.01123299494539857,0.016401047703383353,0.014685608666770312,0.06083357514831724,0.00708152872926012,0.0025404027762548345,0.018934280136177876,0.033091389969783634,0.047456292229498556,0.0028746836052928157,0.0,0.02627224130784015,0.012797773647638016,0.021515506805618513,0.01773725702133805,0.016467037135866086,0.024080919363811317,0.00798010731953594,0.04492901093552799,0.009284926007545581,0.06995101772925703,0.030389520324482312,0.06882492791494466,0.18526641802970603,0.14203173439818775,0.06392577502116503
4.278,0.08714050663434367,0.009225467614424755,0.016005616853738955,0.014707471385034051,0.07190124375467208,0.006102721618647916,0.010540114465309499,0.022275923475911,0.032614628879582934,0.04959923042684901,0.0059638562321225694,0.0,0.02440318603711305,0.013853522213811132,0.015447555624612317,0.012756174664286987,0.02372944188528915,0.024926258870397025,0.01131060649836136,0.06926796683259553,0.00868476172978267,0.07416802295960452,0.007735750722944148,0.03709644429165593,0.4532657006895335,0.13129657553286833,0.057741435048813676
4.788,0.07804412335403288,0.007237679041043812,0.009699421415974218,0.014229175032304291,0.03183802611027363,0.005319936314695191,0.006966039448146078,0.019553728965836077,0.03723324291488398,0.013653877401312301,0.003209292094395564,0.0,0.022203585422430543,0.02243069904529209,0.013981192275124127,0.011059093600738042,0.02124605376187569,0.01739096255910639,0.010693933671734001,0.04634089114938385,0.0073013554991853006,0.06269944626848625,-0.0019246201881566757,0.06698700003757894,0.08937258857458426,0.034458473274942406,-0.001162121545753129
