ROI,n_spikes,spike_times_s
ROI.24 [],8,36.278;49.277;55.776;61.777;95.277;103.777;111.778;204.278
ROI.05 [],4,141.285;150.777;153.784;204.278
ROI.06 [],2,135.777;153.784
ROI.04 [],2,82.277;204.777
ROI.17 [],2,57.784;101.286
ROI.16 [],2,101.286;174.788
ROI.11 [],1,104.276
ROI.25 [],1,102.777
