ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.F [],96.779,16.778999999999996,80,100
ROI.F [],187.777,57.77699999999999,130,150
ROI.16 [],32.278,2.2779999999999987,30,50
ROI.16 [],46.277,16.277,30,50
ROI.16 [],57.784,27.784,30,50
ROI.16 [],65.777,35.777,30,50
ROI.16 [],83.777,3.777000000000001,80,100
ROI.16 [],93.278,13.278000000000006,80,100
ROI.16 [],115.276,35.275999999999996,80,100
ROI.16 [],123.778,43.778000000000006,80,100
ROI.16 [],146.278,16.27799999999999,130,150
ROI.16 [],152.777,22.776999999999987,130,150
ROI.16 [],162.776,32.77600000000001,130,150
ROI.16 [],170.781,40.781000000000006,130,150
ROI.16 [],191.277,61.27699999999999,130,150
ROI.16 [],198.288,68.28800000000001,130,150
ROI.20 [],37.778,7.777999999999999,30,50
ROI.20 [],46.277,16.277,30,50
ROI.20 [],53.778,23.778,30,50
ROI.20 [],65.777,35.777,30,50
ROI.20 [],75.278,45.278000000000006,30,50
ROI.20 [],84.777,4.777000000000001,80,100
ROI.20 [],91.276,11.275999999999996,80,100
ROI.20 [],99.289,19.289,80,100
ROI.20 [],108.777,28.777,80,100
ROI.20 [],122.777,42.777,80,100
ROI.20 [],128.777,48.77699999999999,80,100
ROI.20 [],134.779,4.778999999999996,130,150
ROI.20 [],139.777,9.776999999999987,130,150
ROI.20 [],152.777,22.776999999999987,130,150
ROI.20 [],159.288,29.28800000000001,130,150
ROI.20 [],173.777,43.77699999999999,130,150
ROI.20 [],180.277,50.27699999999999,130,150
ROI.20 [],187.777,57.77699999999999,130,150
ROI.20 [],194.28,64.28,130,150
ROI.27 [],67.277,37.277,30,50
ROI.27 [],71.777,41.777,30,50
ROI.27 [],76.785,46.785,30,50
ROI.27 [],114.797,34.797,80,100
ROI.27 [],133.277,3.276999999999987,130,150
ROI.27 [],164.277,34.27699999999999,130,150
ROI.30 [],43.777,13.777000000000001,30,50
ROI.30 [],113.779,33.778999999999996,80,100
ROI.31 [],96.779,16.778999999999996,80,100
ROI.31 [],162.776,32.77600000000001,130,150
ROI.31 [],187.777,57.77699999999999,130,150
