Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,38.23260287017514,6.9134825040114745,5.53015109939037,3.1995507092970584e-08,***
C(condition_group)[T.blue],-11.938809707777372,7.122310975655385,-1.6762550453897838,0.09368824631017601,ns
C(condition_group)[T.red],-16.54575821583168,7.767304343985417,-2.130180237966834,0.03315673594597359,*
ROI (random effect var),17.549460327724617,,,,
