ROI,n_spikes,spike_times_s
ROI.08 [],4,27.777;42.784;80.778;124.777
ROI.21 [],4,31.278;70.778;110.778;150.777
ROI.02 [],3,42.784;81.777;124.777
ROI.03 [],3,41.279;79.784;125.278
