ROI,n_spikes,spike_times_s
ROI.08 [],6,37.787;58.277;77.778;101.277;117.278;150.790
ROI.02 [],4,36.277;73.277;117.278;151.783
ROI.07 [],4,33.777;76.777;117.278;149.276
ROI.14 [],4,36.277;79.285;117.278;152.784
ROI.11 [],3,39.277;78.280;117.777
ROI.15 [],3,39.783;78.280;115.777
ROI.12 [],3,52.278;94.278;141.277
ROI.16 [],3,38.777;79.785;112.278
ROI.04 [],1,89.777
