ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.02 [],3,0.0,0.0,0.0,0.0,0.0
ROI.05 [],6,22.276500000000002,19.525999999999996,15.354114679242608,3.2760000000000105,52.275000000000006
ROI.07 [],1,52.786,52.786,0.0,52.786,52.786
ROI.09 [],3,0.0,0.0,0.0,0.0,0.0
ROI.10 [],3,0.09166666666666619,0.0,0.12963624321753306,0.0,0.2749999999999986
ROI.11 [],3,0.0,0.0,0.0,0.0,0.0
ROI.14 [],3,0.0,0.0,0.0,0.0,0.0
ROI.15 [],3,0.0,0.0,0.0,0.0,0.0
ROI.16 [],3,0.0,0.0,0.0,0.0,0.0
ROI.17 [],1,8.776000000000003,8.776000000000003,0.0,8.776000000000003,8.776000000000003
ROI.19 [],4,24.027000000000005,20.2785,18.146700953616886,3.2760000000000105,52.275000000000006
ROI.20 [],3,0.0,0.0,0.0,0.0,0.0
ROI.21 [],3,0.0,0.0,0.0,0.0,0.0
ROI.23 [],4,24.027000000000005,20.2785,18.146700953616886,3.2760000000000105,52.275000000000006
