ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],blue,red,3,2,2.3333333333333335,1.0,0.6830913983096087,ns
ROI.06 [],blue,red,3,1,2.6666666666666665,1.0,1.0,ns
ROI.07 [],blue,red,1,1,1.0,2.0,1.0,ns
ROI.10 [],blue,red,1,1,3.0,2.0,1.0,ns
ROI.11 [],blue,red,3,2,2.0,2.0,1.0,ns
