Time (s),ROI.06 []
0.258,0.012300181335501361
0.777,0.01757958839483697
1.278,0.020330256630361754
1.788,0.017839008864109582
2.277,0.005613622440157807
2.778,0.013878284421035373
3.287,0.009454114631002151
3.779,0.0211438254374311
4.277,0.00702869204730581
4.778,0.015799442868263385
5.277,0.00906403635729821
5.778,0.004466961397089474
6.289,-0.00011661549935243146
6.778,0.007270768830499562
7.288,0.00740332444570443
7.783,0.0101118522734331
8.284,0.0038157713264064252
8.784,0.0028825198709071785
9.276,0.005233496769908355
9.777,0.004802897501501182
10.293,0.010001686152773703
10.776,0.01304491649607382
11.297,0.008869860435015127
11.777,0.011548319310556021
12.279,0.007070471408915799
12.777,0.002915912196518494
13.279,0.008829438791487081
13.779,0.005686702278955885
14.278,1.8600274637246854e-06
14.788,0.008627141207220114
15.279,0.0005588651707499234
15.777,0.010751411044758612
16.278,0.008366653364931843
16.778,0.0010192705000164515
17.29,0.013281834235628346
17.778,0.010977403343747572
18.276,0.011196270503529754
18.777,0.004601931366996825
19.278,-0.0009925282094729322
19.778,0.004563517617079077
20.277,0.015364340530584447
20.778,0.0004748198131306601
21.278,-0.0030326215808229163
21.778,0.013236791935385978
22.278,0.006179474661507346
22.785,0.0014705163261459315
23.277,0.00019677564720761625
23.777,0.007341801817654037
24.296,0.0062339572984258735
24.781,0.0070352930619059055
25.286,0.0006458969822787403
25.778,0.011593106903325245
26.278,0.008968945216676606
26.795,0.008899266163420292
27.278,0.01443341773022162
27.788,0.006648176937147931
28.278,0.00470469978015804
28.787,0.00866889849614679
29.279,0.0011654450310099177
29.776,-0.009204511611062205
30.289,0.007018616345349205
30.777,0.007669046763229238
31.287,0.0053775442109549685
31.777,0.007529193397437363
32.278,0.01031912282695983
32.778,0.005538690771690576
33.277,0.011074911179305473
33.788,0.010428925967643507
34.281,0.007069368135231334
34.779,0.0075898927152815345
35.278,0.003645402149346518
35.777,0.0025033200097338195
36.291,0.007101705641113231
36.778,0.00446089424411235
37.277,0.005098534548013786
37.787,0.007402284105742593
38.277,0.004505521567564914
38.777,0.00813775251589448
39.288,0.007358675095938149
39.784,0.008901799202842977
40.292,0.006967096929592499
40.784,0.005046269846834145
41.278,0.010227394052033503
41.776,0.006355602755911515
42.278,0.004145133494971929
42.777,0.007670996400262399
43.29,0.0032402018719665036
43.777,0.001720295805627097
44.287,0.005336840441952321
44.777,0.007749645809110861
45.289,0.0085140570661244
45.777,-0.0043256069556765345
46.278,0.0022920156384208744
46.788,-0.000167861128240443
47.277,0.0012849437195787486
47.787,0.007505376540437842
48.277,0.0076271447201790785
48.789,0.013246052036724984
49.277,0.0025261882018910134
49.778,0.006051222602532085
50.297,0.009656916305779192
50.777,0.004921792192352491
51.28,0.011697402348716074
51.778,0.004162783138716014
52.277,0.0010611282343071908
52.776,0.010689348041397522
53.278,0.008647578948652696
53.786,0.0012344634348103777
54.277,0.012366501524521152
54.778,0.006251366435703149
55.283,0.00374819510467912
55.783,0.006966971046673985
56.287,0.010088465746274151
56.785,0.00623806593798722
57.278,0.014267712710393947
57.778,0.00482454114600689
58.278,0.0011196429611975433
58.778,0.006822973787170812
59.278,0.004030182616897513
59.778,0.010458947118374239
60.279,0.001898905776976423
60.779,0.005281647014002006
61.278,0.009041838649771407
61.777,-0.00019690908400740324
62.276,0.0035704915402465145
62.787,0.007269182932974809
63.279,0.0042378828147624815
63.778,-0.0034252720603847593
64.288,0.006197644459376392
64.778,0.0034030287769071846
65.279,0.0030053170751588713
65.777,0.0020963689356287038
66.288,-0.0006664447217234669
66.776,0.012030698295119107
67.289,0.00518643135299372
67.778,0.008879979839387264
68.287,-0.0007172403058756209
68.776,0.008090928454818451
69.276,0.007518369709878582
69.779,-0.005072054712257625
70.288,0.005856655752499774
70.778,-0.001056600756794463
71.279,0.006215801240137642
71.782,0.005861710410999139
72.282,0.007919674432907189
72.787,0.00736381396523247
73.279,0.0038924157401902175
73.776,0.009581050662834038
74.294,0.00030247967139204393
74.778,0.004990420119987357
75.289,0.0030871715555348634
75.779,0.012270432525747959
76.277,0.0031148659871197137
76.777,0.01024846519686473
77.278,0.0038859002474024348
77.778,0.007473635347248883
78.288,0.009926553743297956
78.778,0.01002095697019934
79.289,0.005372777865159775
79.777,0.009354779350918331
80.278,0.01352379569068745
80.778,0.005903998674883511
81.28,0.007958039734656107
81.777,0.015672008488278523
82.288,0.012612159016379179
82.777,0.0051415931773105324
83.288,0.010053044700785498
83.777,0.007633159506863546
84.278,0.006146627819337698
84.779,0.007266648669178422
85.278,0.00972738012511452
85.783,0.006123408774777783
86.278,0.002098407710020777
86.778,-0.0010216079520613272
87.284,0.00332172838152186
87.777,0.0014456577620896045
88.278,0.005682334367572734
88.779,0.005626359598534738
89.281,0.009818014827343746
89.782,0.0038442113461388205
90.284,0.006743561370187912
90.777,0.005403031693506706
91.278,0.009462005657784354
91.778,0.00492444129198214
92.276,-0.008826937989817457
92.789,0.015944333709061984
93.277,0.0018944659854649424
93.788,0.004515224276784458
94.277,0.005055107744373683
94.776,0.009153345219428743
95.29,3.28939758896718e-06
95.779,0.009005561465810401
96.276,0.0095988826304624
96.788,0.007098819106295312
97.278,0.0025635479894098824
97.778,0.002169977164499534
98.278,0.007085478677469379
98.788,0.012092621772773956
99.278,0.006813664349029218
99.779,0.0081650562464766
100.277,0.0025793367225658117
100.789,0.014670079467570166
101.277,0.013014565154155814
101.778,0.012046319708500994
102.277,0.0035836796250623792
102.788,0.012097550445308707
103.278,0.0063326003225867705
103.78,0.0021153093300078246
104.277,-0.0022389286994341545
104.787,0.010146670087224747
105.279,0.007261101154089806
105.778,0.007975547151680583
106.277,0.0035121703578212394
106.782,0.011882537596756977
107.286,0.011257574895415921
107.784,0.003791484444439639
108.277,0.008322648644801832
108.778,0.007593519396866371
109.297,-0.006272000375184275
109.778,0.008027922631816602
110.278,0.012745526155660639
110.778,0.009518405046675284
111.28,0.012105072613874737
111.776,0.017341285242304928
