Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
10s,1,0.0,0.0,,
20s,10,6.357600000000001,0.0,14.547863953171962,4.6004385182284535
2Hz,3,20.953666666666667,20.795,7.2463029424205985,4.18365495443611
2mW,2,4.527999999999999,4.527999999999999,1.0592459582174512,0.749000000000002
5Hz,3,4.351666666666664,4.277999999999992,4.388963696971455,2.533969371909965
5s,6,40.23533333333333,36.0285,33.812768556666086,13.804004959109191
