Time (s),ROI.01 [],ROI.02 [],ROI.000 [],ROI.04 [],ROI.05 [],ROI.03 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 []
0.258,0.20642989420842045,0.03208887023917277,0.0,-0.03224393623925158,0.008466077615400495,0.12334035370462923,0.33013074697897116,0.37783473062131967,0.22119031158422756,0.03824992934960378,0.03762149554006475,0.0291356597700107,0.02730163349398593,0.21179359734717115,0.2003772230563006
0.779,0.48964033593056694,0.08314781601042885,0.0,0.04664874994575313,0.04275837350182944,0.3232088960348338,0.6412571025705057,1.20909796919221,0.4634289626648823,0.07529265838854063,0.0763279027225614,0.09446484526533905,0.4268744803654375,0.7120154989613818,0.3633529793247796
1.277,0.5727258898316854,0.048596019968917964,0.0,0.027535871297846588,0.02464070499769015,0.3829965863992959,0.7609916742545897,1.7192974610295249,0.3959397097751067,0.04387743130198216,0.03248876699040378,0.11725951235985188,0.2645744689765345,0.4463544558163413,0.2602231342015504
1.778,0.6249060979757122,0.06548656776810552,0.0,0.1538465781365354,0.05884337523796093,0.38862513391877784,0.8404814383451623,2.2428862117580968,0.43631227974232484,0.05327770667486002,0.046098394226995874,0.11758635839017043,0.345389401981503,0.3967678456855734,0.3425325106649381
2.278,0.6206822119707319,0.04815376925745634,0.0,0.07897653877407378,0.05353586274020801,0.3639075751478192,0.8565011338608123,2.3943811414753235,0.36374643112174776,0.05296840083877637,0.029983202081113266,0.10853766858327878,0.42377340086338416,0.3697833227459922,0.33324227217185165
2.785,0.6501268897581213,0.05808547499698462,0.0,0.10978773329669939,0.046779511721498405,0.40829461816463025,0.8955150007563899,2.926244873443167,0.43873576710322354,0.06772641730802194,0.037079704822727586,0.11202659505063615,0.46562362044029615,0.5687627264990878,0.3945183079764516
3.277,0.662736712816778,0.07069282852956668,0.0,0.12231361572694105,0.07452144457395263,0.4037668784304766,0.9326720114533072,2.5112706597192953,0.39137491521752116,0.0827186509668219,0.044026066310749214,0.15906185595870428,0.4597035990725216,0.6411646902567352,0.3932197180074065
3.779,0.7078294120806422,0.07682941717827743,0.0,0.13242933738833274,0.05871419615148026,0.41244863777470125,0.9918373068548685,3.327300768015923,0.5268867001853907,0.05193046657925885,0.05687509128266719,0.16116014272714713,0.5260003003268244,0.47924849956758286,0.44555605377814034
4.281,0.7141027428173696,0.067148693403579,0.0,0.11891525775184432,0.04999836400168943,0.40066673192048863,1.0194142270068474,2.886934223058576,0.42259861362738615,0.059957302450239586,0.06377762566752433,0.11991295688214015,0.40366288654145455,0.42665054483434034,0.3751988856088055
4.785,0.8632704165007343,0.06339279447322657,0.0,0.09488968006636149,0.04984686437867071,0.4862830015794202,1.2318322629857228,2.980673719598194,0.4281262669974941,0.04829125456579638,0.04476308733915409,0.10159024244024577,0.4767076246871864,0.2484689760310509,0.40246362780322054
5.278,1.1579040507055396,0.07042604727628081,0.0,0.07030583905838686,0.05877877053418412,0.747840527649143,1.5336882881386815,4.011176305277755,0.5693251477277309,0.05061722468216656,0.04538883637336328,0.15507474932866563,0.40357338264289316,0.49487619290802537,0.39843875817876906
5.779,1.4911964290227377,0.06836693624184059,0.0,0.1613416887325452,0.05744126008185307,1.0164483719355961,1.8470936071194144,5.893078524399332,0.7085637982079259,0.04736183688547989,0.03408731435090315,0.13871437256162447,0.480712504935825,0.6846997985123303,0.48091428750598797
