ROI,n_spikes,spike_times_s
ROI.04 [],2,154.777;183.776
ROI.12 [],2,22.777;186.777
ROI.03 [],1,189.277
ROI.06 [],1,186.777
ROI.07 [],1,188.278
ROI.02 [],1,190.277
ROI.08 [],1,190.277
ROI.09 [],1,187.777
ROI.10 [],1,183.776
ROI.11 [],1,183.776
ROI.13 [],1,183.776
ROI.14 [],1,183.776
ROI.15 [],1,189.277
ROI.16 [],1,189.277
