ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.03 [],52.788,22.787999999999997,30,50
ROI.03 [],102.779,22.778999999999996,80,100
ROI.03 [],152.776,22.77600000000001,130,150
ROI.04 [],63.777,33.777,30,50
ROI.04 [],68.295,38.295,30,50
ROI.04 [],113.777,33.777,80,100
ROI.04 [],118.788,38.788,80,100
ROI.04 [],163.278,33.27799999999999,130,150
ROI.05 [],52.278,22.278,30,50
ROI.05 [],79.277,49.277,30,50
ROI.05 [],102.779,22.778999999999996,80,100
ROI.05 [],151.277,21.276999999999987,130,150
ROI.06 [],52.278,22.278,30,50
ROI.06 [],79.277,49.277,30,50
ROI.06 [],102.779,22.778999999999996,80,100
ROI.06 [],151.277,21.276999999999987,130,150
ROI.07 [],52.788,22.787999999999997,30,50
ROI.07 [],63.276,33.276,30,50
ROI.07 [],68.777,38.777,30,50
ROI.07 [],113.277,33.277,80,100
ROI.07 [],118.788,38.788,80,100
ROI.07 [],163.278,33.27799999999999,130,150
ROI.08 [],57.277,27.277,30,50
ROI.08 [],78.785,48.785,30,50
ROI.08 [],105.778,25.778000000000006,80,100
ROI.08 [],128.278,48.27799999999999,80,100
ROI.08 [],157.288,27.28800000000001,130,150
ROI.09 [],63.777,33.777,30,50
ROI.09 [],68.295,38.295,30,50
ROI.09 [],113.777,33.777,80,100
ROI.09 [],118.788,38.788,80,100
ROI.09 [],163.278,33.27799999999999,130,150
ROI.10 [],61.788,31.787999999999997,30,50
ROI.10 [],78.785,48.785,30,50
ROI.10 [],101.777,21.777,80,100
ROI.10 [],126.278,46.278000000000006,80,100
ROI.10 [],151.277,21.276999999999987,130,150
