ROI,n_spikes,spike_times_s
ROI.07 [],7,18.787;52.788;63.276;68.777;113.277;118.788;163.278
ROI.04 [],6,18.278;63.777;68.295;113.777;118.788;163.278
ROI.08 [],6,27.278;57.277;78.785;105.778;128.278;157.288
ROI.09 [],6,18.278;63.777;68.295;113.777;118.788;163.278
ROI.10 [],6,27.278;61.788;78.785;101.777;126.278;151.277
ROI.05 [],5,28.278;52.278;79.277;102.779;151.277
ROI.06 [],5,28.278;52.278;79.277;102.779;151.277
ROI.03 [],3,52.788;102.779;152.776
