Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 []
0.258,-0.6494318806421,0.26732675091889607,-222.732514806412,-0.11142379358155775,-0.16205146792494046,-0.12573117004539483,-0.06245710669839256,-0.09962380764329352,0.10602361305655791,0.15173530170076585,0.08131594689111317,-0.012235309379922085,-0.03404225999781824,-0.0008004603305522649,0.014784028629867035,0.016893840416638082,0.10985643268448642,-0.04877513325060521,-0.009074644327599678,0.037609880750865,0.18482474778483182,0.08810550809709579,-0.032763476389192296,
0.776,-0.6872401929513084,0.2542185291957,-215.41373909790244,-0.11560480095092257,-0.16636811494619538,-0.10863328071239171,-0.05672100669778865,-0.07857539711558835,0.09798066860368831,0.16374402043876496,0.09252996896899522,-0.03902711602266885,-0.04613385800140566,0.021617758492174732,0.024873561508100744,0.03895025148392708,0.10192947522494052,-0.07574746358660114,-0.018953737904402412,0.03430311364658907,0.17411250801040146,0.08325676135489572,-0.04706010136106386,
1.276,-0.5945520044814171,0.190224457310059,-65.0212786758691,-0.11636702333889165,-0.15768059078648583,-0.0945652926556808,-0.06492801482718803,-0.08618820975398342,0.0883831932017418,0.15101259956688654,0.07374676612911486,-0.029221329312894558,-0.04507165713038538,0.023379694058015738,0.02284530209836345,0.023263129432066237,0.08475140537776558,-0.05897830318758118,-0.034660886893653174,0.02564736876267552,0.1449674094032161,0.07424626977059885,-0.04821966806844774,
1.785,-0.5048825070528961,0.17520334913971958,-32.78689419658223,-0.09897480477250264,-0.1386981053902652,-0.07488688683077634,-0.04644319489389633,-0.06069426199760616,0.07604397386387214,0.1419288518952033,0.06321293402533057,-0.017276304893681566,-0.03157513175946942,0.008855560388593087,0.012277069423205172,0.012698858211370798,0.07104303396366929,-0.036527251239081945,-0.02193323382286259,0.02335873127066741,0.13512436703339092,0.056133567144726705,-0.04077740060631462,
2.277,-0.48280709339932437,0.16084405661153345,-26.793585342899593,-0.09685953355762646,-0.1345304818851681,-0.0799036640760462,-0.06389137693348934,-0.09646037756339608,0.0644540854224186,0.11860859104210175,0.06798759109798526,-0.027349403541088002,-0.04194448603654501,0.023859542736259374,0.017323499870852514,0.021454373202722442,0.07053256107867317,-0.05305198057261177,-0.02532696759497191,0.029978244650178912,0.14651281030772928,0.06026856542133402,-0.03995367151234836,
2.786,-0.4039353711846348,0.11807908337581023,-21.215509687438946,-0.078156893275586,-0.12684931139214484,-0.06313199489903454,-0.03834391551995711,-0.058871798797185196,0.05737067380631044,0.11096674458507512,0.04804613502813914,-0.009277226883276243,-0.028598968539286687,0.014350986149032003,0.011227405448378622,0.016491709931259656,0.059607133749058884,-0.03223539264132346,-0.01435278575608939,0.013252586376186646,0.14082298995491735,0.0472264732291517,-0.03236344521454523,
3.276,-0.329096420806434,0.09181101285285496,-20.303388695925367,-0.06588232662930348,-0.11550317242132062,-0.045802748643876914,-0.022988460966493162,-0.017031916488970476,0.04723572676121927,0.09884839858334439,0.043918400353517316,-0.006561796160286391,-0.025214490029195128,0.0011433386139577503,0.0008510325438986346,0.01180024933918214,0.06576578964906761,-0.023065946494812372,-0.017372953687695335,0.0038327915058953155,0.12337414877520485,0.03451088947619901,-0.034552903785867554,
3.787,-0.3398348531312558,0.12897711890360214,-22.81278596533613,-0.07479593051724512,-0.10352750386478313,-0.03992331907127297,-0.03575846516209628,-0.05299659685278284,0.04438793704362744,0.08734308112499828,0.052536188618194125,-0.028059660197417242,-0.0330087378633555,0.010653031184016695,0.014239701656261719,0.0227168598304079,0.06664982953253394,-0.046670373173992356,-0.02449791657832861,0.012751138150849889,0.12433700519841398,0.04627803739793746,-0.03360020589917184,
4.275,-0.28721174402958777,0.11831443850473093,-20.96514127723069,-0.07549715086753078,-0.10178934147117298,-0.03794168070223315,-0.036443496562947576,-0.07613305742572352,0.03605871317314875,0.08120464552047195,0.042388757544838444,-0.013468069530589757,-0.02687855140342326,0.011143866342096877,0.013441532323052367,0.016356343969727603,0.051645567579041735,-0.029929281935469804,-0.024734064855109296,0.011100405328711416,0.10661015494510787,0.033238358032991626,-0.027824910990563393,
4.786,-0.24594925794426264,0.16717349880258206,-19.532992285487975,-0.051277817181810424,-0.08532252073685714,-0.025825762274843688,-0.02997339503804731,-0.06369736735367801,0.02652951860478064,0.09203873257324201,0.0307931219511583,-0.010059457082029535,-0.012213439775499825,-0.004992567495013051,-0.0035049523875697423,0.0029106247390445687,0.039879086535245384,-0.012934644621992324,-0.014308860647571671,0.004289587711160418,0.10142883907272154,0.01953333803339404,-0.02138446874154302,
