Time (s),ROI.E [],ROI.C [],ROI.A [],ROI.F [],ROI.B [],ROI.D [],ROI.000 [],ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.24 [],ROI.26 [],ROI.27 [],ROI.29 [],ROI.30 [],ROI.31 []
0.259,0.09902124329745604,0.03154914040137943,0.020650412493038554,0.18373707592012417,0.0065749579156292245,0.22126966011115923,0.0,0.0185134394724163,0.02714646849715713,0.008282157825564171,0.01689100394848363,0.029245068988214263,0.034147110170146586,0.12674379223321386,0.11478529408615966,0.09336076205795876,0.13220721698016052,0.10729020435575333,0.11028257897339092,0.11162694712459895,0.10591674376810203,0.0925887831800899,0.1041933864143298,0.09753616834039204,0.10763615884533563,0.19923992462616943,0.1163664326835281,0.034913728783870994,0.01366913069411563,0.008305706013656758,0.009588180310104057,0.007356237427955695,0.2053660184831567
0.778,0.07663931705932212,0.01614272518871907,0.014494829068002436,0.16192373317206923,0.003114261869964123,0.18930046342366405,0.0,0.007145802800491712,0.01412799725467029,0.0041732943969771405,0.004307517400906915,0.02487540099559719,0.038533488071451204,0.08198403093405628,0.08978717407752874,0.0796107051618381,0.11057993048251005,0.06811064323293203,0.0834521833455066,0.10641465963403579,0.07481643045894411,0.10180251331706025,0.09513723380594608,0.07456564691299616,0.10853440051419096,0.1723354261215544,0.06378600259348632,0.011553226687415171,0.009048552742654956,0.005835268818575088,0.002214220962004243,0.004647694051439911,0.1770479072773108
1.285,0.0683304397047415,0.018652496053973355,0.017423279704232714,0.15149943955555079,0.005666493225875895,0.1752138601630179,0.0,0.02225055352663847,0.012710474471012215,0.01658543187240402,0.018498433537535157,0.02409088034010857,0.03935887079122478,0.0858913827412577,0.08727230739586457,0.06936608589004613,0.08295434250170747,0.08291434535334744,0.05024371783104007,0.10411531960093268,0.0849543040625281,0.10040721969091042,0.07328541038678636,0.03718945320396076,0.0615568121397885,0.16516763788895267,0.10611049537051982,0.030969573420048024,0.011128964509100751,0.00724639790265189,0.009419927076829024,0.006711465110108156,0.18343284059953158
1.778,0.07966589382647667,0.013505033529558173,0.00540798002333289,0.10743592054254449,0.005671226653629848,0.07396030994803485,0.0,0.01849619905820864,0.010016049901928541,0.027435248273306716,0.010392982409474928,0.00985728702047217,0.007013084321530404,0.10293631084437828,0.08448788604615382,0.06422039428266622,0.09099967361927286,0.0472427030908048,0.10026318994302856,0.07275258824242457,0.1051253269479923,0.08708441817804882,0.07969263118580454,0.10190490233150919,0.06976767969568748,0.0834355984128081,-0.0004873549608216417,0.05125204585684876,0.006204719755956399,0.009425525034677924,0.008844247577859022,0.0075177357883791695,0.1298333870182553
2.287,0.0638214987150413,0.007265579735234798,0.007263719339748329,0.12696509130353847,0.007400399765343828,0.14666408301169545,0.0,0.005545736711480064,0.025490129039062694,0.02933890488580925,0.004841884602362451,0.007421115543476364,-0.002602958948082955,0.08447824832292698,0.06140686321509814,0.05210675769513153,0.09117620575174376,0.05445275124886851,0.07195222647726694,0.07168653108491892,0.06802368412495895,0.06804115924889553,0.08134320646507572,0.08524514380972754,0.047167863036429135,0.11287822487793325,0.0077067246417508025,0.04390893849427846,0.011913259036734876,0.012228257412871481,0.008165313274897867,0.006699596985276755,0.12871874965099825
2.779,0.05804590180236638,0.023865807501364213,0.013803853475907055,0.04436892045180006,0.0047228983926424,0.06290833320386707,0.0,0.009583348109228595,0.004675439894814125,0.009455838292913857,0.024032555116932055,0.01653117236870878,0.042942705771837564,0.07126294101529888,0.0810232664060649,0.07185930817889415,0.08998207104192815,0.06119726627338756,0.03763610798242887,0.06855479195840483,0.06300879019177535,0.06536729378260475,0.06442290981783039,0.051088238804015154,0.08467971942719768,0.07301344055425928,0.12030363743595815,0.02969519281783959,0.0075619745702139645,0.01008159526837518,0.003153553336668984,0.007106046633035493,0.060109508400387514
3.279,0.040251130541272516,0.022298284797340504,0.014597068635944262,0.06914445544845757,0.0035308716157666648,0.03560219079640196,0.0,0.019908972141845695,-7.125405565418408e-05,0.004110236911345039,0.024200993627680356,0.02069809150851514,0.04774094122218703,0.04091371076903345,0.04718665599542511,0.04205868212883845,0.07429203362773383,0.04827376000943959,0.005067727666484584,0.09347761953443266,0.042423128882851255,0.034933935168415454,0.03900490477195225,0.049081084768687444,0.05674403940101547,0.03565751326741554,0.09984391722746366,0.021321208723983374,0.007374916686361261,0.011096145616164144,0.0024929572385026396,0.004392035328438858,0.05831361868270633
3.78,0.035534019225812986,0.016615863158097693,0.00466114817633148,0.09668112368223968,0.0034126576145155608,0.03451100781064231,0.0,0.00015453351598195675,0.00036940209074108816,0.024431933140282993,0.015980349215876887,0.007155086563388708,0.014632081449850778,0.047421720950445306,0.024712522693805875,0.04174565919949987,0.039861992971859474,0.027065420860493634,0.02802019157753723,0.05022283643710769,0.0643505435896355,0.021609276301774064,0.059675736504527226,0.046503330730449384,0.043811852141327,0.059617567363828006,0.04247803767198862,0.061072638195775186,0.0011709466965609035,0.009450925714346895,0.005405212902503421,0.0046390219716924905,0.0954926767871295
4.282,0.03753613405077179,0.01446267024636186,0.0008957257313536966,0.039749831685158665,0.003254865331819776,0.05078611097434358,0.0,0.010360271064396605,0.011014813319670266,0.021198388188908797,0.001496657665403067,-2.71583531212601e-05,0.0026898965098007418,0.05334667649898687,0.03547428202542811,0.02536093245567794,0.07405709123899867,0.03370956172786838,0.045448088253683724,0.04177149599750453,0.05780971823874061,0.022021141496395922,0.06347973389817217,0.05627375557928574,0.03184259471785216,0.061779237949394036,0.04483938070208854,0.04576939427264059,0.007250833827662206,0.006572551441369793,0.004123918337595744,0.00025814546148157376,0.04874049096078227
4.786,0.02865423121267798,0.008972468172406064,0.006439242902911701,0.0017019628873295267,0.001904163047671057,0.06481039399738185,0.0,0.020948996135406954,0.017051828008141697,0.020127236443724435,0.004916598194751146,0.008630171890919943,0.02030922883912582,0.04520669356701603,0.04787816243607,0.033981316126787495,0.03312287529101902,0.022196256251306636,0.004416639584676886,0.044281032484658304,0.04912048420890021,0.021485294296280214,0.05874825259942033,0.051100304460885995,0.02896767216210856,0.054166257956059664,0.09678913414758593,0.010311892496048176,0.004642601710567339,0.005547317531328417,-1.9126894980361637e-05,0.004388934884625665,-0.04315270737795598
