ROI,n_spikes,spike_times_s
ROI.13 [],11,33.778;39.289;48.287;61.777;71.784;83.778;93.786;111.778;135.777;147.277;188.287
ROI.18 [],5,47.777;65.278;95.277;136.778;147.277
ROI.12 [],2,65.278;95.277
ROI.04 [],1,82.277
ROI.17 [],1,157.779
