ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],1,39.788,39.788,0.0,39.788,39.788
ROI.09 [],1,38.790000000000006,38.790000000000006,0.0,38.790000000000006,38.790000000000006
ROI.10 [],1,39.788,39.788,0.0,39.788,39.788
ROI.11 [],1,38.275999999999996,38.275999999999996,0.0,38.275999999999996,38.275999999999996
ROI.12 [],1,39.788,39.788,0.0,39.788,39.788
ROI.13 [],1,40.277,40.277,0.0,40.277,40.277
ROI.14 [],1,39.277,39.277,0.0,39.277,39.277
ROI.16 [],1,39.788,39.788,0.0,39.788,39.788
ROI.17 [],1,39.277,39.277,0.0,39.277,39.277
ROI.18 [],1,39.277,39.277,0.0,39.277,39.277
ROI.19 [],1,39.277,39.277,0.0,39.277,39.277
ROI.20 [],1,39.277,39.277,0.0,39.277,39.277
ROI.21 [],1,39.788,39.788,0.0,39.788,39.788
ROI.23 [],3,21.445333333333327,29.778999999999996,12.499359992504507,3.7779999999999916,30.778999999999996
