ROI,n_spikes,spike_times_s
ROI.01 [],4,31.777;62.280;100.775;133.278
ROI.06 [],4,31.777;61.788;100.775;135.277
ROI.07 [],4,31.777;61.788;100.775;132.277
ROI.03 [],2,62.280;100.775
ROI.10 [],1,105.289
