ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],31.777,0.0,30,50
ROI.01 [],62.28,12.280000000000001,30,50
ROI.01 [],100.775,0.7750000000000057,80,100
ROI.01 [],133.278,0.0,130,150
ROI.03 [],62.28,12.280000000000001,30,50
ROI.03 [],100.775,0.7750000000000057,80,100
ROI.06 [],31.777,0.0,30,50
ROI.06 [],61.788,11.787999999999997,30,50
ROI.06 [],100.775,0.7750000000000057,80,100
ROI.06 [],135.277,0.0,130,150
ROI.07 [],31.777,0.0,30,50
ROI.07 [],61.788,11.787999999999997,30,50
ROI.07 [],100.775,0.7750000000000057,80,100
ROI.07 [],132.277,0.0,130,150
ROI.10 [],105.289,5.2890000000000015,80,100
