ROI,n_spikes,spike_times_s
ROI.02 [],7,17.277;61.786;102.779;116.276;165.284;174.778;186.276
ROI.11 [],3,62.778;68.277;122.276
ROI.01 [],1,120.278
ROI.09 [],1,115.787
