ROI,n_spikes,spike_times_s
ROI.08 [],3,51.277;111.794;193.777
ROI.02 [],1,50.276
ROI.05 [],1,101.276
ROI.09 [],1,101.276
ROI.10 [],1,50.276
ROI.13 [],1,51.277
