ROI,n_spikes,spike_times_s
ROI.01 [],4,44.275;86.275;134.275;193.286
ROI.02 [],4,44.275;86.275;134.275;180.276
ROI.03 [],4,44.275;86.275;134.275;204.276
ROI.05 [],4,44.275;86.275;134.275;176.787
ROI.06 [],4,44.275;86.275;134.275;176.787
ROI.10 [],4,40.776;86.275;134.275;176.277
ROI.07 [],4,44.275;86.275;134.275;175.277
ROI.04 [],3,47.775;86.275;134.275
ROI.09 [],3,47.775;96.776;134.275
