ROI,n_spikes,spike_times_s
ROI.11 [],7,34.778;37.788;60.292;88.287;90.777;142.777;193.788
ROI.09 [],3,53.278;129.279;198.787
ROI.07 [],2,89.778;92.278
ROI.10 [],1,32.776
ROI.12 [],1,90.777
