Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,0.11909824993875905,0.02482722269506845,4.797083081001086,1.6099283867211993e-06,***
C(condition_group)[T.1mw],0.018200935103954017,0.06666670751020369,0.2730138592965352,0.7848425619672169,ns
C(condition_group)[T.20s],0.09956378202685481,0.02038898203275498,4.88321495731887,1.0436998432549417e-06,***
C(condition_group)[T.2hz],0.061327493428562745,0.028777587236057795,2.1310853104363283,0.033082114661871255,*
C(condition_group)[T.2mw],-0.020379846700417353,0.04770926634692063,-0.42716747208444045,0.6692573516008496,ns
C(condition_group)[T.5hz],0.09714839909973118,0.022848363729912752,4.2518755499565986,2.1198765790886706e-05,***
C(condition_group)[T.5s],0.059158023316249184,0.0292516074278533,2.022385383851387,0.04313655385165908,*
C(condition_group)[T.Ctrl],0.004057975060601507,0.043634325049472095,0.0929996065253816,0.9259038738162184,ns
ROI (random effect var),0.005864886255366967,,,,
