ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.04 [],2mw,5s,1,1,25.277,23.288,1.0,ns
ROI.09 [],10s,20s,1,4,27.777,24.282249999999998,1.0,ns
ROI.09 [],10s,2hz,1,1,27.777,25.27799999999999,1.0,ns
ROI.09 [],10s,5hz,1,2,27.777,31.03300000000001,1.0,ns
ROI.09 [],20s,2hz,4,1,24.282249999999998,25.27799999999999,1.0,ns
ROI.09 [],20s,5hz,4,2,24.282249999999998,31.03300000000001,0.5333333333333333,ns
ROI.09 [],2hz,5hz,1,2,25.27799999999999,31.03300000000001,1.0,ns
ROI.10 [],10s,20s,3,4,21.78333333333333,24.5295,1.0,ns
ROI.10 [],10s,5hz,3,3,21.78333333333333,28.111333333333334,0.7,ns
ROI.10 [],10s,5s,3,1,21.78333333333333,35.27699999999999,1.0,ns
ROI.10 [],20s,5hz,4,3,24.5295,28.111333333333334,0.8571428571428571,ns
ROI.10 [],20s,5s,4,1,24.5295,35.27699999999999,1.0,ns
ROI.10 [],5hz,5s,3,1,28.111333333333334,35.27699999999999,1.0,ns
ROI.11 [],10s,20s,3,3,23.28266666666667,20.783333333333328,0.7,ns
ROI.11 [],10s,5hz,3,3,23.28266666666667,28.111333333333334,0.7,ns
ROI.11 [],20s,5hz,3,3,20.783333333333328,28.111333333333334,0.4,ns
ROI.12 [],10s,20s,2,4,25.0275,24.660500000000003,1.0,ns
ROI.12 [],10s,5hz,2,1,25.0275,24.27799999999999,1.0,ns
ROI.12 [],20s,5hz,4,1,24.660500000000003,24.27799999999999,1.0,ns
ROI.13 [],10s,20s,2,3,18.281000000000006,21.787333333333336,0.8,ns
ROI.13 [],10s,5hz,2,3,18.281000000000006,27.778000000000002,0.8,ns
ROI.13 [],20s,5hz,3,3,21.787333333333336,27.778000000000002,0.7,ns
ROI.14 [],10s,20s,1,3,27.777,22.114000000000004,1.0,ns
ROI.14 [],10s,5hz,1,1,27.777,24.77799999999999,1.0,ns
ROI.14 [],20s,5hz,3,1,22.114000000000004,24.77799999999999,1.0,ns
ROI.16 [],10s,20s,1,6,28.28400000000001,27.285666666666668,1.0,ns
ROI.16 [],10s,5hz,1,1,28.28400000000001,24.77799999999999,1.0,ns
ROI.16 [],20s,5hz,6,1,27.285666666666668,24.77799999999999,1.0,ns
ROI.17 [],10s,20s,2,5,27.277,24.6838,1.0,ns
ROI.17 [],10s,5hz,2,1,27.277,23.27799999999999,1.0,ns
ROI.17 [],20s,5hz,5,1,24.6838,23.27799999999999,1.0,ns
ROI.18 [],10s,20s,2,5,24.527,24.579,1.0,ns
ROI.18 [],10s,5hz,2,3,24.527,27.778000000000002,1.0,ns
ROI.18 [],20s,5hz,5,3,24.579,27.778000000000002,0.5714285714285714,ns
ROI.19 [],10s,20s,2,5,26.5355,24.982799999999994,1.0,ns
ROI.19 [],10s,2hz,2,1,26.5355,29.279,1.0,ns
ROI.19 [],10s,5hz,2,1,26.5355,23.27799999999999,1.0,ns
ROI.19 [],20s,2hz,5,1,24.982799999999994,29.279,1.0,ns
ROI.19 [],20s,5hz,5,1,24.982799999999994,23.27799999999999,1.0,ns
ROI.19 [],2hz,5hz,1,1,29.279,23.27799999999999,1.0,ns
ROI.20 [],10s,20s,1,3,33.277,22.448666666666668,1.0,ns
ROI.20 [],10s,5hz,1,1,33.277,23.27799999999999,1.0,ns
ROI.20 [],20s,5hz,3,1,22.448666666666668,23.27799999999999,1.0,ns
ROI.21 [],10s,20s,1,3,30.782,21.613999999999994,1.0,ns
ROI.21 [],10s,5hz,1,2,30.782,21.528499999999994,1.0,ns
ROI.21 [],20s,5hz,3,2,21.613999999999994,21.528499999999994,0.8,ns
ROI.22 [],20s,2hz,7,4,17.351857142857146,38.033,0.07272727272727272,ns
ROI.22 [],20s,5hz,7,1,17.351857142857146,28.291,1.0,ns
ROI.22 [],20s,5s,7,7,17.351857142857146,16.21,0.6200466200466201,ns
ROI.22 [],20s,Ctrl,7,2,17.351857142857146,42.78249999999999,0.1111111111111111,ns
ROI.22 [],2hz,5hz,4,1,38.033,28.291,1.0,ns
ROI.22 [],2hz,5s,4,7,38.033,16.21,0.07272727272727272,ns
ROI.22 [],2hz,Ctrl,4,2,38.033,42.78249999999999,0.8,ns
ROI.22 [],5hz,5s,1,7,28.291,16.21,1.0,ns
ROI.22 [],5hz,Ctrl,1,2,28.291,42.78249999999999,1.0,ns
ROI.22 [],5s,Ctrl,7,2,16.21,42.78249999999999,0.2222222222222222,ns
ROI.31 [],10s,1mw,1,1,1.2780000000000058,14.288000000000013,1.0,ns
ROI.31 [],10s,2hz,1,6,1.2780000000000058,28.363,1.0,ns
ROI.31 [],10s,5hz,1,4,1.2780000000000058,27.027499999999996,1.0,ns
ROI.31 [],10s,5s,1,2,1.2780000000000058,26.782499999999995,1.0,ns
ROI.31 [],10s,Ctrl,1,1,1.2780000000000058,17.788999999999987,1.0,ns
ROI.31 [],1mw,2hz,1,6,14.288000000000013,28.363,1.0,ns
ROI.31 [],1mw,5hz,1,4,14.288000000000013,27.027499999999996,1.0,ns
ROI.31 [],1mw,5s,1,2,14.288000000000013,26.782499999999995,1.0,ns
ROI.31 [],1mw,Ctrl,1,1,14.288000000000013,17.788999999999987,1.0,ns
ROI.31 [],2hz,5hz,6,4,28.363,27.027499999999996,0.9142857142857143,ns
ROI.31 [],2hz,5s,6,2,28.363,26.782499999999995,0.8571428571428571,ns
ROI.31 [],2hz,Ctrl,6,1,28.363,17.788999999999987,1.0,ns
ROI.31 [],5hz,5s,4,2,27.027499999999996,26.782499999999995,0.8,ns
ROI.31 [],5hz,Ctrl,4,1,27.027499999999996,17.788999999999987,1.0,ns
ROI.31 [],5s,Ctrl,2,1,26.782499999999995,17.788999999999987,1.0,ns
ROI.A [],20s,2mw,1,1,10.777,25.277,1.0,ns
ROI.A [],20s,5s,1,1,10.777,21.777,1.0,ns
ROI.A [],2mw,5s,1,1,25.277,21.777,1.0,ns
ROI.B [],20s,2mw,1,1,12.278000000000006,25.777,1.0,ns
ROI.C [],2mw,Ctrl,1,1,23.779,53.279,1.0,ns
ROI.D [],20s,2hz,6,4,17.28233333333333,38.033,0.11428571428571428,ns
ROI.D [],20s,2mw,6,1,17.28233333333333,46.787000000000006,1.0,ns
ROI.D [],20s,5hz,6,1,17.28233333333333,28.777,1.0,ns
ROI.D [],20s,5s,6,8,17.28233333333333,23.843249999999998,0.4908424908424909,ns
ROI.D [],20s,Ctrl,6,1,17.28233333333333,31.288,1.0,ns
ROI.D [],2hz,2mw,4,1,38.033,46.787000000000006,1.0,ns
ROI.D [],2hz,5hz,4,1,38.033,28.777,1.0,ns
ROI.D [],2hz,5s,4,8,38.033,23.843249999999998,0.21414141414141416,ns
ROI.D [],2hz,Ctrl,4,1,38.033,31.288,1.0,ns
ROI.D [],2mw,5hz,1,1,46.787000000000006,28.777,1.0,ns
ROI.D [],2mw,5s,1,8,46.787000000000006,23.843249999999998,1.0,ns
ROI.D [],2mw,Ctrl,1,1,46.787000000000006,31.288,1.0,ns
ROI.D [],5hz,5s,1,8,28.777,23.843249999999998,1.0,ns
ROI.D [],5hz,Ctrl,1,1,28.777,31.288,1.0,ns
ROI.D [],5s,Ctrl,8,1,23.843249999999998,31.288,1.0,ns
