ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.E [],10s,20s,3,5,21.615333333333336,24.383000000000003,1.0,ns
ROI.E [],10s,2hz,3,1,21.615333333333336,26.78800000000001,1.0,ns
ROI.E [],10s,5hz,3,3,21.615333333333336,28.111333333333334,0.7,ns
ROI.E [],20s,2hz,5,1,24.383000000000003,26.78800000000001,1.0,ns
ROI.E [],20s,5hz,5,3,24.383000000000003,28.111333333333334,0.7857142857142857,ns
ROI.E [],2hz,5hz,1,3,26.78800000000001,28.111333333333334,1.0,ns
ROI.F [],10s,1mw,1,1,26.276000000000003,15.27600000000001,1.0,ns
ROI.F [],10s,2hz,1,6,26.276000000000003,34.199666666666666,1.0,ns
ROI.F [],10s,5hz,1,3,26.276000000000003,18.27766666666667,1.0,ns
ROI.F [],10s,5s,1,2,26.276000000000003,26.782499999999995,1.0,ns
ROI.F [],1mw,2hz,1,6,15.27600000000001,34.199666666666666,1.0,ns
ROI.F [],1mw,5hz,1,3,15.27600000000001,18.27766666666667,1.0,ns
ROI.F [],1mw,5s,1,2,15.27600000000001,26.782499999999995,1.0,ns
ROI.F [],2hz,5hz,6,3,34.199666666666666,18.27766666666667,0.26190476190476186,ns
ROI.F [],2hz,5s,6,2,34.199666666666666,26.782499999999995,1.0,ns
ROI.F [],5hz,5s,3,2,18.27766666666667,26.782499999999995,1.0,ns
