Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
10s,26,23.799653846153852,27.026500000000002,7.424603310304504,1.4560845061510868
1mw,2,14.78200000000001,14.78200000000001,0.6986214998123074,0.49399999999999883
20s,70,22.053628571428572,15.033500000000004,11.959568761518565,1.429441873906889
2hz,23,33.08630434782608,33.283,16.747964626498195,3.4921920307428866
2mw,6,28.61433333333333,25.277,8.928443149097534,3.6450216521228582
5hz,34,26.131529411764706,24.27799999999999,9.833241178516182,1.6863869494805814
5s,22,22.34945454545454,20.7825,16.051822835895564,3.4222601274262803
Ctrl,3,53.11133333333333,53.279,1.2579087142290293,0.7262539347761061
