ROI,n_spikes,spike_times_s
ROI.D [],8,27.295;49.788;58.278;114.277;124.278;133.784;147.780;199.289
ROI.22 [],6,27.295;45.778;65.288;124.278;147.780;199.289
ROI.11 [],1,26.277
