ROI,start_s,end_s,duration_s,peak_to_peak
ROI.10 [],3.287,13.286999999999999,10.0,0.037204195115136354
ROI.10 [],3.778,13.778,10.0,0.037204195115136354
ROI.10 [],4.295,14.295,10.0,0.037204195115136354
ROI.10 [],4.778,14.777999999999999,10.0,0.037204195115136354
ROI.10 [],5.278,15.277999999999999,10.0,0.037204195115136354
ROI.10 [],5.778,15.777999999999999,10.0,0.037204195115136354
ROI.10 [],6.277,16.277,10.0,0.037204195115136354
ROI.10 [],6.778,16.778,10.0,0.037204195115136354
ROI.10 [],7.278,17.278,10.0,0.037204195115136354
ROI.10 [],7.777,17.777,10.0,0.037204195115136354
ROI.10 [],8.278,18.278,9.999999999999998,0.037204195115136354
ROI.10 [],8.786,18.786,10.000000000000002,0.037204195115136354
ROI.10 [],9.278,19.278,9.999999999999998,0.037204195115136354
ROI.10 [],9.788,19.788,10.0,0.036584114315211184
ROI.10 [],10.279,20.279,10.0,0.036584114315211184
ROI.10 [],10.778,20.778,9.999999999999998,0.036584114315211184
ROI.10 [],11.277,21.277,10.000000000000002,0.036584114315211184
ROI.10 [],11.784,21.784,9.999999999999998,0.036584114315211184
ROI.10 [],12.277,22.277,10.000000000000002,0.036584114315211184
ROI.10 [],12.78,22.78,10.000000000000002,0.0414631404743847
ROI.10 [],13.279,23.279,10.0,0.0414631404743847
ROI.10 [],13.779,23.779,10.0,0.03278398941870945
ROI.10 [],14.284,24.284,9.999999999999998,0.03278398941870945
ROI.10 [],14.784,24.784,9.999999999999998,0.03278398941870945
ROI.10 [],15.285,25.285,10.0,0.03322537832701167
ROI.10 [],15.787,25.787,9.999999999999998,0.03322537832701167
ROI.10 [],16.276,26.276,10.0,0.03322537832701167
ROI.10 [],16.796,26.796,10.0,0.03544903593935652
ROI.10 [],17.279,27.279,10.0,0.03544903593935652
ROI.10 [],17.777,27.777,10.0,0.03544903593935652
ROI.10 [],18.288,28.288,10.0,0.03544903593935652
ROI.10 [],18.778,28.778,10.0,0.03544903593935652
ROI.10 [],19.282,29.282,10.0,0.03544903593935652
ROI.10 [],19.778,29.778,10.0,0.03544903593935652
ROI.10 [],20.279,30.279,10.0,0.03544903593935652
ROI.10 [],20.788,30.788,10.0,0.03544903593935652
ROI.10 [],21.286,31.286,10.0,0.03544903593935652
ROI.10 [],21.778,31.778,10.0,0.03544903593935652
ROI.10 [],22.278,32.278,10.0,0.03544903593935652
ROI.10 [],22.789,32.789,10.0,0.03544903593935652
ROI.10 [],23.279,33.278999999999996,9.999999999999996,0.03544903593935652
ROI.10 [],23.789,33.789,10.0,0.03544903593935652
ROI.10 [],24.278,34.278,10.0,0.03544903593935652
ROI.10 [],24.778,34.778,10.0,0.03544903593935652
ROI.10 [],25.278,35.278,10.0,0.03544903593935652
ROI.10 [],25.787,35.787,10.0,0.031944592427883146
ROI.10 [],26.278,36.278,10.0,0.031944592427883146
ROI.10 [],26.779,36.778999999999996,9.999999999999996,0.031084617960177287
ROI.10 [],27.277,37.277,10.0,0.031084617960177287
ROI.10 [],27.789,37.789,10.0,0.03314454328644643
ROI.10 [],28.278,38.278,10.0,0.03314454328644643
ROI.10 [],28.778,38.778,10.0,0.03314454328644643
ROI.10 [],29.286,39.286,10.0,0.03314454328644643
ROI.10 [],29.786,39.786,10.0,0.03314454328644643
ROI.10 [],30.284,40.284,10.0,0.037082612324379996
ROI.10 [],30.778,40.778,10.0,0.037082612324379996
ROI.10 [],31.288,41.288,9.999999999999996,0.037082612324379996
ROI.10 [],31.78,41.78,10.0,0.03466111659488423
ROI.10 [],32.283,42.283,10.0,0.03466111659488423
ROI.10 [],32.783,42.783,10.0,0.03466111659488423
ROI.10 [],33.276,43.276,10.0,0.03466111659488423
ROI.10 [],33.792,43.792,10.0,0.04467272311331348
ROI.10 [],34.279,44.279,10.0,0.04467272311331348
ROI.10 [],34.777,44.777,10.0,0.04467272311331348
ROI.10 [],35.279,45.279,10.0,0.04467272311331348
ROI.10 [],35.777,45.777,10.0,0.04467272311331348
ROI.10 [],36.289,46.289,10.0,0.04467272311331348
ROI.10 [],36.777,46.777,10.0,0.04467272311331348
ROI.10 [],37.279,47.279,10.0,0.04467272311331348
ROI.10 [],37.778,47.778,10.0,0.04467272311331348
ROI.10 [],38.277,48.277,10.0,0.04467272311331348
ROI.10 [],38.787,48.787,10.0,0.04467272311331348
ROI.10 [],39.277,49.277,10.0,0.039669937881120644
ROI.10 [],39.789,49.789,10.0,0.039669937881120644
ROI.10 [],40.276,50.276,10.0,0.039669937881120644
ROI.10 [],40.787,50.787,10.0,0.039669937881120644
ROI.10 [],41.276,51.276,10.0,0.039669937881120644
ROI.10 [],41.786,51.786,10.0,0.039669937881120644
ROI.10 [],42.278,52.278,10.0,0.04883533158120133
ROI.10 [],42.787,52.787,10.0,0.04883533158120133
ROI.10 [],43.276,53.276,10.0,0.04883533158120133
ROI.10 [],43.778,53.778,10.0,0.04883533158120133
ROI.10 [],44.288,54.288,10.0,0.03625300766767102
ROI.10 [],44.777,54.777,10.0,0.03625300766767102
ROI.10 [],45.291,55.291,10.0,0.03625300766767102
ROI.10 [],45.777,55.777,10.0,0.0370032975582975
ROI.10 [],46.279,56.279,10.0,0.0370032975582975
ROI.10 [],46.776,56.776,10.0,0.031607775327160574
ROI.10 [],47.278,57.278,10.0,0.031607775327160574
ROI.10 [],47.786,57.786,10.0,0.031607775327160574
ROI.10 [],48.281,58.281,10.0,0.031607775327160574
ROI.10 [],48.778,58.778,10.0,0.031607775327160574
ROI.10 [],49.279,59.279,10.0,0.031607775327160574
ROI.10 [],49.783,59.783,10.0,0.031607775327160574
ROI.10 [],50.283,60.283,10.0,0.031607775327160574
ROI.10 [],50.785,60.785,10.0,0.031607775327160574
ROI.10 [],51.277,61.277,10.0,0.03041751662929153
ROI.10 [],51.793,61.793,10.0,0.027381936136585426
ROI.10 [],52.277,62.277,10.0,0.027381936136585426
ROI.10 [],52.787,62.787,10.0,0.027381936136585426
ROI.10 [],53.278,63.278,10.0,0.027381936136585426
ROI.10 [],53.777,63.777,10.0,0.027381936136585426
ROI.10 [],54.279,64.279,9.999999999999993,0.03094239175685994
ROI.10 [],54.778,64.77799999999999,9.999999999999993,0.03094239175685994
ROI.10 [],55.288,65.288,10.0,0.03094239175685994
ROI.10 [],55.777,65.777,10.0,0.03094239175685994
ROI.10 [],56.277,66.277,10.0,0.02991560929578516
ROI.10 [],56.789,66.789,10.0,0.029490186470175688
ROI.10 [],57.277,67.277,10.0,0.029490186470175688
ROI.10 [],57.778,67.77799999999999,9.999999999999993,0.029490186470175688
ROI.10 [],58.277,68.277,10.0,0.029490186470175688
ROI.10 [],58.787,68.787,10.000000000000007,0.02824037692251833
ROI.10 [],59.279,69.279,9.999999999999993,0.02824037692251833
ROI.10 [],59.777,69.777,10.0,0.02824037692251833
ROI.10 [],60.277,70.277,10.0,0.02476024259625273
ROI.10 [],60.777,70.777,10.0,0.03130712273273145
ROI.10 [],61.287,71.287,10.000000000000007,0.03130712273273145
ROI.10 [],61.778,71.77799999999999,9.999999999999993,0.03130712273273145
ROI.10 [],62.288,72.288,10.0,0.03130712273273145
ROI.10 [],62.777,72.777,10.0,0.03130712273273145
ROI.10 [],63.278,73.27799999999999,9.999999999999993,0.03130712273273145
ROI.10 [],63.778,73.77799999999999,9.999999999999993,0.03130712273273145
ROI.10 [],64.278,74.278,10.0,0.03130712273273145
ROI.10 [],64.778,74.778,10.0,0.03130712273273145
ROI.10 [],65.279,75.279,10.0,0.03130712273273145
ROI.10 [],65.778,75.778,10.0,0.03130712273273145
ROI.10 [],66.278,76.278,10.0,0.03130712273273145
ROI.10 [],66.779,76.779,10.0,0.02779452808860294
ROI.10 [],67.288,77.288,10.0,0.02779452808860294
ROI.10 [],67.783,77.783,10.0,0.02779452808860294
ROI.10 [],68.284,78.284,10.0,0.02779452808860294
ROI.10 [],68.785,78.785,10.0,0.03314579058375195
ROI.10 [],69.278,79.278,10.0,0.03314579058375195
ROI.10 [],69.777,79.777,10.0,0.03314579058375195
ROI.10 [],70.295,80.295,10.0,0.03314579058375195
ROI.10 [],70.778,80.778,10.0,0.031091187139633034
ROI.10 [],71.288,81.288,10.0,0.04599712816366192
ROI.10 [],71.777,81.777,10.0,0.04599712816366192
ROI.10 [],72.289,82.289,10.0,0.04599712816366192
ROI.10 [],72.777,82.777,10.0,0.04599712816366192
ROI.10 [],73.278,83.278,10.0,0.052355611104580924
ROI.10 [],73.777,83.777,10.0,0.05319373793559346
ROI.10 [],74.278,84.278,10.0,0.05319373793559346
ROI.10 [],74.777,84.777,10.0,0.05319373793559346
ROI.10 [],75.288,85.288,10.0,0.05319373793559346
ROI.10 [],75.778,85.778,10.0,0.05319373793559346
ROI.10 [],76.288,86.288,10.0,0.05319373793559346
ROI.10 [],76.779,86.779,10.0,0.05319373793559346
ROI.10 [],77.278,87.278,10.0,0.05319373793559346
ROI.10 [],77.787,87.787,10.0,0.05319373793559346
ROI.10 [],78.285,88.285,10.0,0.05319373793559346
ROI.10 [],78.778,88.778,10.0,0.05319373793559346
ROI.10 [],79.278,89.278,10.0,0.05319373793559346
ROI.10 [],79.787,89.787,10.0,0.05319373793559346
ROI.10 [],80.276,90.276,10.0,0.05319373793559346
ROI.10 [],80.788,90.788,10.0,0.05319373793559346
ROI.10 [],81.277,91.277,10.0,0.05319373793559346
ROI.10 [],81.778,91.778,10.0,0.04797275035231782
ROI.10 [],82.28,92.28,10.0,0.04797275035231782
ROI.10 [],82.778,92.778,10.0,0.04797275035231782
ROI.10 [],83.279,93.279,10.0,0.04797275035231782
ROI.10 [],83.778,93.778,10.0,0.04328161315332543
ROI.10 [],84.284,94.284,10.0,0.04328161315332543
ROI.10 [],84.778,94.778,10.0,0.04328161315332543
ROI.10 [],85.278,95.278,10.0,0.04328161315332543
ROI.10 [],85.788,95.788,10.0,0.04328161315332543
ROI.10 [],86.298,96.298,10.0,0.04328161315332543
ROI.10 [],86.785,96.785,10.0,0.04328161315332543
ROI.10 [],87.287,97.287,10.0,0.04328161315332543
ROI.10 [],87.786,97.786,10.0,0.04328161315332543
ROI.10 [],88.288,98.288,10.0,0.037075865345638566
ROI.10 [],88.779,98.779,10.0,0.037075865345638566
ROI.10 [],89.322,99.322,10.0,0.037075865345638566
ROI.10 [],89.779,99.779,10.0,0.037075865345638566
ROI.10 [],90.276,100.276,10.0,0.037075865345638566
ROI.10 [],90.778,100.778,10.0,0.04040844136926694
ROI.10 [],91.278,101.278,10.0,0.04040844136926694
ROI.10 [],91.776,101.776,10.0,0.04040844136926694
ROI.10 [],92.277,102.277,10.0,0.04040844136926694
ROI.10 [],92.788,102.788,10.0,0.04040844136926694
ROI.10 [],93.278,103.278,10.0,0.04040844136926694
ROI.10 [],93.778,103.778,10.0,0.04040844136926694
ROI.10 [],94.288,104.288,10.0,0.04040844136926694
ROI.10 [],94.778,104.778,10.0,0.04040844136926694
ROI.10 [],95.276,105.276,10.0,0.04040844136926694
ROI.10 [],95.777,105.777,10.0,0.04040844136926694
ROI.10 [],96.291,106.291,10.0,0.04620994160866117
ROI.10 [],96.779,106.779,10.0,0.04620994160866117
ROI.10 [],97.277,107.277,10.0,0.03880058785512859
ROI.10 [],97.814,107.814,10.0,0.033214840661271006
ROI.10 [],98.278,108.278,10.0,0.033214840661271006
ROI.10 [],98.776,108.776,10.0,0.033214840661271006
ROI.10 [],99.277,109.277,10.0,0.033214840661271006
ROI.10 [],99.778,109.778,10.0,0.03537095961786223
ROI.10 [],100.291,110.291,10.0,0.03537095961786223
ROI.10 [],100.776,110.776,10.0,0.03537095961786223
ROI.10 [],101.295,111.295,10.0,0.03537095961786223
ROI.10 [],101.778,111.778,10.0,0.03537095961786223
ROI.10 [],102.282,112.282,10.0,0.03537095961786223
ROI.10 [],102.777,112.777,10.0,0.03537095961786223
ROI.10 [],103.277,113.277,10.0,0.04363589953544171
ROI.10 [],103.786,113.786,10.0,0.04363589953544171
ROI.10 [],104.278,114.278,10.0,0.04363589953544171
ROI.10 [],104.786,114.786,10.0,0.04363589953544171
ROI.10 [],105.279,115.279,10.0,0.04363589953544171
ROI.10 [],105.785,115.785,10.0,0.04363589953544171
ROI.10 [],106.285,116.285,10.0,0.04363589953544171
ROI.10 [],106.785,116.785,10.0,0.03849867404687103
ROI.10 [],107.277,117.277,10.0,0.03849867404687103
ROI.10 [],107.779,117.779,10.0,0.03849867404687103
ROI.10 [],108.28,118.28,10.0,0.03849867404687103
ROI.10 [],108.779,118.779,10.0,0.03849867404687103
ROI.10 [],109.278,119.278,10.0,0.03849867404687103
ROI.10 [],109.778,119.778,10.0,0.03849867404687103
ROI.10 [],110.279,120.279,10.0,0.03849867404687103
ROI.10 [],110.777,120.777,10.0,0.03849867404687103
ROI.10 [],111.277,121.277,10.0,0.03849867404687103
ROI.10 [],111.777,121.777,10.0,0.03849867404687103
ROI.10 [],112.277,122.277,10.0,0.03849867404687103
ROI.10 [],112.788,122.788,10.0,0.03849867404687103
ROI.10 [],113.277,123.277,10.0,0.04134943063445031
ROI.10 [],113.787,123.787,10.0,0.03770231900059581
ROI.10 [],114.279,124.279,10.0,0.03770231900059581
ROI.10 [],114.777,124.777,10.0,0.03770231900059581
ROI.10 [],115.278,125.278,10.0,0.03770231900059581
ROI.10 [],115.777,125.777,10.0,0.03770231900059581
ROI.10 [],116.289,126.289,10.0,0.03770231900059581
ROI.10 [],116.778,126.778,10.0,0.03770231900059581
ROI.10 [],117.277,127.277,10.0,0.03770231900059581
ROI.10 [],117.777,127.777,10.0,0.03770231900059581
ROI.10 [],118.277,128.277,9.999999999999986,0.03770231900059581
ROI.10 [],118.789,128.789,9.999999999999986,0.03770231900059581
ROI.10 [],119.277,129.277,9.999999999999986,0.03770231900059581
ROI.10 [],119.787,129.787,10.0,0.03770231900059581
ROI.10 [],120.278,130.27800000000002,10.000000000000014,0.03770231900059581
ROI.10 [],120.778,130.77800000000002,10.000000000000014,0.03770231900059581
ROI.10 [],121.276,131.276,10.000000000000014,0.03770231900059581
ROI.10 [],121.778,131.77800000000002,10.000000000000014,0.040106513809997975
ROI.10 [],122.285,132.285,10.0,0.040106513809997975
ROI.10 [],122.786,132.786,10.0,0.040106513809997975
ROI.10 [],123.277,133.277,9.999999999999986,0.040106513809997975
ROI.10 [],123.787,133.787,10.0,0.03368741594098186
ROI.10 [],124.279,134.279,10.0,0.03368741594098186
ROI.10 [],124.782,134.78199999999998,9.999999999999986,0.03368741594098186
ROI.10 [],125.283,135.28300000000002,10.000000000000014,0.03368741594098186
ROI.10 [],125.783,135.78300000000002,10.000000000000014,0.03368741594098186
ROI.10 [],126.287,136.287,10.0,0.03368741594098186
ROI.10 [],126.777,136.777,9.999999999999986,0.03368741594098186
ROI.10 [],127.293,137.293,10.0,0.03368741594098186
ROI.10 [],127.777,137.777,9.999999999999986,0.03368741594098186
ROI.10 [],128.277,138.277,10.0,0.03368741594098186
ROI.10 [],128.776,138.776,10.0,0.034134675118086474
ROI.10 [],129.287,139.287,10.0,0.03903313359881494
ROI.10 [],129.778,139.778,10.0,0.03903313359881494
ROI.10 [],130.279,140.279,10.0,0.03903313359881494
ROI.10 [],130.788,140.788,10.0,0.03903313359881494
ROI.10 [],131.286,141.286,10.0,0.03903313359881494
ROI.10 [],131.778,141.778,10.0,0.03903313359881494
ROI.10 [],132.278,142.278,10.0,0.03903313359881494
ROI.10 [],132.777,142.777,10.0,0.03903313359881494
ROI.10 [],133.286,143.286,10.0,0.03903313359881494
ROI.10 [],133.776,143.776,10.0,0.03903313359881494
ROI.10 [],134.288,144.288,10.0,0.03903313359881494
ROI.10 [],134.778,144.778,10.0,0.03903313359881494
ROI.10 [],135.287,145.287,10.0,0.03903313359881494
ROI.10 [],135.778,145.778,10.0,0.03903313359881494
ROI.10 [],136.278,146.278,10.0,0.03903313359881494
ROI.10 [],136.777,146.777,10.0,0.03903313359881494
ROI.10 [],137.278,147.278,10.0,0.03903313359881494
ROI.10 [],137.788,147.788,10.0,0.03903313359881494
ROI.10 [],138.278,148.278,10.0,0.03903313359881494
ROI.10 [],138.777,148.777,10.0,0.03515831476655059
ROI.10 [],139.287,149.287,10.0,0.03515831476655059
ROI.10 [],139.778,149.778,10.0,0.035480917373695756
ROI.10 [],140.277,150.277,10.0,0.035480917373695756
ROI.10 [],140.776,150.776,10.0,0.035480917373695756
ROI.10 [],141.284,151.284,10.0,0.035480917373695756
ROI.10 [],141.778,151.778,10.0,0.035480917373695756
ROI.10 [],142.277,152.277,10.0,0.035480917373695756
ROI.10 [],142.788,152.788,10.0,0.03347912448810564
ROI.10 [],143.28,153.28,10.0,0.025345816076348365
ROI.10 [],143.784,153.784,10.0,0.025345816076348365
ROI.10 [],144.283,154.283,10.0,0.026139854365000728
ROI.10 [],144.777,154.777,10.0,0.026139854365000728
ROI.10 [],145.277,155.277,10.0,0.031106033029972443
ROI.10 [],145.778,155.778,10.0,0.031106033029972443
ROI.10 [],146.278,156.278,10.0,0.031106033029972443
ROI.10 [],146.778,156.778,10.0,0.031106033029972443
ROI.10 [],147.287,157.287,10.0,0.031106033029972443
ROI.10 [],147.777,157.777,10.0,0.031106033029972443
ROI.10 [],148.278,158.278,10.0,0.031106033029972443
ROI.10 [],148.787,158.787,10.0,0.031106033029972443
ROI.10 [],149.279,159.279,10.0,0.031106033029972443
ROI.10 [],149.778,159.778,10.0,0.031106033029972443
ROI.10 [],150.288,160.288,10.0,0.017987429652355096
ROI.10 [],150.777,160.777,10.0,0.017987429652355096
ROI.10 [],151.288,161.288,10.0,0.017987429652355096
ROI.10 [],151.777,161.777,10.0,0.017987429652355096
ROI.10 [],152.277,162.277,10.0,0.017987429652355096
ROI.10 [],152.778,162.778,10.0,0.011476197545758925
ROI.10 [],153.277,163.277,10.0,0.011476197545758925
ROI.11 [],0.258,10.258,10.0,0.05516750279754562
ROI.11 [],0.778,10.778,10.0,0.05516750279754562
ROI.11 [],1.278,11.278,10.0,0.05516750279754562
ROI.11 [],1.777,11.777,10.0,0.0488709853320443
ROI.11 [],2.286,12.286,10.0,0.05055150198148675
ROI.11 [],2.779,12.779,10.0,0.05055150198148675
ROI.11 [],3.287,13.286999999999999,10.0,0.05055150198148675
ROI.11 [],3.778,13.778,10.0,0.05055150198148675
ROI.11 [],4.295,14.295,10.0,0.05055150198148675
ROI.11 [],4.778,14.777999999999999,10.0,0.05055150198148675
ROI.11 [],5.278,15.277999999999999,10.0,0.05055150198148675
ROI.11 [],5.778,15.777999999999999,10.0,0.05055150198148675
ROI.11 [],6.277,16.277,10.0,0.05055150198148675
ROI.11 [],6.778,16.778,10.0,0.05055150198148675
ROI.11 [],7.278,17.278,10.0,0.04716157654383301
ROI.11 [],7.777,17.777,10.0,0.04716157654383301
ROI.11 [],8.278,18.278,9.999999999999998,0.04716157654383301
ROI.11 [],8.786,18.786,10.000000000000002,0.04716157654383301
ROI.11 [],9.278,19.278,9.999999999999998,0.04583583604277781
ROI.11 [],9.788,19.788,10.0,0.04583583604277781
ROI.11 [],10.279,20.279,10.0,0.04583583604277781
ROI.11 [],10.778,20.778,9.999999999999998,0.04583583604277781
ROI.11 [],11.277,21.277,10.000000000000002,0.04583583604277781
ROI.11 [],11.784,21.784,9.999999999999998,0.04583583604277781
ROI.11 [],12.277,22.277,10.000000000000002,0.03442264115538648
ROI.11 [],12.78,22.78,10.000000000000002,0.03442264115538648
ROI.11 [],13.279,23.279,10.0,0.03442264115538648
ROI.11 [],13.779,23.779,10.0,0.03442264115538648
ROI.11 [],14.284,24.284,9.999999999999998,0.03442264115538648
ROI.11 [],14.784,24.784,9.999999999999998,0.03516806289967679
ROI.11 [],15.285,25.285,10.0,0.03516806289967679
ROI.11 [],15.787,25.787,9.999999999999998,0.03516806289967679
ROI.11 [],16.276,26.276,10.0,0.03516806289967679
ROI.11 [],16.796,26.796,10.0,0.03516806289967679
ROI.11 [],17.279,27.279,10.0,0.04176137345463299
ROI.11 [],17.777,27.777,10.0,0.04176137345463299
ROI.11 [],18.288,28.288,10.0,0.04176137345463299
ROI.11 [],18.778,28.778,10.0,0.04176137345463299
ROI.11 [],19.282,29.282,10.0,0.04176137345463299
ROI.11 [],19.778,29.778,10.0,0.04176137345463299
ROI.11 [],20.279,30.279,10.0,0.04176137345463299
ROI.11 [],20.788,30.788,10.0,0.04176137345463299
ROI.11 [],21.286,31.286,10.0,0.04176137345463299
ROI.11 [],21.778,31.778,10.0,0.04176137345463299
ROI.11 [],22.278,32.278,10.0,0.04176137345463299
ROI.11 [],22.789,32.789,10.0,0.04176137345463299
ROI.11 [],23.279,33.278999999999996,9.999999999999996,0.04176137345463299
ROI.11 [],23.789,33.789,10.0,0.04176137345463299
ROI.11 [],24.278,34.278,10.0,0.04176137345463299
ROI.11 [],24.778,34.778,10.0,0.04612055557604865
ROI.11 [],25.278,35.278,10.0,0.043933652308226406
ROI.11 [],25.787,35.787,10.0,0.03415396966287345
ROI.11 [],26.278,36.278,10.0,0.03415396966287345
ROI.11 [],26.779,36.778999999999996,9.999999999999996,0.038829996581984785
ROI.11 [],27.277,37.277,10.0,0.038829996581984785
ROI.11 [],27.789,37.789,10.0,0.038829996581984785
ROI.11 [],28.278,38.278,10.0,0.038829996581984785
ROI.11 [],28.778,38.778,10.0,0.038829996581984785
ROI.11 [],29.286,39.286,10.0,0.048072203837552355
ROI.11 [],29.786,39.786,10.0,0.048072203837552355
ROI.11 [],30.284,40.284,10.0,0.048072203837552355
ROI.11 [],30.778,40.778,10.0,0.048072203837552355
ROI.11 [],31.288,41.288,9.999999999999996,0.048072203837552355
ROI.11 [],31.78,41.78,10.0,0.048072203837552355
ROI.11 [],32.283,42.283,10.0,0.048072203837552355
ROI.11 [],32.783,42.783,10.0,0.048072203837552355
ROI.11 [],33.276,43.276,10.0,0.048072203837552355
ROI.11 [],33.792,43.792,10.0,0.048072203837552355
ROI.11 [],34.279,44.279,10.0,0.048072203837552355
ROI.11 [],34.777,44.777,10.0,0.0491728720406883
ROI.11 [],35.279,45.279,10.0,0.0491728720406883
ROI.11 [],35.777,45.777,10.0,0.0491728720406883
ROI.11 [],36.289,46.289,10.0,0.0491728720406883
ROI.11 [],36.777,46.777,10.0,0.0491728720406883
ROI.11 [],37.279,47.279,10.0,0.0491728720406883
ROI.11 [],37.778,47.778,10.0,0.0491728720406883
ROI.11 [],38.277,48.277,10.0,0.0491728720406883
ROI.11 [],38.787,48.787,10.0,0.050534663627372856
ROI.11 [],39.277,49.277,10.0,0.050534663627372856
ROI.11 [],39.789,49.789,10.0,0.050534663627372856
ROI.11 [],40.276,50.276,10.0,0.050534663627372856
ROI.11 [],40.787,50.787,10.0,0.050534663627372856
ROI.11 [],41.276,51.276,10.0,0.050534663627372856
ROI.11 [],41.786,51.786,10.0,0.050534663627372856
ROI.11 [],42.278,52.278,10.0,0.050534663627372856
ROI.11 [],42.787,52.787,10.0,0.050534663627372856
ROI.11 [],43.276,53.276,10.0,0.050534663627372856
ROI.11 [],43.778,53.778,10.0,0.050534663627372856
ROI.11 [],44.288,54.288,10.0,0.053348624980215226
ROI.11 [],44.777,54.777,10.0,0.053348624980215226
ROI.11 [],45.291,55.291,10.0,0.053348624980215226
ROI.11 [],45.777,55.777,10.0,0.053348624980215226
ROI.11 [],46.279,56.279,10.0,0.053348624980215226
ROI.11 [],46.776,56.776,10.0,0.053348624980215226
ROI.11 [],47.278,57.278,10.0,0.053348624980215226
ROI.11 [],47.786,57.786,10.0,0.053348624980215226
ROI.11 [],48.281,58.281,10.0,0.059635401115749526
ROI.11 [],48.778,58.778,10.0,0.059635401115749526
ROI.11 [],49.279,59.279,10.0,0.059635401115749526
ROI.11 [],49.783,59.783,10.0,0.059635401115749526
ROI.11 [],50.283,60.283,10.0,0.059635401115749526
ROI.11 [],50.785,60.785,10.0,0.059635401115749526
ROI.11 [],51.277,61.277,10.0,0.059635401115749526
ROI.11 [],51.793,61.793,10.0,0.059635401115749526
ROI.11 [],52.277,62.277,10.0,0.059635401115749526
ROI.11 [],52.787,62.787,10.0,0.059635401115749526
ROI.11 [],53.278,63.278,10.0,0.059635401115749526
ROI.11 [],53.777,63.777,10.0,0.059635401115749526
ROI.11 [],54.279,64.279,9.999999999999993,0.059635401115749526
ROI.11 [],54.778,64.77799999999999,9.999999999999993,0.044184498988614374
ROI.11 [],55.288,65.288,10.0,0.04271010893935408
ROI.11 [],55.777,65.777,10.0,0.04271010893935408
ROI.11 [],56.277,66.277,10.0,0.0435792269153837
ROI.11 [],56.789,66.789,10.0,0.0435792269153837
ROI.11 [],57.277,67.277,10.0,0.0435792269153837
ROI.11 [],57.778,67.77799999999999,9.999999999999993,0.0435792269153837
ROI.11 [],58.277,68.277,10.0,0.0447515146462874
ROI.11 [],58.787,68.787,10.000000000000007,0.034235094242405194
ROI.11 [],59.279,69.279,9.999999999999993,0.034235094242405194
ROI.11 [],59.777,69.777,10.0,0.034235094242405194
ROI.11 [],60.277,70.277,10.0,0.034235094242405194
ROI.11 [],60.777,70.777,10.0,0.034235094242405194
ROI.11 [],61.287,71.287,10.000000000000007,0.034235094242405194
ROI.11 [],61.778,71.77799999999999,9.999999999999993,0.03779609081535258
ROI.11 [],62.288,72.288,10.0,0.03779609081535258
ROI.11 [],62.777,72.777,10.0,0.03779609081535258
ROI.11 [],63.278,73.27799999999999,9.999999999999993,0.03779609081535258
ROI.11 [],63.778,73.77799999999999,9.999999999999993,0.03779609081535258
ROI.11 [],64.278,74.278,10.0,0.03779609081535258
ROI.11 [],64.778,74.778,10.0,0.03779609081535258
ROI.11 [],65.279,75.279,10.0,0.03779609081535258
ROI.11 [],65.778,75.778,10.0,0.03779609081535258
ROI.11 [],66.278,76.278,10.0,0.03779609081535258
ROI.11 [],66.779,76.779,10.0,0.03779609081535258
ROI.11 [],67.288,77.288,10.0,0.04414212448954535
ROI.11 [],67.783,77.783,10.0,0.04414212448954535
ROI.11 [],68.284,78.284,10.0,0.04414212448954535
ROI.11 [],68.785,78.785,10.0,0.04414212448954535
ROI.11 [],69.278,79.278,10.0,0.04414212448954535
ROI.11 [],69.777,79.777,10.0,0.04414212448954535
ROI.11 [],70.295,80.295,10.0,0.04414212448954535
ROI.11 [],70.778,80.778,10.0,0.04414212448954535
ROI.11 [],71.288,81.288,10.0,0.04414212448954535
ROI.11 [],71.777,81.777,10.0,0.041289129266793324
ROI.11 [],72.289,82.289,10.0,0.041289129266793324
ROI.11 [],72.777,82.777,10.0,0.041289129266793324
ROI.11 [],73.278,83.278,10.0,0.041289129266793324
ROI.11 [],73.777,83.777,10.0,0.041289129266793324
ROI.11 [],74.278,84.278,10.0,0.041289129266793324
ROI.11 [],74.777,84.777,10.0,0.041289129266793324
ROI.11 [],75.288,85.288,10.0,0.041289129266793324
ROI.11 [],75.778,85.778,10.0,0.041289129266793324
ROI.11 [],76.288,86.288,10.0,0.040289243782851425
ROI.11 [],76.779,86.779,10.0,0.040289243782851425
ROI.11 [],77.278,87.278,10.0,0.040289243782851425
ROI.11 [],77.787,87.787,10.0,0.038765806431613495
ROI.11 [],78.285,88.285,10.0,0.038704927349651363
ROI.11 [],78.778,88.778,10.0,0.038704927349651363
ROI.11 [],79.278,89.278,10.0,0.03716248806159801
ROI.11 [],79.787,89.787,10.0,0.03716248806159801
ROI.11 [],80.276,90.276,10.0,0.03716248806159801
ROI.11 [],80.788,90.788,10.0,0.03716248806159801
ROI.11 [],81.277,91.277,10.0,0.03716248806159801
ROI.11 [],81.778,91.778,10.0,0.03232324186139917
ROI.11 [],82.28,92.28,10.0,0.03232324186139917
ROI.11 [],82.778,92.778,10.0,0.03232324186139917
ROI.11 [],83.279,93.279,10.0,0.030418028147187658
ROI.11 [],83.778,93.778,10.0,0.030418028147187658
