ROI,start_s,end_s,duration_s,peak_to_peak
ROI.05 [],13.279,23.279,10.0,0.052255945209101554
ROI.05 [],13.779,23.779,10.0,0.03971884385781249
ROI.05 [],14.284,24.284,9.999999999999998,0.04731615985063088
ROI.05 [],14.784,24.784,9.999999999999998,0.04731615985063088
ROI.05 [],15.285,25.285,10.0,0.04670566864025642
ROI.05 [],15.787,25.787,9.999999999999998,0.04670566864025642
ROI.05 [],16.276,26.276,10.0,0.04670566864025642
ROI.05 [],16.796,26.796,10.0,0.04670566864025642
ROI.05 [],17.279,27.279,10.0,0.04670566864025642
ROI.05 [],17.777,27.777,10.0,0.04670566864025642
ROI.05 [],18.288,28.288,10.0,0.039699242829154685
ROI.05 [],18.778,28.778,10.0,0.040394940773771815
ROI.05 [],19.282,29.282,10.0,0.040394940773771815
ROI.05 [],19.778,29.778,10.0,0.040394940773771815
ROI.05 [],20.279,30.279,10.0,0.04586246378687746
ROI.05 [],20.788,30.788,10.0,0.04586246378687746
ROI.05 [],21.286,31.286,10.0,0.04586246378687746
ROI.05 [],21.778,31.778,10.0,0.04586246378687746
ROI.05 [],22.278,32.278,10.0,0.04586246378687746
ROI.05 [],22.789,32.789,10.0,0.04586246378687746
ROI.05 [],23.279,33.278999999999996,9.999999999999996,0.04586246378687746
ROI.05 [],23.789,33.789,10.0,0.04586246378687746
ROI.05 [],24.278,34.278,10.0,0.03584095879813323
ROI.05 [],24.778,34.778,10.0,0.03584095879813323
ROI.05 [],25.278,35.278,10.0,0.03568920867301871
ROI.05 [],25.787,35.787,10.0,0.03568920867301871
ROI.05 [],26.278,36.278,10.0,0.03568920867301871
ROI.05 [],26.779,36.778999999999996,9.999999999999996,0.03568920867301871
ROI.05 [],27.277,37.277,10.0,0.03568920867301871
ROI.05 [],27.789,37.789,10.0,0.036525928860340666
ROI.05 [],28.278,38.278,10.0,0.036525928860340666
ROI.05 [],28.778,38.778,10.0,0.036525928860340666
ROI.05 [],29.286,39.286,10.0,0.04356285754498641
ROI.05 [],29.786,39.786,10.0,0.04356285754498641
ROI.05 [],30.284,40.284,10.0,0.04356285754498641
ROI.05 [],30.778,40.778,10.0,0.04356285754498641
ROI.05 [],31.288,41.288,9.999999999999996,0.04356285754498641
ROI.05 [],31.78,41.78,10.0,0.04356285754498641
ROI.05 [],32.283,42.283,10.0,0.04356285754498641
ROI.05 [],32.783,42.783,10.0,0.04356285754498641
ROI.05 [],33.276,43.276,10.0,0.04356285754498641
ROI.05 [],33.792,43.792,10.0,0.04925638411545719
ROI.05 [],34.279,44.279,10.0,0.04925638411545719
ROI.05 [],34.777,44.777,10.0,0.04925638411545719
ROI.05 [],35.279,45.279,10.0,0.04925638411545719
ROI.05 [],35.777,45.777,10.0,0.04925638411545719
ROI.05 [],36.289,46.289,10.0,0.04925638411545719
ROI.05 [],36.777,46.777,10.0,0.04925638411545719
ROI.05 [],37.279,47.279,10.0,0.04925638411545719
ROI.05 [],37.778,47.778,10.0,0.04925638411545719
ROI.05 [],38.277,48.277,10.0,0.04925638411545719
ROI.05 [],38.787,48.787,10.0,0.04925638411545719
ROI.05 [],39.277,49.277,10.0,0.04925638411545719
ROI.05 [],39.789,49.789,10.0,0.043644992915459986
ROI.05 [],40.276,50.276,10.0,0.043644992915459986
ROI.05 [],40.787,50.787,10.0,0.043644992915459986
ROI.05 [],41.276,51.276,10.0,0.043644992915459986
ROI.05 [],41.786,51.786,10.0,0.043644992915459986
ROI.05 [],42.278,52.278,10.0,0.043644992915459986
ROI.05 [],42.787,52.787,10.0,0.043644992915459986
ROI.05 [],43.276,53.276,10.0,0.043644992915459986
ROI.05 [],43.778,53.778,10.0,0.043644992915459986
ROI.05 [],44.288,54.288,10.0,0.04200765777123825
ROI.05 [],44.777,54.777,10.0,0.04200765777123825
ROI.05 [],45.291,55.291,10.0,0.052330665115840884
ROI.05 [],45.777,55.777,10.0,0.052330665115840884
ROI.05 [],46.279,56.279,10.0,0.052330665115840884
ROI.05 [],46.776,56.776,10.0,0.04990662484921334
ROI.05 [],47.278,57.278,10.0,0.04990662484921334
ROI.05 [],47.786,57.786,10.0,0.04990662484921334
ROI.05 [],48.281,58.281,10.0,0.04990662484921334
ROI.05 [],48.778,58.778,10.0,0.04990662484921334
ROI.05 [],49.279,59.279,10.0,0.04990662484921334
ROI.05 [],49.783,59.783,10.0,0.04990662484921334
ROI.05 [],50.283,60.283,10.0,0.04990662484921334
ROI.05 [],50.785,60.785,10.0,0.04990662484921334
ROI.05 [],51.277,61.277,10.0,0.04990662484921334
ROI.05 [],51.793,61.793,10.0,0.04990662484921334
ROI.05 [],52.277,62.277,10.0,0.04990662484921334
ROI.05 [],52.787,62.787,10.0,0.04990662484921334
ROI.05 [],53.278,63.278,10.0,0.04990662484921334
ROI.05 [],53.777,63.777,10.0,0.045963905187717154
ROI.05 [],54.279,64.279,9.999999999999993,0.05166461183358042
ROI.05 [],54.778,64.77799999999999,9.999999999999993,0.05166461183358042
ROI.05 [],55.288,65.288,10.0,0.0506475854221824
ROI.05 [],55.777,65.777,10.0,0.0506475854221824
ROI.05 [],56.277,66.277,10.0,0.0506475854221824
ROI.05 [],56.789,66.789,10.0,0.056939984198996395
ROI.05 [],57.277,67.277,10.0,0.056939984198996395
ROI.05 [],57.778,67.77799999999999,9.999999999999993,0.056939984198996395
ROI.05 [],58.277,68.277,10.0,0.056939984198996395
ROI.05 [],58.787,68.787,10.000000000000007,0.056939984198996395
ROI.05 [],59.279,69.279,9.999999999999993,0.056939984198996395
ROI.05 [],59.777,69.777,10.0,0.056939984198996395
ROI.05 [],60.277,70.277,10.0,0.056939984198996395
ROI.05 [],60.777,70.777,10.0,0.056939984198996395
ROI.05 [],61.287,71.287,10.000000000000007,0.056939984198996395
ROI.05 [],61.778,71.77799999999999,9.999999999999993,0.056939984198996395
ROI.05 [],62.288,72.288,10.0,0.056939984198996395
ROI.05 [],62.777,72.777,10.0,0.056939984198996395
ROI.05 [],63.278,73.27799999999999,9.999999999999993,0.056939984198996395
ROI.05 [],63.778,73.77799999999999,9.999999999999993,0.056402056668508595
ROI.05 [],64.278,74.278,10.0,0.056402056668508595
ROI.05 [],64.778,74.778,10.0,0.056402056668508595
ROI.05 [],65.279,75.279,10.0,0.056402056668508595
ROI.05 [],65.778,75.778,10.0,0.056402056668508595
ROI.05 [],66.278,76.278,10.0,0.056402056668508595
ROI.05 [],66.779,76.779,10.0,0.03700966411037137
ROI.05 [],67.288,77.288,10.0,0.03700966411037137
ROI.05 [],67.783,77.783,10.0,0.03700966411037137
ROI.05 [],68.284,78.284,10.0,0.03992192672828422
ROI.05 [],68.785,78.785,10.0,0.03992192672828422
ROI.05 [],69.278,79.278,10.0,0.03992192672828422
ROI.05 [],69.777,79.777,10.0,0.03992192672828422
ROI.05 [],70.295,80.295,10.0,0.03992192672828422
ROI.05 [],70.778,80.778,10.0,0.03992192672828422
ROI.05 [],71.288,81.288,10.0,0.03992192672828422
ROI.05 [],71.777,81.777,10.0,0.031380895603781
ROI.05 [],72.289,82.289,10.0,0.04270401254300866
ROI.05 [],72.777,82.777,10.0,0.04270401254300866
ROI.05 [],73.278,83.278,10.0,0.04270401254300866
ROI.05 [],73.777,83.777,10.0,0.04270401254300866
ROI.05 [],74.278,84.278,10.0,0.042623917722025735
ROI.05 [],74.777,84.777,10.0,0.042623917722025735
ROI.05 [],75.288,85.288,10.0,0.042623917722025735
ROI.05 [],75.778,85.778,10.0,0.03914566986408674
ROI.05 [],76.288,86.288,10.0,0.03914566986408674
ROI.05 [],76.779,86.779,10.0,0.03914566986408674
ROI.05 [],77.278,87.278,10.0,0.03914566986408674
ROI.05 [],77.787,87.787,10.0,0.04222061033890115
ROI.05 [],78.285,88.285,10.0,0.04222061033890115
ROI.05 [],78.778,88.778,10.0,0.04222061033890115
ROI.05 [],79.278,89.278,10.0,0.04222061033890115
ROI.05 [],79.787,89.787,10.0,0.04222061033890115
ROI.05 [],80.276,90.276,10.0,0.04222061033890115
ROI.05 [],80.788,90.788,10.0,0.04222061033890115
ROI.05 [],81.277,91.277,10.0,0.04222061033890115
ROI.05 [],81.778,91.778,10.0,0.04222061033890115
ROI.05 [],82.28,92.28,10.0,0.04399343553010887
ROI.05 [],82.778,92.778,10.0,0.04162881875666031
ROI.05 [],83.279,93.279,10.0,0.04600742065036
ROI.05 [],83.778,93.778,10.0,0.04600742065036
ROI.05 [],84.284,94.284,10.0,0.04600742065036
ROI.05 [],84.778,94.778,10.0,0.04600742065036
ROI.05 [],85.278,95.278,10.0,0.04600742065036
ROI.05 [],85.788,95.788,10.0,0.04600742065036
ROI.05 [],86.298,96.298,10.0,0.04600742065036
ROI.05 [],86.785,96.785,10.0,0.04885154170670595
ROI.05 [],87.287,97.287,10.0,0.04885154170670595
ROI.05 [],87.786,97.786,10.0,0.04885154170670595
ROI.05 [],88.288,98.288,10.0,0.04885154170670595
ROI.05 [],88.779,98.779,10.0,0.04885154170670595
ROI.05 [],89.322,99.322,10.0,0.04885154170670595
ROI.05 [],89.779,99.779,10.0,0.04885154170670595
ROI.05 [],90.276,100.276,10.0,0.04885154170670595
ROI.05 [],90.778,100.778,10.0,0.04885154170670595
ROI.05 [],91.278,101.278,10.0,0.04885154170670595
ROI.05 [],91.776,101.776,10.0,0.04885154170670595
ROI.05 [],92.277,102.277,10.0,0.04885154170670595
ROI.05 [],92.788,102.788,10.0,0.048637126521375945
ROI.05 [],93.278,103.278,10.0,0.048637126521375945
ROI.05 [],93.778,103.778,10.0,0.048637126521375945
ROI.05 [],94.288,104.288,10.0,0.048637126521375945
ROI.05 [],94.778,104.778,10.0,0.048637126521375945
ROI.05 [],95.276,105.276,10.0,0.048637126521375945
ROI.05 [],95.777,105.777,10.0,0.04972233020523852
ROI.05 [],96.291,106.291,10.0,0.05089811022255164
ROI.05 [],96.779,106.779,10.0,0.05089811022255164
ROI.05 [],97.277,107.277,10.0,0.03777807663022026
ROI.05 [],97.814,107.814,10.0,0.03746812828846854
ROI.05 [],98.278,108.278,10.0,0.03746812828846854
ROI.05 [],98.776,108.776,10.0,0.03746812828846854
ROI.05 [],99.277,109.277,10.0,0.03746812828846854
ROI.05 [],99.778,109.778,10.0,0.03746812828846854
ROI.05 [],100.291,110.291,10.0,0.03746812828846854
ROI.05 [],100.776,110.776,10.0,0.03746812828846854
ROI.05 [],101.295,111.295,10.0,0.03746812828846854
ROI.05 [],101.778,111.778,10.0,0.03746812828846854
ROI.05 [],102.282,112.282,10.0,0.03746812828846854
ROI.05 [],102.777,112.777,10.0,0.03746812828846854
ROI.05 [],103.277,113.277,10.0,0.044081662317156316
ROI.05 [],103.786,113.786,10.0,0.044081662317156316
ROI.05 [],104.278,114.278,10.0,0.044081662317156316
ROI.05 [],104.786,114.786,10.0,0.05451128087767348
ROI.05 [],105.279,115.279,10.0,0.05451128087767348
ROI.05 [],105.785,115.785,10.0,0.05451128087767348
ROI.05 [],106.285,116.285,10.0,0.05451128087767348
ROI.05 [],106.785,116.785,10.0,0.049315245404738126
ROI.05 [],107.277,117.277,10.0,0.049315245404738126
ROI.05 [],107.779,117.779,10.0,0.049315245404738126
ROI.05 [],108.28,118.28,10.0,0.049315245404738126
ROI.05 [],108.779,118.779,10.0,0.049315245404738126
ROI.05 [],109.278,119.278,10.0,0.049315245404738126
ROI.05 [],109.778,119.778,10.0,0.049315245404738126
ROI.05 [],110.279,120.279,10.0,0.049315245404738126
ROI.05 [],110.777,120.777,10.0,0.049315245404738126
ROI.05 [],111.277,121.277,10.0,0.049315245404738126
ROI.05 [],111.777,121.777,10.0,0.049315245404738126
ROI.05 [],112.277,122.277,10.0,0.049315245404738126
ROI.05 [],112.788,122.788,10.0,0.049315245404738126
ROI.05 [],113.277,123.277,10.0,0.04957843623972489
ROI.05 [],113.787,123.787,10.0,0.04957843623972489
ROI.05 [],114.279,124.279,10.0,0.04957843623972489
ROI.05 [],114.777,124.777,10.0,0.04957843623972489
ROI.05 [],115.278,125.278,10.0,0.041610267074083086
ROI.05 [],115.777,125.777,10.0,0.041610267074083086
ROI.05 [],116.289,126.289,10.0,0.04336131144276424
ROI.05 [],116.778,126.778,10.0,0.04336131144276424
ROI.05 [],117.277,127.277,10.0,0.04336131144276424
ROI.05 [],117.777,127.777,10.0,0.04336131144276424
ROI.05 [],118.277,128.277,9.999999999999986,0.04336131144276424
ROI.05 [],118.789,128.789,9.999999999999986,0.04336131144276424
ROI.05 [],119.277,129.277,9.999999999999986,0.04336131144276424
ROI.05 [],119.787,129.787,10.0,0.04336131144276424
ROI.05 [],120.278,130.27800000000002,10.000000000000014,0.04336131144276424
ROI.05 [],120.778,130.77800000000002,10.000000000000014,0.04336131144276424
ROI.05 [],121.276,131.276,10.000000000000014,0.0375948195051
ROI.05 [],121.778,131.77800000000002,10.000000000000014,0.0468525435040024
ROI.05 [],122.285,132.285,10.0,0.0468525435040024
ROI.05 [],122.786,132.786,10.0,0.0468525435040024
ROI.05 [],123.277,133.277,9.999999999999986,0.0468525435040024
ROI.05 [],123.787,133.787,10.0,0.0468525435040024
ROI.05 [],124.279,134.279,10.0,0.0468525435040024
ROI.05 [],124.782,134.78199999999998,9.999999999999986,0.0468525435040024
ROI.05 [],125.283,135.28300000000002,10.000000000000014,0.0468525435040024
ROI.05 [],125.783,135.78300000000002,10.000000000000014,0.0468525435040024
ROI.05 [],126.287,136.287,10.0,0.0468525435040024
ROI.05 [],126.777,136.777,9.999999999999986,0.0468525435040024
ROI.05 [],127.293,137.293,10.0,0.05755676672618101
ROI.05 [],127.777,137.777,9.999999999999986,0.05755676672618101
ROI.05 [],128.277,138.277,10.0,0.05755676672618101
ROI.05 [],128.776,138.776,10.0,0.05755676672618101
ROI.05 [],129.287,139.287,10.0,0.05755676672618101
ROI.05 [],129.778,139.778,10.0,0.05755676672618101
ROI.05 [],130.279,140.279,10.0,0.05755676672618101
ROI.05 [],130.788,140.788,10.0,0.05755676672618101
ROI.05 [],131.286,141.286,10.0,0.05755676672618101
ROI.05 [],131.778,141.778,10.0,0.05755676672618101
ROI.05 [],132.278,142.278,10.0,0.044712518906765766
ROI.05 [],132.777,142.777,10.0,0.044712518906765766
ROI.05 [],133.286,143.286,10.0,0.044712518906765766
ROI.05 [],133.776,143.776,10.0,0.044712518906765766
ROI.05 [],134.288,144.288,10.0,0.044712518906765766
ROI.05 [],134.778,144.778,10.0,0.04237063305056557
ROI.05 [],135.287,145.287,10.0,0.04237063305056557
ROI.05 [],135.778,145.778,10.0,0.04237063305056557
ROI.05 [],136.278,146.278,10.0,0.04237063305056557
ROI.05 [],136.777,146.777,10.0,0.04237063305056557
ROI.05 [],137.278,147.278,10.0,0.04237063305056557
ROI.05 [],137.788,147.788,10.0,0.03997524508562918
ROI.05 [],138.278,148.278,10.0,0.03997524508562918
ROI.05 [],138.777,148.777,10.0,0.03997524508562918
ROI.05 [],139.287,149.287,10.0,0.03997524508562918
ROI.05 [],139.778,149.778,10.0,0.03997524508562918
ROI.05 [],140.277,150.277,10.0,0.03997524508562918
ROI.05 [],140.776,150.776,10.0,0.03997524508562918
ROI.05 [],141.284,151.284,10.0,0.03997524508562918
ROI.05 [],141.778,151.778,10.0,0.03997524508562918
ROI.05 [],142.277,152.277,10.0,0.03997524508562918
ROI.05 [],142.788,152.788,10.0,0.03997524508562918
ROI.05 [],143.28,153.28,10.0,0.03997524508562918
ROI.05 [],143.784,153.784,10.0,0.03997524508562918
ROI.05 [],144.283,154.283,10.0,0.03997524508562918
ROI.05 [],144.777,154.777,10.0,0.03997524508562918
ROI.05 [],145.277,155.277,10.0,0.03750447808954048
ROI.05 [],145.778,155.778,10.0,0.03750447808954048
ROI.05 [],146.278,156.278,10.0,0.03750447808954048
ROI.05 [],146.778,156.778,10.0,0.03750447808954048
ROI.05 [],147.287,157.287,10.0,0.03750447808954048
ROI.05 [],147.777,157.777,10.0,0.029057707840412773
ROI.05 [],148.278,158.278,10.0,0.029057707840412773
ROI.05 [],148.787,158.787,10.0,0.029057707840412773
ROI.05 [],149.279,159.279,10.0,0.029057707840412773
ROI.05 [],149.778,159.778,10.0,0.026390065237279818
ROI.05 [],150.288,160.288,10.0,0.020239427829075764
ROI.05 [],150.777,160.777,10.0,0.020239427829075764
ROI.05 [],151.288,161.288,10.0,0.016671748614127645
ROI.05 [],151.777,161.777,10.0,0.016671748614127645
ROI.05 [],152.277,162.277,10.0,0.016671748614127645
ROI.05 [],152.778,162.778,10.0,0.015870445082204802
ROI.05 [],153.277,163.277,10.0,0.011935740611557642
ROI.05 [],153.788,163.788,10.0,0.011935740611557642
ROI.06 [],0.258,10.258,10.0,0.03701579819158117
ROI.06 [],0.778,10.778,10.0,0.03693113433205793
ROI.06 [],1.278,11.278,10.0,0.03693113433205793
ROI.06 [],1.777,11.777,10.0,0.03693113433205793
ROI.06 [],2.286,12.286,10.0,0.03693113433205793
ROI.06 [],2.779,12.779,10.0,0.03693113433205793
ROI.06 [],3.287,13.286999999999999,10.0,0.03693113433205793
ROI.06 [],3.778,13.778,10.0,0.03693113433205793
ROI.06 [],4.295,14.295,10.0,0.03693113433205793
ROI.06 [],4.778,14.777999999999999,10.0,0.03693113433205793
ROI.06 [],5.278,15.277999999999999,10.0,0.0379650063096289
ROI.06 [],5.778,15.777999999999999,10.0,0.0379650063096289
ROI.06 [],6.277,16.277,10.0,0.0379650063096289
ROI.06 [],6.778,16.778,10.0,0.0379650063096289
ROI.06 [],7.278,17.278,10.0,0.0379650063096289
ROI.06 [],7.777,17.777,10.0,0.0379650063096289
ROI.06 [],8.278,18.278,9.999999999999998,0.0379650063096289
ROI.06 [],8.786,18.786,10.000000000000002,0.0379650063096289
ROI.06 [],9.278,19.278,9.999999999999998,0.0379650063096289
ROI.06 [],9.788,19.788,10.0,0.0379650063096289
ROI.06 [],10.279,20.279,10.0,0.0379650063096289
ROI.06 [],10.778,20.778,9.999999999999998,0.0379650063096289
ROI.06 [],11.277,21.277,10.000000000000002,0.03191025380831915
ROI.06 [],11.784,21.784,9.999999999999998,0.03191025380831915
ROI.06 [],12.277,22.277,10.000000000000002,0.03191025380831915
ROI.06 [],12.78,22.78,10.000000000000002,0.03191025380831915
ROI.06 [],13.279,23.279,10.0,0.03191025380831915
ROI.06 [],13.779,23.779,10.0,0.021286187225570425
ROI.06 [],14.284,24.284,9.999999999999998,0.02235823081196959
ROI.06 [],14.784,24.784,9.999999999999998,0.0315749798137209
ROI.06 [],15.285,25.285,10.0,0.0315749798137209
ROI.06 [],15.787,25.787,9.999999999999998,0.0315749798137209
ROI.06 [],16.276,26.276,10.0,0.0315749798137209
ROI.06 [],16.796,26.796,10.0,0.0315749798137209
ROI.06 [],17.279,27.279,10.0,0.030439947878515745
ROI.06 [],17.777,27.777,10.0,0.030439947878515745
ROI.06 [],18.288,28.288,10.0,0.030439947878515745
ROI.06 [],18.778,28.778,10.0,0.030439947878515745
ROI.06 [],19.282,29.282,10.0,0.030439947878515745
ROI.06 [],19.778,29.778,10.0,0.030439947878515745
ROI.06 [],20.279,30.279,10.0,0.030439947878515745
ROI.06 [],20.788,30.788,10.0,0.030439947878515745
ROI.06 [],21.286,31.286,10.0,0.030439947878515745
ROI.06 [],21.778,31.778,10.0,0.030439947878515745
ROI.06 [],22.278,32.278,10.0,0.030439947878515745
ROI.06 [],22.789,32.789,10.0,0.030439947878515745
ROI.06 [],23.279,33.278999999999996,9.999999999999996,0.022858668248603053
ROI.06 [],23.789,33.789,10.0,0.022858668248603053
ROI.06 [],24.278,34.278,10.0,0.022858668248603053
ROI.06 [],24.778,34.778,10.0,0.022904043251541748
ROI.06 [],25.278,35.278,10.0,0.022904043251541748
ROI.06 [],25.787,35.787,10.0,0.022904043251541748
ROI.06 [],26.278,36.278,10.0,0.022904043251541748
ROI.06 [],26.779,36.778999999999996,9.999999999999996,0.022904043251541748
ROI.06 [],27.277,37.277,10.0,0.022904043251541748
ROI.06 [],27.789,37.789,10.0,0.022904043251541748
ROI.06 [],28.278,38.278,10.0,0.022904043251541748
ROI.06 [],28.778,38.778,10.0,0.022904043251541748
ROI.06 [],29.286,39.286,10.0,0.022904043251541748
ROI.06 [],29.786,39.786,10.0,0.022904043251541748
ROI.06 [],30.284,40.284,10.0,0.022904043251541748
ROI.06 [],30.778,40.778,10.0,0.022904043251541748
ROI.06 [],31.288,41.288,9.999999999999996,0.022904043251541748
ROI.06 [],31.78,41.78,10.0,0.022904043251541748
ROI.06 [],32.283,42.283,10.0,0.023288540051723025
ROI.06 [],32.783,42.783,10.0,0.02212900842992691
ROI.06 [],33.276,43.276,10.0,0.02212900842992691
ROI.06 [],33.792,43.792,10.0,0.02212900842992691
ROI.06 [],34.279,44.279,10.0,0.02212900842992691
ROI.06 [],34.777,44.777,10.0,0.02212900842992691
ROI.06 [],35.279,45.279,10.0,0.02212900842992691
ROI.06 [],35.777,45.777,10.0,0.023934261576986537
ROI.06 [],36.289,46.289,10.0,0.023934261576986537
ROI.06 [],36.777,46.777,10.0,0.023934261576986537
ROI.06 [],37.279,47.279,10.0,0.023934261576986537
ROI.06 [],37.778,47.778,10.0,0.023934261576986537
ROI.06 [],38.277,48.277,10.0,0.023934261576986537
ROI.06 [],38.787,48.787,10.0,0.023934261576986537
ROI.06 [],39.277,49.277,10.0,0.023934261576986537
ROI.06 [],39.789,49.789,10.0,0.023934261576986537
ROI.06 [],40.276,50.276,10.0,0.023934261576986537
ROI.06 [],40.787,50.787,10.0,0.022938788038768247
ROI.06 [],41.276,51.276,10.0,0.022938788038768247
ROI.06 [],41.786,51.786,10.0,0.026145568064460376
ROI.06 [],42.278,52.278,10.0,0.026145568064460376
ROI.06 [],42.787,52.787,10.0,0.026145568064460376
ROI.06 [],43.276,53.276,10.0,0.026145568064460376
ROI.06 [],43.778,53.778,10.0,0.026145568064460376
ROI.06 [],44.288,54.288,10.0,0.026145568064460376
ROI.06 [],44.777,54.777,10.0,0.026145568064460376
ROI.06 [],45.291,55.291,10.0,0.03618171424292696
ROI.06 [],45.777,55.777,10.0,0.030221642112392182
ROI.06 [],46.279,56.279,10.0,0.026226799694349552
ROI.06 [],46.776,56.776,10.0,0.023355701946299295
ROI.06 [],47.278,57.278,10.0,0.02085013928616907
ROI.06 [],47.786,57.786,10.0,0.02085013928616907
ROI.06 [],48.281,58.281,10.0,0.02887613274503861
ROI.06 [],48.778,58.778,10.0,0.02887613274503861
ROI.06 [],49.279,59.279,10.0,0.02887613274503861
ROI.06 [],49.783,59.783,10.0,0.02887613274503861
ROI.06 [],50.283,60.283,10.0,0.03056302847533021
ROI.06 [],50.785,60.785,10.0,0.03056302847533021
ROI.06 [],51.277,61.277,10.0,0.03056302847533021
ROI.06 [],51.793,61.793,10.0,0.03056302847533021
ROI.06 [],52.277,62.277,10.0,0.03056302847533021
ROI.06 [],52.787,62.787,10.0,0.03056302847533021
ROI.06 [],53.278,63.278,10.0,0.03056302847533021
ROI.06 [],53.777,63.777,10.0,0.03056302847533021
ROI.06 [],54.279,64.279,9.999999999999993,0.03056302847533021
ROI.06 [],54.778,64.77799999999999,9.999999999999993,0.03056302847533021
ROI.06 [],55.288,65.288,10.0,0.03056302847533021
ROI.06 [],55.777,65.777,10.0,0.027464836645934236
ROI.06 [],56.277,66.277,10.0,0.027464836645934236
ROI.06 [],56.789,66.789,10.0,0.027464836645934236
ROI.06 [],57.277,67.277,10.0,0.027464836645934236
ROI.06 [],57.778,67.77799999999999,9.999999999999993,0.027464836645934236
ROI.06 [],58.277,68.277,10.0,0.027464836645934236
ROI.06 [],58.787,68.787,10.000000000000007,0.027464836645934236
ROI.06 [],59.279,69.279,9.999999999999993,0.027464836645934236
ROI.06 [],59.777,69.777,10.0,0.027464836645934236
ROI.06 [],60.277,70.277,10.0,0.027464836645934236
ROI.06 [],60.777,70.777,10.0,0.02153431970251036
ROI.06 [],61.287,71.287,10.000000000000007,0.02153431970251036
ROI.06 [],61.778,71.77799999999999,9.999999999999993,0.023060398226586253
ROI.06 [],62.288,72.288,10.0,0.023060398226586253
ROI.06 [],62.777,72.777,10.0,0.03458393689774948
ROI.06 [],63.278,73.27799999999999,9.999999999999993,0.03458393689774948
ROI.06 [],63.778,73.77799999999999,9.999999999999993,0.03458393689774948
ROI.06 [],64.278,74.278,10.0,0.033986629721766665
ROI.06 [],64.778,74.778,10.0,0.033986629721766665
ROI.06 [],65.279,75.279,10.0,0.03065184753280175
ROI.06 [],65.778,75.778,10.0,0.03065184753280175
ROI.06 [],66.278,76.278,10.0,0.03065184753280175
ROI.06 [],66.779,76.779,10.0,0.03065184753280175
ROI.06 [],67.288,77.288,10.0,0.030228439752216764
ROI.06 [],67.783,77.783,10.0,0.030228439752216764
ROI.06 [],68.284,78.284,10.0,0.031430123224373226
ROI.06 [],68.785,78.785,10.0,0.031430123224373226
ROI.06 [],69.278,79.278,10.0,0.030364344738322092
ROI.06 [],69.777,79.777,10.0,0.030364344738322092
ROI.06 [],70.295,80.295,10.0,0.030364344738322092
ROI.06 [],70.778,80.778,10.0,0.030030577490463586
ROI.06 [],71.288,81.288,10.0,0.030779690254583564
ROI.06 [],71.777,81.777,10.0,0.030779690254583564
ROI.06 [],72.289,82.289,10.0,0.03196294011334404
ROI.06 [],72.777,82.777,10.0,0.03196294011334404
ROI.06 [],73.278,83.278,10.0,0.03196294011334404
ROI.06 [],73.777,83.777,10.0,0.03196294011334404
ROI.06 [],74.278,84.278,10.0,0.03196294011334404
ROI.06 [],74.777,84.777,10.0,0.03196294011334404
ROI.06 [],75.288,85.288,10.0,0.03196294011334404
ROI.06 [],75.778,85.778,10.0,0.03196294011334404
ROI.06 [],76.288,86.288,10.0,0.03196294011334404
ROI.06 [],76.779,86.779,10.0,0.03198826780402246
ROI.06 [],77.278,87.278,10.0,0.03425920823646173
ROI.06 [],77.787,87.787,10.0,0.037760461671217126
ROI.06 [],78.285,88.285,10.0,0.037760461671217126
ROI.06 [],78.778,88.778,10.0,0.037760461671217126
ROI.06 [],79.278,89.278,10.0,0.037760461671217126
ROI.06 [],79.787,89.787,10.0,0.037760461671217126
ROI.06 [],80.276,90.276,10.0,0.037760461671217126
ROI.06 [],80.788,90.788,10.0,0.038567809313206955
ROI.06 [],81.277,91.277,10.0,0.038567809313206955
ROI.06 [],81.778,91.778,10.0,0.04926047095728435
ROI.06 [],82.28,92.28,10.0,0.04492977301848687
ROI.06 [],82.778,92.778,10.0,0.03692880042473706
ROI.06 [],83.279,93.279,10.0,0.03692880042473706
ROI.06 [],83.778,93.778,10.0,0.03639090915575179
ROI.06 [],84.284,94.284,10.0,0.029239736256947535
ROI.06 [],84.778,94.778,10.0,0.03298383232598413
ROI.06 [],85.278,95.278,10.0,0.03298383232598413
ROI.06 [],85.788,95.788,10.0,0.03298383232598413
ROI.06 [],86.298,96.298,10.0,0.03298383232598413
ROI.06 [],86.785,96.785,10.0,0.03298383232598413
ROI.06 [],87.287,97.287,10.0,0.03298383232598413
ROI.06 [],87.786,97.786,10.0,0.03298383232598413
ROI.06 [],88.288,98.288,10.0,0.029201532923952778
ROI.06 [],88.779,98.779,10.0,0.029201532923952778
ROI.06 [],89.322,99.322,10.0,0.029201532923952778
ROI.06 [],89.779,99.779,10.0,0.029201532923952778
ROI.06 [],90.276,100.276,10.0,0.029201532923952778
ROI.06 [],90.778,100.778,10.0,0.029201532923952778
ROI.06 [],91.278,101.278,10.0,0.029201532923952778
ROI.06 [],91.776,101.776,10.0,0.029201532923952778
ROI.06 [],92.277,102.277,10.0,0.029201532923952778
ROI.06 [],92.788,102.788,10.0,0.029201532923952778
ROI.06 [],93.278,103.278,10.0,0.029201532923952778
ROI.06 [],93.778,103.778,10.0,0.029201532923952778
ROI.06 [],94.288,104.288,10.0,0.029201532923952778
