Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 []
0.259,0.0,0.2361853551243769,0.44066064549343126,0.030299830855232236,0.0010515572707471455,0.05398163541901519,0.03204870526739353,0.010113148049455753,0.03465442917593265,0.0377908633870364,0.00723091306529917,0.012664325518721842,0.03259174985234835,0.01978069579023778,0.003094920985881971,-0.00146792586353415,0.010713227395460347,0.016125665844894447,0.004736194912066278
0.779,0.0,0.25161688677837124,0.411840592441811,0.035506185309255575,0.017736106174532244,0.0708996677738581,0.06188026006437056,0.013514382251624369,0.04746391600512325,0.026548163767572196,0.012362222254040812,0.01648643058498532,0.021726945385101996,0.003295658736911889,0.011630988500351956,0.00903612281218904,0.019504658356721556,0.012702073879160768,0.02013710208185358
1.277,0.0,0.226561209810656,0.4249222648460801,0.02834030688125482,0.01703032913092935,0.04356610092192049,0.09623282091480996,0.01645123717898301,0.0365998848883155,0.017226133943101317,0.00966547346361455,0.008946913454803578,0.019423805179860726,0.016079784063808975,0.010566731118116584,0.008513052285402303,0.0003481011424619979,0.019356596142925554,0.028623548638910746
1.777,0.0,0.24753968987796096,0.2778585384678878,0.03112273476429778,0.020657882743830003,0.030333850404246458,0.04064474322060179,0.020904624642630668,0.034982515811877064,0.024564050549254833,0.009338846512831801,0.02102091984036615,0.0306439386784585,0.0103111930292483,0.0107263107480941,0.004121617636422837,0.003936422792190202,0.003175960417769076,0.015793657910850935
2.288,0.0,0.17266592946052503,0.19880404200951424,0.014315107188563164,0.00927578339816947,0.04619696934284409,0.11407948685238756,0.00641724971480847,0.03675782949089153,0.028665811584505617,0.005861671103588257,0.019333624583076112,0.024287933442462016,0.004223052736224588,0.007569201921185322,0.013842474683616565,0.00839829614842881,0.015009598901491401,0.01946147947392014
2.778,0.0,0.14672405336909472,0.320975950080577,0.030110871940313498,0.015129529578222608,0.057976140000824586,0.06682578683409746,0.022726239977607927,0.04213536580334504,0.028317521495373362,0.012064835660686201,0.018341694596165355,0.025902503340890698,0.004060572329417215,0.014563477570137203,0.00780790034905536,0.004989082358290859,0.012101176363321496,0.018132398987581923
3.293,0.0,0.14557671855418167,0.35105885138411236,0.028161156834962595,0.01597128480335657,0.04301146097395883,0.04958923712135496,0.028317593217407958,0.024183907117760504,0.011522007147914464,0.013573626062104875,0.0014170671748872426,0.027789330528636205,0.004641628867903197,0.015468647578254394,0.0031876143442211304,0.004799052801745727,0.008813727076152127,0.013001422921433853
3.779,0.0,0.11841661750518481,0.027995817247832566,0.011013036748764344,0.016888781249137164,0.010115151033846958,0.020593412035152386,0.00812936316135239,0.021223966487658733,0.02850623572615082,0.007297314179646495,-0.0014000640545078502,0.008898530512662635,-0.0024984477588241103,0.0034910868751068308,0.00917720978449332,0.0012009422976469839,-0.0011740234333512947,0.004311604061747632
4.279,0.0,0.13416628870984315,0.04374934692697687,0.031886238920849144,0.021046579684071937,0.044309412908626195,0.0532667899667966,0.025441260371368332,0.03197388127252149,0.036069545736408054,0.01508605291958451,0.014476987345337512,0.005095909653677095,0.014206776011891603,0.007954468025605475,0.013243833848914914,0.002505421378542679,0.019403025886202952,0.02971654412748981
4.778,0.0,0.09619554720618853,0.22959223985567226,-0.00034074817375675506,0.016012194248858334,0.019462062629653536,0.04171315690413582,0.02857940546439855,0.009328493454743876,0.00990628669788682,-4.6172108826245546e-05,0.014266779342681248,0.0068413769119051865,0.002871226705027435,0.0031912481942029513,-0.0023805812623599217,0.005686317911077788,0.011491117633568897,0.024350081547368563
