ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],59.277,29.277,30,50
ROI.01 [],101.779,21.778999999999996,80,100
ROI.01 [],123.777,43.777,80,100
ROI.01 [],151.276,21.27600000000001,130,150
ROI.01 [],181.777,51.77699999999999,130,150
ROI.03 [],59.277,29.277,30,50
ROI.03 [],78.277,48.277,30,50
ROI.03 [],101.779,21.778999999999996,80,100
ROI.03 [],159.276,29.27600000000001,130,150
ROI.04 [],63.277,33.277,30,50
ROI.04 [],69.276,39.275999999999996,30,50
ROI.04 [],113.777,33.777,80,100
ROI.04 [],163.276,33.27600000000001,130,150
ROI.05 [],51.778,21.778,30,50
ROI.05 [],105.277,25.277,80,100
ROI.05 [],154.278,24.27799999999999,130,150
ROI.06 [],101.276,21.275999999999996,80,100
ROI.07 [],54.277,24.277,30,50
ROI.07 [],76.277,46.277,30,50
ROI.07 [],103.278,23.278000000000006,80,100
ROI.07 [],151.276,21.27600000000001,130,150
ROI.08 [],51.778,21.778,30,50
ROI.08 [],72.277,42.277,30,50
ROI.08 [],103.783,23.783,80,100
ROI.08 [],151.276,21.27600000000001,130,150
ROI.14 [],52.293,22.293,30,50
ROI.14 [],105.277,25.277,80,100
ROI.14 [],155.777,25.776999999999987,130,150
ROI.15 [],51.778,21.778,30,50
ROI.15 [],104.777,24.777,80,100
ROI.15 [],151.276,21.27600000000001,130,150
ROI.17 [],58.787,28.787,30,50
ROI.17 [],79.777,49.777,30,50
ROI.17 [],110.777,30.777,80,100
ROI.17 [],153.277,23.276999999999987,130,150
ROI.19 [],63.779,33.779,30,50
ROI.19 [],69.276,39.275999999999996,30,50
ROI.19 [],113.777,33.777,80,100
ROI.19 [],119.277,39.277,80,100
ROI.19 [],163.276,33.27600000000001,130,150
ROI.20 [],113.277,33.277,80,100
ROI.21 [],67.277,37.277,30,50
ROI.21 [],177.278,47.27799999999999,130,150
ROI.22 [],56.276,26.276000000000003,30,50
ROI.22 [],73.277,43.277,30,50
ROI.22 [],103.783,23.783,80,100
ROI.22 [],152.777,22.776999999999987,130,150
ROI.24 [],50.279,20.279000000000003,30,50
ROI.24 [],54.777,24.777,30,50
ROI.24 [],101.276,21.275999999999996,80,100
ROI.24 [],150.777,20.776999999999987,130,150
