ROI,n_spikes,spike_times_s
ROI.F [],4,61.788;72.777;124.286;156.286
ROI.B [],4,97.278;121.777;172.278;199.278
ROI.14 [],2,76.277;81.778
ROI.22 [],2,48.278;127.276
ROI.18 [],2,69.780;75.279
ROI.10 [],1,69.278
ROI.12 [],1,77.277
