Time (s),ROI.01 [],ROI.02 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.000 []
0.257,,-0.05792423014648231,0.1630180332978419,-0.11071137906735665,0.09633054043236584,-0.03229538364979005,-0.07665512470459475,0.7220205563580853,-0.18343921217825343,0.07806842126830174,-0.03568508526978473,0.07338900885604221
0.783,,-0.036054061509580716,0.10279726396734196,-0.06874618107003543,0.060778988351723726,-0.01855000890694849,-0.054764993236964536,0.463446230128927,-0.11565457474106772,0.04598964112525812,-0.020836795757956394,0.040083791301759715
1.277,,-0.008618643045605383,0.039946296777619864,-0.01707281329747815,0.0151579973016078,-0.004112447099771881,-0.014662939712534136,0.08827265854106081,-0.006445522400594482,0.016087962489207547,-0.004916599997712024,0.01430834532337925
1.787,,0.006445465229512063,-0.030364032805148142,0.01273215208795105,-0.011426230901932094,0.0030801130574921597,0.010943715769547323,-0.06821156599706556,0.004823777877657218,-0.012131026365949371,0.003681416647257412,-0.010782686459660658
2.276,,0.02555789727240381,-0.14673522227980207,0.04959324008753066,-0.0434729412213596,0.01590918187744704,0.04473106000961062,-0.47140790748817973,0.10152384353601039,-0.03438747201928669,0.016221349611248055,-0.03574527944552676
2.777,,0.04632889960326042,-0.1990256467080096,0.07784145686087027,-0.06752743410902685,0.023403390306247746,0.06497221012466409,-0.720494943288022,0.14451277995993445,-0.06122949027236743,0.026823894474413492,-0.05605034433029741
3.279,,0.05665460219794612,-0.2117437245398727,0.09877921955446863,-0.08357516027444555,0.03146832126962901,0.07070166491830795,-0.8313989844635682,0.1666654901660505,-0.06002180790619758,0.033386235451692274,-0.06969719051194653
3.776,,0.0742786297504372,-0.2729319695683394,0.12588906002864506,-0.11884085516311027,0.0404974442417456,0.11086930074390001,-1.0519190555500795,0.22231287047935683,-0.07685135001205792,0.04308594059931477,-0.08882627622002438
4.276,,0.09029599676180436,-0.3116546723958304,0.14954946518615633,-0.12299776852364878,0.04552973185780779,0.11795997389236296,-1.2015261138601605,0.3029891870703978,-0.08651067181747968,0.047450657532587114,-0.10441009205298774
4.783,,0.09422684683014079,-0.32793961462098975,0.1509611406074398,-0.1560923347781533,0.05125047272211722,0.12576872602222045,-1.382504411253708,0.30204163850815663,-0.11079080568080946,0.05457976518430855,-0.11792212110031908
5.277,,0.1100242205021585,-0.4084817232687444,0.1610847615216557,-0.15910818087353767,0.05578033692842676,0.14333886647235264,-1.641359632394464,0.3364306497250733,-0.13679701553979923,0.0576559979157853,-0.12879504314460855
5.787,,0.1102911597519089,-0.4213630670834033,0.16713105721642454,-0.15983270061747365,0.05640899403179097,0.1517872488686593,-1.7723486835529578,0.3427102322350592,-0.14563403289753396,0.06077787809872819,-0.1323043337287996
6.277,,0.11980094580193466,-0.45095451298595074,0.18715798605931547,-0.18036417380204048,0.061433282848484164,0.1645531527212054,-1.9811399501944333,0.3672620904498261,-0.1525569823509696,0.0658098804885216,-0.1466866629290165
6.787,,0.12726826321672244,-0.4721986149899781,0.19451129326236946,-0.18569981520618203,0.06687084281770483,0.17497803251582872,-2.166390887051579,0.4081042099637645,-0.17848161290986758,0.06934545778460416,-0.1484510873002102
7.281,,0.13979502552067408,-0.48713383399937327,0.20483664633813545,-0.17062618996269763,0.07263871678547942,0.19148811799900972,-2.270063521430223,0.40285683007993556,-0.18634545301661792,0.07592399394552488,-0.15311356849801935
7.785,,0.13857658908269577,-0.47812808554226316,0.21039729658542305,-0.19315189918338016,0.07360830500230431,0.182474078041411,-2.3559331750108123,0.41035269347557746,-0.206658670994055,0.07515791376947463,-0.16100840352323256
8.286,,0.1403368017170402,-0.5005960313607702,0.22177640157315515,-0.1989074893038502,0.07483918099927538,0.1881631596811676,-2.6308014708122864,0.4497934865940977,-0.21644581003720378,0.07249936693825773,-0.16088256484957916
8.785,,0.14029786344953832,-0.5046666820921565,0.21647275612388164,-0.20394892917286825,0.07529354372259556,0.19332132804273752,-2.6291319272946367,0.4250176594470285,-0.201745686281934,0.07583073362872349,-0.1645098250651859
9.276,,0.14517465598982204,-0.5219871871941554,0.2302061997753828,-0.21171222486765046,0.07666580823825057,0.20168391091451782,-2.7834483458427313,0.44188167987747035,-0.2340196747169664,0.081761040867021,-0.17114879003809466
9.778,,0.1476148937922157,-0.50346489077722,0.2208112359017823,-0.21992758985321254,0.07650786346426304,0.18623238822589297,-3.0470896342674614,0.44089118762644836,-0.2584986043623379,0.08253028459743833,-0.1709075695652961
10.277,,0.14849701057552284,-0.5357335603977341,0.22654536874503575,-0.22600565734427652,0.07608050002355843,0.19765033989627653,-3.1089183810029044,0.46875610154803177,-0.257360068682249,0.08170472919897928,-0.17217146124388802
10.775,,0.14941816620047177,-0.5348410896456354,0.23283756133035302,-0.22479679422620177,0.07769431849093546,0.19982115597294314,-3.370628945686289,0.392314222273428,-0.2664336469361772,0.08305426860137291,-0.17812484577481272
11.288,,0.1415667614424344,-0.54998879756479,0.2290731570644134,-0.22448997944792454,0.07701402951646993,0.20040386379455313,-3.401138758546769,0.42792166631006073,-0.27581217644271033,0.07785545521973497,-0.17735498874162953
11.776,,0.1473613485124719,-0.5466618509262633,0.22493907085894424,-0.21975892345692888,0.07979811321337757,0.19556397005710358,-3.7119554798866132,0.4055277282112126,-0.2809983738114209,0.07991734540193347,-0.17682538395042144
12.287,,0.14644728274727697,-0.552249781221051,0.22879956367834897,-0.22345261009590608,0.07879374865956527,0.20304463410391665,-3.7009561231756933,0.41485362937751424,-0.2649886041098287,0.08231313130532447,-0.17725971483289546
12.776,,0.14739578887597207,-0.5771318432925965,0.2332949560384602,-0.22483111660483143,0.08277727495829554,0.1959360217934518,-4.178596538550666,0.4279163302092295,-0.24469199339172562,0.08235512035630911,-0.17809648611483525
13.277,,0.14742944398602087,-0.5433594730556703,0.22486641097775487,-0.2191809596704524,0.08095663395046748,0.1993132509088071,-4.453682959995912,0.41323799482591295,-0.23165059473959612,0.07869205151452065,-0.18169035777588705
13.787,,0.14790016918620016,-0.5640220383366168,0.2198870474261673,-0.2282970534666078,0.0794128785426338,0.20978384009618034,-4.340012915124404,0.4457663561995405,-0.2289521621544742,0.08023622115784572,-0.1785874741708198
14.277,,0.14538454292301467,-0.5797994123505823,0.22678675543900892,-0.2327807253804899,0.0823398428246078,0.19797578410648647,-5.134769839634435,0.43290616063379656,-0.2576908487126631,0.08235730196778239,-0.1790283177700781
14.788,,0.14229463357196,-0.5593873988727442,0.22374832754720658,-0.21104014447845654,0.07950617158127601,0.19966428930910177,-5.337316629042361,0.42571636022061066,-0.260213545374973,0.07966794099731267,-0.17621510566839643
15.277,,0.12459898704221561,-0.5676288609439679,0.19679837439975498,-0.22117361640158134,0.07221404425291114,0.1903262514933085,-8.664452552100938,0.3660853418825783,-0.2524687311719689,0.0704777289728604,-0.16327392565766985
15.787,,0.10446467129464578,-0.5170581619708859,0.1696768481866604,-0.18425283394976757,0.06321835351329559,0.15294802919339603,-163.24258582843106,0.3199629129677909,-0.20878299822790994,0.06129149472702318,-0.14510750306696232
16.278,,0.09754036433438476,-0.5528718838308576,0.14750348462268514,-0.18070430074624566,0.05822431396911815,0.13982107111625716,8.994169992996907,0.281066626989202,-0.22252075928147047,0.05932564492450609,-0.1333265505467114
16.777,,0.09811140787376622,-0.5072108431112593,0.15233956971115975,-0.1901906246470122,0.057666630839177675,0.14774727155418793,9.2745985901883,0.3041803605236975,-0.20132886417368936,0.057405162519720505,-0.13458686032193537
17.277,,0.0786067710671198,-0.4536704282953894,0.12362164201774954,-0.14060774605562082,0.045107192407957505,0.11184342987279101,1.9828825876057368,0.2164530524887273,-0.1553117644074816,0.04407340774625753,-0.10731051718019363
17.776,,0.08014258476405137,-0.4657685986357722,0.12821834058768902,-0.1401592771128501,0.04590138434106348,0.11579727438910367,1.864542312805761,0.23786514108992302,-0.15935712021886353,0.04848734956087317,-0.1105052258840378
18.277,,0.0712970761540186,-0.43445576336827835,0.11761658591078326,-0.13933337804910242,0.04422384632438135,0.1056793333065627,1.4682448971185926,0.216163388752926,-0.13656544604685342,0.044443966099825344,-0.10196155222030864
18.787,,0.05525692435816591,-0.46711729147226916,0.09006537895970894,-0.11468925494865802,0.03267554510025644,0.08288886713980659,1.0351846011581762,0.13229971409920524,-0.13192341168189248,0.03544020424463593,-0.09088189875509248
19.278,,0.04605049158511184,-0.3777778342255094,0.0798091309030959,-0.1193624060308086,0.02915384613594349,0.05724179354853372,0.7834172170836393,0.14401231230410874,-0.1056172239224686,0.028499797540587787,-0.08205131206719801
19.787,,0.03867938411995946,-0.3515985045754017,0.07063036996633927,-0.11106596338496115,0.022777462229786282,0.05128637707989961,0.7695811328696849,0.07851076973909457,-0.09741557812937154,0.024225169865416216,-0.07174724018417765
20.279,,0.034234029368123156,-0.39859086327551674,0.06215664213631832,-0.1028270524423853,0.02324961970631021,0.04861423905413619,0.578940693418397,0.07912010928198561,-0.07911768540681584,0.023170486320477517,-0.0699642782473493
20.777,,0.032551968532437685,-0.3991942848276464,0.06114577243112802,-0.1042840206261411,0.023389999360227464,0.05071427952727863,0.616498723627021,0.09322622041392897,-0.06863616022750929,0.021861421112521123,-0.06843421877144736
21.289,,0.03577164396101406,-0.3434430769663152,0.046476491384783956,-0.08399485250164719,0.017378752967927076,0.048931909374758595,0.46094642762120897,0.07481568063036768,-0.048041360097063245,0.016825343357438488,-0.052963331000489285
21.778,,0.03124747148735027,-0.37167302763113946,0.06147332852268994,-0.08047083286816023,0.020879165033183582,0.04344898218445915,0.5427644310162549,0.07756320246073493,-0.06345240753667437,0.021420713610903187,-0.06025694259401249
22.289,,0.03013020233446221,-0.3652317464064409,0.047556576257939076,-0.08032725664656747,0.018654664367653628,0.04641643526065719,0.5723520265883928,0.061397341747572456,-0.03585403453954414,0.01618486532672493,-0.05604826837422619
22.778,,0.02762779925425387,-0.32094187404808,0.04241508081685977,-0.06716255318095174,0.01677560016803281,0.033007296895255375,0.4207676203893682,0.08371492599652659,-0.055980668740560444,0.014109834954888316,-0.05528048988241574
23.278,,0.024186184127032315,-0.4489753061696657,0.03328272735278898,-0.06138483156480755,0.015580297688641487,0.03313125582893314,0.44526473841649683,0.06342403439428677,-0.07356435912856675,0.01378638710228753,-0.046208171337318485
23.777,,0.019659924356539116,-0.38080669443521864,0.026502012898733756,-0.06670265698594678,0.016174003215301033,0.029543420150855045,0.5394410886515565,0.04822581818576594,-0.12306755033422088,0.011345902255728176,-0.0455436906520716
24.285,,0.023375088573725594,-0.3129709010362255,0.021584773773218338,-0.04669984927283093,0.010157827111154379,0.035037287460195965,0.28298600550065356,0.060387159736990284,-0.0703038517573602,0.009328635149934882,-0.040550585401884665
