ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.04 [],162.776,12.77600000000001,130,150
ROI.04 [],186.775,36.775000000000006,130,150
ROI.05 [],53.279,3.2790000000000035,30,50
ROI.05 [],75.781,25.781000000000006,30,50
ROI.05 [],114.776,14.775999999999996,80,100
ROI.05 [],124.276,24.275999999999996,80,100
ROI.05 [],153.276,3.2760000000000105,130,150
ROI.05 [],163.275,13.275000000000006,130,150
ROI.05 [],186.775,36.775000000000006,130,150
ROI.05 [],202.275,52.275000000000006,130,150
ROI.06 [],153.276,3.2760000000000105,130,150
ROI.07 [],75.283,25.283,30,50
ROI.07 [],202.786,52.786,130,150
ROI.10 [],50.275,0.2749999999999986,30,50
ROI.17 [],58.776,8.776000000000003,30,50
ROI.19 [],75.781,25.781000000000006,30,50
ROI.19 [],114.776,14.775999999999996,80,100
ROI.19 [],120.287,20.287000000000006,80,100
ROI.19 [],124.276,24.275999999999996,80,100
ROI.19 [],153.276,3.2760000000000105,130,150
ROI.19 [],163.275,13.275000000000006,130,150
ROI.19 [],185.278,35.27799999999999,130,150
ROI.19 [],202.275,52.275000000000006,130,150
ROI.23 [],53.279,3.2790000000000035,30,50
ROI.23 [],75.781,25.781000000000006,30,50
ROI.23 [],114.776,14.775999999999996,80,100
ROI.23 [],124.276,24.275999999999996,80,100
ROI.23 [],153.276,3.2760000000000105,130,150
ROI.23 [],163.275,13.275000000000006,130,150
ROI.23 [],185.278,35.27799999999999,130,150
ROI.23 [],202.275,52.275000000000006,130,150
ROI.000 [],53.279,3.2790000000000035,30,50
ROI.000 [],75.283,25.283,30,50
ROI.000 [],114.776,14.775999999999996,80,100
ROI.000 [],120.776,20.775999999999996,80,100
ROI.000 [],153.276,3.2760000000000105,130,150
ROI.000 [],162.776,12.77600000000001,130,150
ROI.000 [],186.775,36.775000000000006,130,150
ROI.000 [],202.275,52.275000000000006,130,150
