ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.02 [],50.277,20.277,30,50
ROI.02 [],54.279,24.279000000000003,30,50
ROI.02 [],102.278,22.278000000000006,80,100
ROI.02 [],150.277,20.276999999999987,130,150
ROI.02 [],155.276,25.27600000000001,130,150
ROI.05 [],62.777,32.777,30,50
ROI.05 [],67.277,37.277,30,50
ROI.05 [],112.777,32.777,80,100
ROI.05 [],117.278,37.278000000000006,80,100
ROI.05 [],162.777,32.77699999999999,130,150
ROI.06 [],62.777,32.777,30,50
ROI.06 [],67.277,37.277,30,50
ROI.06 [],112.277,32.277,80,100
ROI.06 [],117.278,37.278000000000006,80,100
ROI.06 [],162.777,32.77699999999999,130,150
ROI.07 [],52.787,22.787,30,50
ROI.07 [],102.278,22.278000000000006,80,100
ROI.07 [],152.285,22.284999999999997,130,150
