ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.02 [],3,0.0,0.0,0.0,0.0,0.0
ROI.09 [],3,0.0,0.0,0.0,0.0,0.0
ROI.10 [],3,0.0,0.0,0.0,0.0,0.0
ROI.11 [],3,0.2589999999999956,0.0,0.3662813126546254,0.0,0.7769999999999868
ROI.14 [],3,0.0,0.0,0.0,0.0,0.0
ROI.15 [],3,0.0,0.0,0.0,0.0,0.0
ROI.16 [],3,0.0,0.0,0.0,0.0,0.0
ROI.17 [],3,0.0,0.0,0.0,0.0,0.0
ROI.20 [],3,0.0,0.0,0.0,0.0,0.0
ROI.21 [],3,0.2589999999999956,0.0,0.3662813126546254,0.0,0.7769999999999868
ROI.000 [],2,4.526999999999994,4.526999999999994,0.2499999999999929,4.277000000000001,4.776999999999987
