Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 []
0.257,0.0,0.004701453017203764,-0.009945959121290779,0.4492370957465994,0.030350886032862363,0.008949151753094062,-0.0018005235876569978,0.01080003685956648
0.779,0.0,0.022456476476615726,0.028151193810859742,2.8147527956424683,0.11882275422228444,0.017388870132138995,0.02091800078498326,0.047917754238710975
1.277,0.0,-0.0010029149354448712,0.008441896695493051,1.7204918213485358,0.018780705578122676,0.01799205134779651,0.006275919310016023,0.0041206046787504785
1.777,0.0,0.012863147206064662,0.0003025560557401926,2.4600051891651296,0.05796074260270427,0.011693354554544441,0.012947396974342116,-0.00036665434667833
2.278,0.0,0.03545038784883493,0.01091333507780298,0.16568025857140622,0.03502447870299966,0.013249132170154866,0.0021284157463494126,0.01831680944272337
2.778,0.0,0.02030457082220062,0.03390586610090734,1.7856020440551967,0.09857086812002032,0.020125332365763724,0.021075130565738353,0.01453608880790583
3.277,0.0,0.020811087163810926,0.017720874747421123,2.315999355070566,0.010637299491144229,0.01657841293144399,0.011684819733974295,0.0034407488942299258
3.787,0.0,0.003707922473884679,0.005830431202084774,1.7479779879581714,0.058552118269234066,0.00913109186962434,0.0021570367722718317,0.02455901725476393
4.276,0.0,0.009502653148453135,0.01472155029235334,0.7484569583267409,0.09854918062436341,0.04324581449596952,0.007872834456340527,0.012689223573358045
4.777,0.0,-3.7721013789084966e-05,0.02353777311943066,1.4839875549341426,0.013086483637627303,0.01938895447025262,0.007643926740112931,0.03789745749262305
5.294,0.0,0.017231866547423647,0.012056208863535785,0.6663308582405907,0.04846512811059168,-0.00847342921821475,0.0020605269524605336,0.007486925856181421
5.783,0.0,0.00430556960424865,0.03749730598227636,0.40655510007065226,0.027665368450638286,0.0009138256000111941,0.0024158887161814697,0.008120668988932798
6.286,0.0,0.04476944760687329,0.01546767543687972,0.7624338860143057,0.03178335170153227,0.03767748356778941,0.001955653540118417,-0.0005242823261297169
6.788,0.0,0.042447285116322855,0.013676593262101553,0.49566308012741755,0.10294680669466884,0.027131250910883416,0.011114110264274496,-0.00034761127896406187
7.278,0.0,0.020346931380729398,0.00635375914970931,-0.955253183826078,-0.018065342096866895,0.015824506732577827,0.010939421586093775,0.010062222898377044
7.778,0.0,0.041987106131765456,0.028599727432280248,2.216928562272548,0.07465348156877066,0.00697121082054459,0.014488074529949647,0.03407456499453471
8.276,0.0,0.007317003830338783,0.0024982515536325824,-0.17610658034972912,0.024482360428957652,0.017439607464898522,0.015095457272194973,0.05174801943155017
8.776,0.0,0.049923672857793006,0.01053988759853506,1.535407928775824,0.06975366146639875,0.02140750175294623,0.014932356934847015,0.02181292309576684
9.287,0.0,0.02039401289418739,0.012442719280934631,1.2166070781778187,0.007169441025010228,0.020376598862342485,0.007233797539358118,0.0001047391832268383
9.778,0.0,0.038563075141112554,0.03362531240041496,2.240067380081986,0.03848459331998483,0.023477024580722747,0.024286299829695487,0.03328942800448256
10.277,0.0,0.01246203674700749,-0.008632584908395339,0.5220347073600213,0.07625625286644182,0.016833008549807914,0.0020804240910890603,0.022429737253219475
10.788,0.0,0.01981241731087132,0.006062480007917239,1.0293228648190087,-0.002580235378103101,0.010537024022999516,0.011612122935702065,0.019273554343628107
11.277,0.0,-0.005649228469519883,-5.5028354674964496e-05,1.837189300834063,0.10327261497127442,0.0008786752786489326,0.004006705286221288,0.0021479886352976894
11.786,0.0,0.028782613072132663,0.004231186338782052,-0.2467556308730418,0.0489197614274976,0.011745655454678573,0.013216329908907708,0.022483320653324135
12.277,0.0,0.03204984519329656,0.00990192446564398,0.634071901849529,0.017106005017722966,-0.0031859247915798834,0.0008640957959450618,0.0025257057827160656
12.786,0.0,0.014064851899037997,0.014336628011973586,2.1113484794697586,0.007786428862529133,0.009373772372457791,-0.007394674865532962,0.015856093177140092
13.277,0.0,0.025641487595369664,0.006029860639054218,2.5037245896945417,0.023674976497395545,0.0007562040795803831,0.021695452673396114,0.036788609406390844
13.777,0.0,0.029307038279297246,0.021440186743463124,2.1039404370017967,0.003252225618579355,0.027460721153958433,0.02247731817103272,0.03697305713300962
14.288,0.0,0.04654467988010748,0.01811402919473041,2.118885337392759,0.04909536036411179,0.020875829547396398,0.011575402144501075,0.02651194357002669
14.777,0.0,0.01652703049504179,0.013425420411888711,0.9999317267950465,0.02799000730537868,0.004320159428991149,0.017193760905544853,0.04118325226813263
15.287,0.0,0.02141686246812847,0.018057398201460816,0.6946636555943277,0.0901743193326548,0.015339937059402651,0.021517266496821733,0.040929183915427846
15.776,0.0,0.021089053255065635,0.029075822283560693,1.9716824686251992,0.08726297373163404,0.014514196929441956,0.024765215183669885,0.028745240247372062
16.288,0.0,-0.005786007316876965,0.016934248202796796,0.14372383129491384,-0.03957554528367989,8.604896890654003e-05,0.004985085060710785,0.02479091200947533
16.779,0.0,0.05081116098015815,0.02548890890952005,0.3399869489578168,0.08036548753231866,0.017422878972471245,0.012305159536842266,0.02292454412392579
17.288,0.0,-0.01201751142868331,0.021249487106253493,0.4967779948604482,-0.04217485193914623,0.017911675039057096,0.004247513265680104,0.03141085875461898
17.777,0.0,0.016933461466271817,0.039733263610376775,1.4264133549896334,0.1191375905692218,0.04006785194891059,0.01682572887639851,0.04995921509537582
18.276,0.0,0.047322200326233736,0.009848554867864947,1.2039943199904337,0.10950114413608952,0.010607749759536994,0.0029308861886153297,0.006444169557967907
18.788,0.0,0.0016021540569566522,0.012157435072218904,0.07938695770086031,0.037983085487648754,0.006365163478035144,0.005006716220533073,0.02829764294929514
19.276,0.0,0.008310998066060263,0.014845298545393733,2.029481262865344,0.03795373392492311,0.003227309872504284,0.014886437498711508,0.011293932265276764
19.778,0.0,0.04690118058954975,0.018730078552649413,1.4121901573593094,0.03231187096645339,0.024648354403551377,-0.005102173113259,0.008558071387186766
20.276,0.0,0.029638479968475618,0.016568052350012807,1.865955440660752,0.03841053044738755,0.04162873833195247,0.020021936465999764,0.021396146136911567
20.778,0.0,0.0396277661914327,0.01984715952005388,1.6514737219861404,0.061085062481119105,0.01442191457333726,0.007570928505591599,-0.0020336887872478243
21.278,0.0,0.0352994155549788,0.021878815341813785,1.5729262519275855,0.0537543677158278,0.01607039733274651,0.026403961397203968,0.040396619012697095
21.777,0.0,0.03127950906541825,0.01737832986470986,1.4206563197597621,0.027119146768884373,0.009686422545772556,0.010357341467462049,0.03541139817401088
22.286,0.0,0.02274972095530573,-0.00605955397549145,-0.3200783374062594,0.0439597076535512,-0.016638428308982333,0.011637810446157686,0.013447142952137111
22.778,0.0,0.030051542008988123,0.008904905439705282,0.7292153015622825,0.057373718922320495,0.02001148000065531,0.023384599146288897,0.04499415160657036
23.294,0.0,0.04046369816967279,0.0071967202672207275,0.8122116392408579,0.06071176288018145,0.027158909806108245,0.016833091762905154,0.015290171448405858
23.782,0.0,0.04201990909518648,0.031868800576055754,0.3801475197187435,0.03642644493511457,0.008896902593719582,0.005164708698756521,0.008118329198792235
24.284,0.0,0.002531652184952537,0.01213933388041999,0.4336514135309356,0.03173808029352072,0.02304374992455774,-0.0017326069043504973,0.008488148715482799
24.778,0.0,0.0314100779508106,0.029375904645779622,2.4855002838430265,0.05978530656398544,0.03192178989863835,0.02613332402229844,0.039944453066671014
25.277,0.0,0.009574749893646733,0.02827213716386334,1.8271675635237252,0.11334207464657063,0.00797513403724447,0.01750584638054886,0.020426099630006744
25.793,0.0,-0.0020580769454263364,-0.019493946908288203,0.6637233466072123,-0.0015273968700681836,0.020625968088091518,-0.006822936878626576,-0.00451006107700583
26.279,0.0,0.016541806062815086,-0.00016163033564682938,-0.7044467268239646,0.08141266576667036,0.011517980174919347,0.006491164828225535,0.0067635231155553505
26.776,0.0,0.010137834818956467,0.025130109436813285,-0.03833660628277361,0.029559820868161592,0.018169657878654204,0.008395452569803548,0.03605403204769388
27.287,0.0,0.0012742984992845548,0.009869320060127335,0.7993617222845043,0.02077042051553059,0.0031603906809210057,0.0002787021235239347,-0.0037596742390752285
27.777,0.0,0.015345783146759657,0.002953957089147342,1.2513199945264901,-0.02280779841829805,-0.0028925139021664624,0.005353203562349526,0.01642405107418606
28.288,0.0,-0.00937119916087935,0.013842108063235289,0.7396627956141761,0.06137795727852738,0.020471834341918065,0.01989543431723101,0.010239958210077943
28.776,0.0,0.017212216757132994,-0.004837251713920354,0.5708033041279346,0.06087111331838388,0.003880076412229034,0.006273232515841945,0.007935544547898951
29.288,0.0,0.01805008901369909,0.02665160060678991,0.5641196582174697,0.000424348924932221,-0.0030775506372450316,-2.9053490921855103e-05,-0.00799772584721107
29.776,0.0,0.026773463570665804,0.031714419530361804,0.8053428067466596,-0.0024165504131756555,0.00560699629051649,-0.0006992324799925801,0.02360174961039982
30.289,0.0,-0.00011741428844965042,-0.002165422834903735,1.599720422925356,0.0010745222916566206,0.0165589887925955,0.005846730575667605,0.015521237132681108
