Parameter,Replicate,ROI,spike_time_s
2hz,1,10,106.277
2hz,1,12,37.284
2hz,1,12,77.778
2hz,1,12,112.778
2hz,1,12,128.288
2hz,1,12,143.781
2hz,1,12,189.786
2hz,2,1,197.777
Ctrl,1,1,100.787
Ctrl,1,1,150.28
Ctrl,1,10,65.278
Ctrl,1,10,139.778
Ctrl,1,10,193.777
