ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],30.286,0.0,30,50
ROI.01 [],53.279,3.2790000000000035,30,50
ROI.01 [],80.786,0.0,80,100
ROI.01 [],108.276,8.275999999999996,80,100
ROI.01 [],124.276,24.275999999999996,80,100
ROI.01 [],153.276,3.2760000000000105,130,150
ROI.02 [],56.275,6.274999999999999,30,50
ROI.02 [],81.28,0.0,80,100
ROI.02 [],108.276,8.275999999999996,80,100
ROI.02 [],128.277,28.276999999999987,80,100
ROI.02 [],151.777,1.7769999999999868,130,150
ROI.03 [],53.279,3.2790000000000035,30,50
ROI.03 [],79.278,29.278000000000006,30,50
ROI.03 [],104.777,4.777000000000001,80,100
ROI.03 [],124.276,24.275999999999996,80,100
ROI.03 [],153.276,3.2760000000000105,130,150
ROI.04 [],32.793,0.0,30,50
ROI.04 [],63.286,13.286000000000001,30,50
ROI.04 [],119.776,19.775999999999996,80,100
ROI.04 [],151.777,1.7769999999999868,130,150
ROI.05 [],57.277,7.277000000000001,30,50
ROI.05 [],74.785,24.784999999999997,30,50
ROI.05 [],103.782,3.7819999999999965,80,100
ROI.05 [],129.276,29.27600000000001,80,100
ROI.05 [],153.777,3.776999999999987,130,150
ROI.06 [],32.793,0.0,30,50
ROI.06 [],63.286,13.286000000000001,30,50
ROI.06 [],113.777,13.777000000000001,80,100
ROI.06 [],163.275,13.275000000000006,130,150
ROI.07 [],64.277,14.277000000000001,30,50
ROI.07 [],114.275,14.275000000000006,80,100
ROI.07 [],163.782,13.78200000000001,130,150
ROI.08 [],63.286,13.286000000000001,30,50
ROI.08 [],113.777,13.777000000000001,80,100
ROI.08 [],160.279,10.278999999999996,130,150
ROI.10 [],48.776,0.0,30,50
ROI.10 [],84.777,0.0,80,100
ROI.10 [],138.775,0.0,130,150
ROI.11 [],30.779,0.0,30,50
ROI.11 [],58.276,8.276000000000003,30,50
ROI.11 [],76.776,26.775999999999996,30,50
ROI.11 [],108.276,8.275999999999996,80,100
ROI.11 [],129.777,29.776999999999987,80,100
ROI.11 [],151.777,1.7769999999999868,130,150
ROI.12 [],51.276,1.2760000000000034,30,50
ROI.12 [],93.276,0.0,80,100
ROI.12 [],141.776,0.0,130,150
ROI.13 [],31.284,0.0,30,50
ROI.13 [],71.276,21.275999999999996,30,50
ROI.13 [],108.276,8.275999999999996,80,100
ROI.13 [],129.777,29.776999999999987,80,100
ROI.13 [],158.275,8.275000000000006,130,150
ROI.14 [],30.779,0.0,30,50
ROI.14 [],57.776,7.776000000000003,30,50
ROI.14 [],79.278,29.278000000000006,30,50
ROI.14 [],108.276,8.275999999999996,80,100
ROI.14 [],129.777,29.776999999999987,80,100
ROI.14 [],160.279,10.278999999999996,130,150
ROI.15 [],30.779,0.0,30,50
ROI.15 [],57.277,7.277000000000001,30,50
ROI.15 [],80.786,0.0,80,100
ROI.15 [],109.286,9.286000000000001,80,100
ROI.15 [],126.779,26.778999999999996,80,100
ROI.15 [],161.275,11.275000000000006,130,150
ROI.16 [],30.779,0.0,30,50
ROI.16 [],57.277,7.277000000000001,30,50
ROI.16 [],79.278,29.278000000000006,30,50
ROI.16 [],108.276,8.275999999999996,80,100
ROI.16 [],120.776,20.775999999999996,80,100
ROI.16 [],160.279,10.278999999999996,130,150
ROI.17 [],31.284,0.0,30,50
ROI.17 [],57.277,7.277000000000001,30,50
ROI.17 [],81.28,0.0,80,100
ROI.17 [],109.286,9.286000000000001,80,100
ROI.17 [],123.777,23.777,80,100
ROI.17 [],151.777,1.7769999999999868,130,150
ROI.18 [],57.277,7.277000000000001,30,50
ROI.18 [],80.786,0.0,80,100
ROI.18 [],108.276,8.275999999999996,80,100
ROI.18 [],130.277,0.0,130,150
ROI.18 [],151.777,1.7769999999999868,130,150
ROI.19 [],64.277,14.277000000000001,30,50
ROI.19 [],114.275,14.275000000000006,80,100
ROI.19 [],163.782,13.78200000000001,130,150
ROI.20 [],43.276,0.0,30,50
ROI.20 [],84.777,0.0,80,100
ROI.20 [],141.776,0.0,130,150
ROI.21 [],58.276,8.276000000000003,30,50
ROI.21 [],75.781,25.781000000000006,30,50
ROI.21 [],111.778,11.778000000000006,80,100
ROI.21 [],130.277,0.0,130,150
ROI.21 [],151.777,1.7769999999999868,130,150
ROI.22 [],57.277,7.277000000000001,30,50
ROI.22 [],81.28,0.0,80,100
ROI.22 [],106.775,6.775000000000006,80,100
ROI.22 [],130.775,0.0,130,150
ROI.22 [],160.781,10.781000000000006,130,150
ROI.23 [],37.786,0.0,30,50
ROI.23 [],86.276,0.0,80,100
ROI.23 [],147.776,0.0,130,150
ROI.24 [],48.776,0.0,30,50
ROI.24 [],93.276,0.0,80,100
ROI.24 [],134.277,0.0,130,150
ROI.25 [],30.779,0.0,30,50
ROI.25 [],56.275,6.274999999999999,30,50
ROI.25 [],74.276,24.275999999999996,30,50
ROI.25 [],109.286,9.286000000000001,80,100
ROI.25 [],123.777,23.777,80,100
ROI.25 [],157.776,7.7760000000000105,130,150
