ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.03 [],45.777,0.0,30,50
ROI.03 [],62.284,12.283999999999999,30,50
ROI.03 [],106.278,6.278000000000006,80,100
ROI.03 [],162.778,12.777999999999992,130,150
ROI.10 [],59.278,9.277999999999999,30,50
ROI.10 [],143.78,0.0,130,150
ROI.11 [],56.787,6.786999999999999,30,50
ROI.14 [],56.787,6.786999999999999,30,50
ROI.15 [],56.787,6.786999999999999,30,50
ROI.16 [],56.787,6.786999999999999,30,50
ROI.17 [],56.787,6.786999999999999,30,50
ROI.18 [],143.277,0.0,130,150
ROI.22 [],56.276,6.276000000000003,30,50
ROI.000 [],56.787,6.786999999999999,30,50
