ROI,n_spikes,spike_times_s
ROI.09 [],3,33.285;101.278;169.778
ROI.11 [],3,41.278;149.280;176.296
ROI.25 [],3,41.278;149.280;176.296
ROI.26 [],2,41.278;176.296
ROI.05 [],1,29.278
ROI.04 [],1,26.789
ROI.02 [],1,22.777
ROI.13 [],1,41.779
ROI.18 [],1,25.778
ROI.17 [],1,31.776
ROI.21 [],1,21.277
ROI.19 [],1,21.277
