Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 []
0.258,0.0,0.010561740658316818,-0.008803792891526996,0.03794641790571883,-0.00028045535042183113,-0.03230399495950929,-0.006442305111267996
0.778,0.0,0.013982239902639238,0.004773623637450214,0.03864339514910662,-0.0012889503294124356,-0.008332838744781178,0.015286786878678236
1.278,0.0,0.010063068196782944,0.025128127740888063,0.04903962746863697,0.005827965070724151,-0.002205669934077413,0.016966926428973024
1.777,0.0,0.022611850313391895,0.02543493067259499,0.07334326395103771,0.003000185278843736,0.0038285917362738107,0.036088079449507295
2.276,0.0,0.005526652713291505,0.00026760294100275253,0.021626766943854327,-0.0004470960481373068,0.0014174840287776728,0.018369987407865725
2.784,0.0,0.010449337223941346,-0.010884834438603318,0.042012029039939766,0.0006301900087999092,0.008212882866236882,0.009010678923309185
3.278,0.0,0.012883767715532141,0.028410350142851395,0.08861594340845733,0.006666132117314258,0.012079369306195353,0.018566849889987268
3.777,0.0,0.015118380336185384,0.027336041269294155,0.06605657066974613,0.005981975014518157,0.009119998811211255,0.025112414508063823
4.295,0.0,0.014561971409200895,0.008287908172333719,0.057273758473395456,0.0011088111483338846,0.0077278101573461724,0.013233112761040897
4.784,0.0,0.019516161061139212,0.02397814676383355,0.0694465108760629,0.004188208199684723,0.013315920440107237,0.02709250150484607
5.284,0.0,0.012388478780502513,0.019039221927818543,0.015059467542097735,0.0027992345828664424,0.013952885455842808,0.016702310205975318
5.777,0.0,0.013379585854660887,0.02086651654155211,0.04807946119317726,0.002603325851885966,0.01982737239327439,0.025597434212980105
6.293,0.0,0.0003854231864012132,-0.002318206945639555,-0.017579195778236266,0.0008072828116146464,0.013154054443517407,0.003077434757158196
6.778,0.0,0.008944000443858518,0.009164279217843694,0.061369944189334766,0.0002689688474614171,0.011937739940986614,0.016903423989410294
7.276,0.0,0.02072576007576618,0.015881631932548775,0.04699091311643385,0.0010706087922639487,0.011827343754932034,0.02293814583493626
7.778,0.0,0.023606942701398275,0.021300606383370425,0.10127849965517786,0.0072515317530306685,0.01260505028589863,0.021365912136408892
8.278,0.0,0.021283151247999718,0.005958269988957002,0.02250881534232894,0.0029635353645419203,0.012280477489940902,0.015822720180418175
8.777,0.0,0.024028323736725053,0.016730444496291713,0.07878432638458993,0.004296914159246349,0.013296516212726239,0.02439062926637275
9.287,0.0,0.02118218489611675,0.010283154483402118,0.03861240512511814,-0.0001524858696111754,0.010040408795465687,0.026283145127121488
9.777,0.0,0.015218938395228348,0.015676026307256914,0.07653537598744994,0.0035143004231182906,0.015199056919686616,0.02547014517232309
10.278,0.0,0.012036252221112041,0.00813169586779854,0.033787997915778696,0.0020763930597308467,0.014213506125174686,0.014938665118144446
10.776,0.0,0.02233826951882348,0.021159074578564484,0.07596090532479463,0.0028424340299584186,0.009900826360061206,0.031129943083007924
11.287,0.0,0.01817014988928441,0.014629166435944625,0.017957086897336598,0.004675802603711066,0.012509403405490926,0.03239221407022756
11.777,0.0,0.0173047231163678,0.00868545587580612,0.05206859964031032,0.0023961381897497545,0.01853187440744676,0.01285200053997172
12.277,0.0,0.018153370456601373,0.01606802105197406,0.040384063331853404,0.007234009962560464,0.018437330103069072,0.02398375931525886
12.777,0.0,0.021801707443695577,0.018823914349687835,0.05255202841665361,0.00294395420659868,0.02206781438310428,0.01854563456970396
13.287,0.0,0.019938753753771608,0.01884953632519952,0.04124285751787452,0.0027686580802396294,0.012657410665270555,0.02210953948719953
13.778,0.0,0.01727284227098564,0.002710719827970989,-0.0020048515797125082,0.0028250261511542827,0.013420844890798651,0.0227772761488266
14.278,0.0,0.023179078506468772,0.021565184742115905,0.05265038565287464,0.00399754721606522,0.02177016654143763,0.03671182626168018
14.777,0.0,0.024732599684662543,0.022046079564096044,0.06778362822700548,0.005652851017837367,0.018191440393876015,0.02936451062401406
15.277,0.0,0.02081612770022243,0.012443272882355715,0.05400929145108339,0.00587249516652106,0.016471737799544698,0.02763034820678424
15.777,0.0,0.013853207057848123,0.0037548075137367872,-0.017452121742000774,-0.00026910761531602744,0.018110284090624228,0.020635821962663
16.278,0.0,0.020698014712264387,0.016682553422509985,0.04754229802211434,0.005879049136223691,0.015579906341502603,0.03472101402373146
16.777,0.0,0.018026324527318324,0.0022190067771779075,-0.0074980782313342886,0.0017422802874030874,0.0060423757452547034,0.018198019659888553
17.278,0.0,0.02110981312135366,0.010744490750685277,0.0675097276605286,0.004218587426099965,0.010521434483530646,0.029185523253189603
17.778,0.0,0.021440150528755968,0.014708902789648504,0.023860146295715774,0.004393063285859531,0.004244545043910113,0.02989044628890044
18.28,0.0,0.015462496477759373,0.010428018781055846,0.02655605513949661,0.005265886467763809,0.016230187313682268,0.02484076755084709
18.783,0.0,0.01899762425170699,0.018716924352697863,0.04010928404432922,0.006157362385981168,0.015268509688454996,0.03684501702393984
19.286,0.0,0.019043445748326813,0.023571134208804276,0.059623582409530224,0.006333438972010754,0.008351356457827063,0.03042257483913523
19.778,0.0,0.013617798928554246,0.010931220055246655,0.010264638496614697,0.0031851623779777815,0.003524569675870549,0.03200053781499317
20.277,0.0,0.012870948207086058,0.0038731530262163245,0.010024703006639994,0.003248009359422496,0.009385228972020009,0.026299318716289634
20.778,0.0,0.014842698782993314,0.00015899964833782323,0.00017270446804619423,0.00112790664154275,0.008421108857176582,0.024723764650506092
21.288,0.0,0.019929986166585412,0.02215625342155102,0.1021930721255334,0.007015729921119757,0.011686703537783822,0.03196476138387539
