Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 []
0.258,0.0,0.4437069898632855,0.3096375384643669,0.3162366730718141,0.11477970637962003,0.019150011684060317,0.0794053244208928,0.012486592495258313,0.13704094663637545,0.05404888473307817,0.27961338378375544,0.024020289788207964,-0.014699590384154089,0.004263890706389816,0.006286300161474216,0.06752261531934332
0.784,0.0,0.4610683467884442,0.44486869267612705,0.25635332298715274,0.10397911507240895,0.02379761478373739,0.06420773540269581,0.01295405524440097,0.11958574261901568,0.048980394196087566,0.34104443385274996,0.028137757330588906,0.016076113792239062,0.02072359163233628,0.025039413580047614,0.06951151246473086
1.277,0.0,0.3621914742032734,0.2397653162332519,0.27222006517940545,0.08061239707686768,0.0199956774712023,0.06403384294388562,0.013242073944212035,0.1075115981183616,0.06278024521317507,0.3331236248561769,0.020913232008144864,0.02298844306533184,0.00484621409750761,0.0200911516068714,0.04721861487679215
1.776,0.0,0.3317094730067755,0.2744777256741289,0.23857729726743657,0.08680150452500039,0.020056806780476177,0.03558576852979579,0.015103884524071739,0.09205998941441186,0.0571581015559854,0.25749580548956763,0.022369214322267995,0.04032210534539492,0.024249694142706463,0.028610031131557655,0.05831346563118727
2.277,0.0,0.3484220387671589,0.2881478836835526,0.18193306714316815,0.07227223840153114,0.019322465341956606,0.0466677168454671,0.008388520250294223,0.09056260862669109,0.04670233351535263,0.25660128490653944,0.00732009205942075,0.03657235908055151,0.011739297232795159,0.006070172522210813,0.020863734934721483
2.777,0.0,0.4193921006821193,0.25976077389650737,0.23938091271821607,0.07244029469160204,0.02193693973355487,0.04142272604688686,0.012718600311532852,0.09443857933267509,0.06284387441759028,0.37035326974066907,0.029819640359077044,0.045363199839095446,0.0165646564434836,0.020683713434766052,0.04476802729361803
3.276,0.0,0.41399566582909936,0.19663611723686214,0.19494077165216417,0.07611304198435398,0.009990673370224246,0.046733210634947654,0.004208259406278035,0.08098052807785608,0.027891064064923716,0.15143800958619308,0.012120006087301996,0.0010518275159446407,0.016164893649789718,0.01046125784186485,0.048386757243171846
3.778,0.0,0.377850199571866,0.2696964394713855,0.15566150910019708,0.050511388177999925,0.016939113760464322,0.05685788253585322,0.01380230233774939,0.07065695244103046,0.03406818482582643,0.21835501880131297,0.026386748269823426,0.015223063700076282,0.022891281249908513,0.015687475294437505,0.045422040469158854
4.277,0.0,0.3639843517316906,0.23797417857957448,0.16300964517040628,0.05013846562531319,0.009542475589351106,0.05282539017495473,0.017735557697739445,0.07120159169401549,0.03093285462364125,0.19029105315749065,0.02959199158929162,0.019132461491615654,0.0013283330182991201,0.011131636010983312,0.03130698607692301
4.777,0.0,0.3221595601188284,0.28240559480969046,0.14850156953948107,0.06588666837312089,0.010089740924809234,0.04778777105440368,0.002603563939080107,0.06143745346321932,0.03979572151117248,0.03406827111832097,0.010288688268493567,-0.0020448235506024376,0.014069183243469584,0.00711842762040167,0.029762520801949997
5.277,0.0,0.32470827963762844,0.3147253231788147,0.1643202495627846,0.04855525843847591,0.012589167267629292,0.04930072695125665,0.012669264083172031,0.05985064931586706,0.04507707477939942,0.31144641288317687,0.026739712305189827,0.03866271916373267,0.002964019585225067,0.011401898128139238,0.0122205636588812
5.779,0.0,0.28243265330438777,0.2578475311130176,0.14786094772460207,0.05293313444924847,0.013064871617048673,0.025289354318910863,0.0032715374114309285,0.0529766319344041,0.013734903678396752,0.1544105710042449,0.022714343021369165,0.01151730361270818,-2.8696117942583216e-06,0.01348445787075337,0.0294319360557114
6.28,0.0,0.30678132177255785,0.24495041405543205,0.12462231729666969,0.03548365567243526,0.011514856648562574,0.04241717495784218,-0.0010643385913757877,0.04140265255083925,0.04200562060454267,0.07683922067499109,0.012398964148794047,0.037485344977312665,0.008354061687862624,0.019872875717842357,0.040369854251485114
6.786,0.0,0.26332545579818706,0.2597288808690202,0.10200219163823696,0.0377950757523035,0.006353051471100321,0.031036616510687818,0.0018113771872932346,0.04124878371551213,0.03896704116405792,-0.013994291734862592,0.026501471425553254,0.049947864165363016,0.005408891317206322,0.0049347356094547575,0.02850145934460164
7.284,0.0,0.224039753522583,0.32834415161800895,0.03993029839925719,0.037194332474331016,0.0008930841405403631,0.026854698904610425,-0.004547184284813572,0.04549467875415556,0.002677547292407882,0.03010579989517147,-0.004790897055614419,-0.0335063037664867,0.004710595311472731,-0.0006811636347923026,0.020329483209773385
7.776,0.0,0.25893880854693724,0.33435343352194324,0.03688978889200786,0.038663855816923096,0.006269970661983271,0.011242091154224587,-0.004725298557484547,0.029762107052357274,0.00465908998061377,1.9017577001286836e-05,0.005806146072962611,0.007329792815247865,-0.01692566329720193,-0.0024216955207808305,0.01555688899947028
