dataset,file,group,replicate,ROI,roi_number,n_events
0717,Ctrl2,Far,1,ROI.04 [],4,0
0717,Ctrl2,Far,1,ROI.05 [],5,0
0717,Ctrl2,Far,1,ROI.06 [],6,0
0717,Ctrl2,Far,1,ROI.07 [],7,0
0717,Ctrl2,Far,1,ROI.08 [],8,1
0717,Ctrl2,Far,1,ROI.09 [],9,0
0717,Ctrl2,Far,1,ROI.10 [],10,0
0717,Ctrl2,Far,1,ROI.11 [],11,0
0717,Ctrl2,Far,1,ROI.12 [],12,0
0717,Ctrl2,Far,1,ROI.13 [],13,0
0717,Ctrl2,Far,1,ROI.14 [],14,0
0717,Ctrl2,Far,1,ROI.15 [],15,2
0717,Ctrl2,Far,1,ROI.16 [],16,0
0717,Ctrl2,Far,1,ROI.17 [],17,0
0717,Ctrl2,Far,1,ROI.18 [],18,0
0717,Ctrl2,Far,1,ROI.19 [],19,0
0717,Ctrl2,Far,1,ROI.20 [],20,0
0717,Ctrl2,Far,1,ROI.01 [],1,0
0717,Ctrl2,Far,1,ROI.02 [],2,1
0717,Ctrl2,Far,1,ROI.03 [],3,2
0717,Ctrl2,Far,1,ROI.21 [],21,0
0717,Ctrl2,Far,1,ROI.23 [],23,0
0717,Ctrl2,Far,1,ROI.24 [],24,0
0717,Ctrl2,Far,1,ROI.25 [],25,0
0718,10s1,10s,1,ROI.01 [],1,0
0718,10s1,10s,1,ROI.02 [],2,0
0718,10s1,10s,1,ROI.03 [],3,0
0718,10s1,10s,1,ROI.04 [],4,0
0718,10s1,10s,1,ROI.06 [],6,0
0718,10s1,10s,1,ROI.07 [],7,0
0718,10s1,10s,1,ROI.08 [],8,1
0718,10s1,10s,1,ROI.09 [],9,0
0718,10s1,10s,1,ROI.10 [],10,0
0718,10s1,10s,1,ROI.11 [],11,0
0718,10s1,10s,1,ROI.12 [],12,0
0718,10s1,10s,1,ROI.13 [],13,0
0718,10s1,10s,1,ROI.14 [],14,0
0718,10s1,10s,1,ROI.15 [],15,0
0718,10s1,10s,1,ROI.16 [],16,0
0718,10s2,10s,2,ROI.01 [],1,0
0718,10s2,10s,2,ROI.02 [],2,4
0718,10s2,10s,2,ROI.03 [],3,1
0718,10s2,10s,2,ROI.04 [],4,0
0718,10s2,10s,2,ROI.06 [],6,0
0718,10s2,10s,2,ROI.07 [],7,0
0718,10s2,10s,2,ROI.08 [],8,0
0718,10s2,10s,2,ROI.09 [],9,0
0718,10s2,10s,2,ROI.10 [],10,0
0718,10s2,10s,2,ROI.11 [],11,0
0718,10s2,10s,2,ROI.12 [],12,0
0718,10s2,10s,2,ROI.13 [],13,0
0718,10s2,10s,2,ROI.14 [],14,0
0718,10s2,10s,2,ROI.15 [],15,0
0718,10s2,10s,2,ROI.16 [],16,0
0718,10s3,10s,3,ROI.01 [],1,0
0718,10s3,10s,3,ROI.02 [],2,0
0718,10s3,10s,3,ROI.03 [],3,0
0718,10s3,10s,3,ROI.04 [],4,0
0718,10s3,10s,3,ROI.06 [],6,0
0718,10s3,10s,3,ROI.07 [],7,0
0718,10s3,10s,3,ROI.08 [],8,0
0718,10s3,10s,3,ROI.09 [],9,0
0718,10s3,10s,3,ROI.10 [],10,0
0718,10s3,10s,3,ROI.11 [],11,0
0718,10s3,10s,3,ROI.12 [],12,0
0718,10s3,10s,3,ROI.13 [],13,0
0718,10s3,10s,3,ROI.14 [],14,0
0718,10s3,10s,3,ROI.15 [],15,0
0718,10s3,10s,3,ROI.16 [],16,0
0718,10s4,10s,4,ROI.01 [],1,0
0718,10s4,10s,4,ROI.02 [],2,1
0718,10s4,10s,4,ROI.03 [],3,0
0718,10s4,10s,4,ROI.04 [],4,0
0718,10s4,10s,4,ROI.06 [],6,0
0718,10s4,10s,4,ROI.07 [],7,0
0718,10s4,10s,4,ROI.08 [],8,0
0718,10s4,10s,4,ROI.09 [],9,0
0718,10s4,10s,4,ROI.10 [],10,0
0718,10s4,10s,4,ROI.11 [],11,0
0718,10s4,10s,4,ROI.12 [],12,0
0718,10s4,10s,4,ROI.13 [],13,0
0718,10s4,10s,4,ROI.14 [],14,0
0718,10s4,10s,4,ROI.15 [],15,0
0718,10s4,10s,4,ROI.16 [],16,0
0718,10s5,10s,5,ROI.01 [],1,0
0718,10s5,10s,5,ROI.02 [],2,0
0718,10s5,10s,5,ROI.03 [],3,0
0718,10s5,10s,5,ROI.04 [],4,0
0718,10s5,10s,5,ROI.06 [],6,2
0718,10s5,10s,5,ROI.07 [],7,0
0718,10s5,10s,5,ROI.08 [],8,0
0718,10s5,10s,5,ROI.09 [],9,0
0718,10s5,10s,5,ROI.10 [],10,0
0718,10s5,10s,5,ROI.11 [],11,0
0718,10s5,10s,5,ROI.12 [],12,0
0718,10s5,10s,5,ROI.13 [],13,0
0718,10s5,10s,5,ROI.14 [],14,0
0718,10s5,10s,5,ROI.15 [],15,0
0718,10s5,10s,5,ROI.16 [],16,0
0718,10s6,10s,6,ROI.01 [],1,0
0718,10s6,10s,6,ROI.02 [],2,0
0718,10s6,10s,6,ROI.03 [],3,0
0718,10s6,10s,6,ROI.04 [],4,0
0718,10s6,10s,6,ROI.06 [],6,0
0718,10s6,10s,6,ROI.07 [],7,0
0718,10s6,10s,6,ROI.08 [],8,0
0718,10s6,10s,6,ROI.09 [],9,0
0718,10s6,10s,6,ROI.10 [],10,0
0718,10s6,10s,6,ROI.11 [],11,0
0718,10s6,10s,6,ROI.12 [],12,0
0718,10s6,10s,6,ROI.13 [],13,0
0718,10s6,10s,6,ROI.14 [],14,0
0718,10s6,10s,6,ROI.15 [],15,0
0718,10s6,10s,6,ROI.16 [],16,0
0718,1mW1,1mW,1,ROI.01 [],1,0
0718,1mW1,1mW,1,ROI.02 [],2,0
0718,1mW1,1mW,1,ROI.03 [],3,0
0718,1mW1,1mW,1,ROI.04 [],4,0
0718,1mW1,1mW,1,ROI.06 [],6,0
0718,1mW1,1mW,1,ROI.07 [],7,0
0718,1mW1,1mW,1,ROI.08 [],8,0
0718,1mW1,1mW,1,ROI.09 [],9,0
0718,1mW1,1mW,1,ROI.10 [],10,0
0718,1mW1,1mW,1,ROI.11 [],11,0
0718,1mW1,1mW,1,ROI.12 [],12,0
0718,1mW1,1mW,1,ROI.13 [],13,0
0718,1mW1,1mW,1,ROI.14 [],14,0
0718,1mW1,1mW,1,ROI.15 [],15,0
0718,1mW1,1mW,1,ROI.16 [],16,0
0718,1mw2,1mW,2,ROI.01 [],1,0
0718,1mw2,1mW,2,ROI.02 [],2,0
0718,1mw2,1mW,2,ROI.03 [],3,0
0718,1mw2,1mW,2,ROI.04 [],4,0
0718,1mw2,1mW,2,ROI.06 [],6,0
0718,1mw2,1mW,2,ROI.07 [],7,0
0718,1mw2,1mW,2,ROI.08 [],8,0
0718,1mw2,1mW,2,ROI.09 [],9,0
0718,1mw2,1mW,2,ROI.10 [],10,0
0718,1mw2,1mW,2,ROI.11 [],11,0
0718,1mw2,1mW,2,ROI.12 [],12,0
0718,1mw2,1mW,2,ROI.13 [],13,0
0718,1mw2,1mW,2,ROI.14 [],14,0
0718,1mw2,1mW,2,ROI.15 [],15,0
0718,1mw2,1mW,2,ROI.16 [],16,0
0718,1mw3,1mW,3,ROI.01 [],1,0
0718,1mw3,1mW,3,ROI.02 [],2,0
0718,1mw3,1mW,3,ROI.03 [],3,0
0718,1mw3,1mW,3,ROI.04 [],4,0
0718,1mw3,1mW,3,ROI.06 [],6,0
0718,1mw3,1mW,3,ROI.07 [],7,0
0718,1mw3,1mW,3,ROI.08 [],8,0
0718,1mw3,1mW,3,ROI.09 [],9,0
0718,1mw3,1mW,3,ROI.10 [],10,0
0718,1mw3,1mW,3,ROI.11 [],11,0
0718,1mw3,1mW,3,ROI.12 [],12,0
0718,1mw3,1mW,3,ROI.13 [],13,0
0718,1mw3,1mW,3,ROI.14 [],14,0
0718,1mw3,1mW,3,ROI.15 [],15,0
0718,1mw3,1mW,3,ROI.16 [],16,0
0718,20-1,20s,1,ROI.01 [],1,0
0718,20-1,20s,1,ROI.02 [],2,0
0718,20-1,20s,1,ROI.03 [],3,0
0718,20-1,20s,1,ROI.04 [],4,0
0718,20-1,20s,1,ROI.06 [],6,0
0718,20-1,20s,1,ROI.07 [],7,0
0718,20-1,20s,1,ROI.08 [],8,0
0718,20-1,20s,1,ROI.09 [],9,0
0718,20-1,20s,1,ROI.10 [],10,0
0718,20-1,20s,1,ROI.11 [],11,0
0718,20-1,20s,1,ROI.12 [],12,0
0718,20-1,20s,1,ROI.13 [],13,0
0718,20-1,20s,1,ROI.14 [],14,0
0718,20-1,20s,1,ROI.15 [],15,0
0718,20-1,20s,1,ROI.16 [],16,0
0718,20-10,20s,10,ROI.01 [],1,0
0718,20-10,20s,10,ROI.02 [],2,0
0718,20-10,20s,10,ROI.03 [],3,0
0718,20-10,20s,10,ROI.04 [],4,0
0718,20-10,20s,10,ROI.06 [],6,0
0718,20-10,20s,10,ROI.07 [],7,0
0718,20-10,20s,10,ROI.08 [],8,0
0718,20-10,20s,10,ROI.09 [],9,0
0718,20-10,20s,10,ROI.10 [],10,0
0718,20-10,20s,10,ROI.11 [],11,0
0718,20-10,20s,10,ROI.12 [],12,0
0718,20-10,20s,10,ROI.13 [],13,0
0718,20-10,20s,10,ROI.14 [],14,0
0718,20-10,20s,10,ROI.15 [],15,0
0718,20-10,20s,10,ROI.16 [],16,0
0718,20-2,20s,2,ROI.01 [],1,0
0718,20-2,20s,2,ROI.02 [],2,0
0718,20-2,20s,2,ROI.03 [],3,0
0718,20-2,20s,2,ROI.04 [],4,0
0718,20-2,20s,2,ROI.06 [],6,0
0718,20-2,20s,2,ROI.07 [],7,0
0718,20-2,20s,2,ROI.08 [],8,1
0718,20-2,20s,2,ROI.09 [],9,0
0718,20-2,20s,2,ROI.10 [],10,0
0718,20-2,20s,2,ROI.11 [],11,0
0718,20-2,20s,2,ROI.12 [],12,0
0718,20-2,20s,2,ROI.13 [],13,0
0718,20-2,20s,2,ROI.14 [],14,0
0718,20-2,20s,2,ROI.15 [],15,0
0718,20-2,20s,2,ROI.16 [],16,0
0718,20-3,20s,3,ROI.01 [],1,0
0718,20-3,20s,3,ROI.02 [],2,1
0718,20-3,20s,3,ROI.03 [],3,0
0718,20-3,20s,3,ROI.04 [],4,0
0718,20-3,20s,3,ROI.06 [],6,1
0718,20-3,20s,3,ROI.07 [],7,0
0718,20-3,20s,3,ROI.08 [],8,0
0718,20-3,20s,3,ROI.09 [],9,0
0718,20-3,20s,3,ROI.10 [],10,0
0718,20-3,20s,3,ROI.11 [],11,0
0718,20-3,20s,3,ROI.12 [],12,0
0718,20-3,20s,3,ROI.13 [],13,1
0718,20-3,20s,3,ROI.14 [],14,1
0718,20-3,20s,3,ROI.15 [],15,0
0718,20-3,20s,3,ROI.16 [],16,0
0718,20-4,20s,4,ROI.01 [],1,1
0718,20-4,20s,4,ROI.02 [],2,0
0718,20-4,20s,4,ROI.03 [],3,0
0718,20-4,20s,4,ROI.04 [],4,0
0718,20-4,20s,4,ROI.06 [],6,4
0718,20-4,20s,4,ROI.07 [],7,0
0718,20-4,20s,4,ROI.08 [],8,0
0718,20-4,20s,4,ROI.09 [],9,0
0718,20-4,20s,4,ROI.10 [],10,1
0718,20-4,20s,4,ROI.11 [],11,0
0718,20-4,20s,4,ROI.12 [],12,0
0718,20-4,20s,4,ROI.13 [],13,1
0718,20-4,20s,4,ROI.14 [],14,0
0718,20-4,20s,4,ROI.15 [],15,0
0718,20-4,20s,4,ROI.16 [],16,0
0718,20-5,20s,5,ROI.01 [],1,0
0718,20-5,20s,5,ROI.02 [],2,0
0718,20-5,20s,5,ROI.03 [],3,0
0718,20-5,20s,5,ROI.04 [],4,0
0718,20-5,20s,5,ROI.06 [],6,0
0718,20-5,20s,5,ROI.07 [],7,0
0718,20-5,20s,5,ROI.08 [],8,0
0718,20-5,20s,5,ROI.09 [],9,0
0718,20-5,20s,5,ROI.10 [],10,0
0718,20-5,20s,5,ROI.11 [],11,0
0718,20-5,20s,5,ROI.12 [],12,0
0718,20-5,20s,5,ROI.13 [],13,0
0718,20-5,20s,5,ROI.14 [],14,0
0718,20-5,20s,5,ROI.15 [],15,0
0718,20-5,20s,5,ROI.16 [],16,0
0718,20-6,20s,6,ROI.01 [],1,0
0718,20-6,20s,6,ROI.02 [],2,0
0718,20-6,20s,6,ROI.03 [],3,0
0718,20-6,20s,6,ROI.04 [],4,0
0718,20-6,20s,6,ROI.06 [],6,0
0718,20-6,20s,6,ROI.07 [],7,0
0718,20-6,20s,6,ROI.08 [],8,0
0718,20-6,20s,6,ROI.09 [],9,0
0718,20-6,20s,6,ROI.10 [],10,0
0718,20-6,20s,6,ROI.11 [],11,0
0718,20-6,20s,6,ROI.12 [],12,0
0718,20-6,20s,6,ROI.13 [],13,0
0718,20-6,20s,6,ROI.14 [],14,0
0718,20-6,20s,6,ROI.15 [],15,0
0718,20-6,20s,6,ROI.16 [],16,0
0718,20-7,20s,7,ROI.01 [],1,0
0718,20-7,20s,7,ROI.02 [],2,0
0718,20-7,20s,7,ROI.03 [],3,0
0718,20-7,20s,7,ROI.04 [],4,1
0718,20-7,20s,7,ROI.06 [],6,0
0718,20-7,20s,7,ROI.07 [],7,0
0718,20-7,20s,7,ROI.08 [],8,0
0718,20-7,20s,7,ROI.09 [],9,0
0718,20-7,20s,7,ROI.10 [],10,0
0718,20-7,20s,7,ROI.11 [],11,0
0718,20-7,20s,7,ROI.12 [],12,0
0718,20-7,20s,7,ROI.13 [],13,0
0718,20-7,20s,7,ROI.14 [],14,0
0718,20-7,20s,7,ROI.15 [],15,0
0718,20-7,20s,7,ROI.16 [],16,0
0718,20-8,20s,8,ROI.01 [],1,0
0718,20-8,20s,8,ROI.02 [],2,0
0718,20-8,20s,8,ROI.03 [],3,0
0718,20-8,20s,8,ROI.04 [],4,0
0718,20-8,20s,8,ROI.06 [],6,0
0718,20-8,20s,8,ROI.07 [],7,0
0718,20-8,20s,8,ROI.08 [],8,0
0718,20-8,20s,8,ROI.09 [],9,0
0718,20-8,20s,8,ROI.10 [],10,0
0718,20-8,20s,8,ROI.11 [],11,0
0718,20-8,20s,8,ROI.12 [],12,0
0718,20-8,20s,8,ROI.13 [],13,0
0718,20-8,20s,8,ROI.14 [],14,0
0718,20-8,20s,8,ROI.15 [],15,0
0718,20-8,20s,8,ROI.16 [],16,0
0718,20-9,20s,9,ROI.01 [],1,0
0718,20-9,20s,9,ROI.02 [],2,0
0718,20-9,20s,9,ROI.03 [],3,0
0718,20-9,20s,9,ROI.04 [],4,0
0718,20-9,20s,9,ROI.06 [],6,0
0718,20-9,20s,9,ROI.07 [],7,0
0718,20-9,20s,9,ROI.08 [],8,0
0718,20-9,20s,9,ROI.09 [],9,0
0718,20-9,20s,9,ROI.10 [],10,0
0718,20-9,20s,9,ROI.11 [],11,0
0718,20-9,20s,9,ROI.12 [],12,0
0718,20-9,20s,9,ROI.13 [],13,0
0718,20-9,20s,9,ROI.14 [],14,0
0718,20-9,20s,9,ROI.15 [],15,0
0718,20-9,20s,9,ROI.16 [],16,0
0718,2hz1,2Hz,1,ROI.01 [],1,0
0718,2hz1,2Hz,1,ROI.02 [],2,0
0718,2hz1,2Hz,1,ROI.03 [],3,0
0718,2hz1,2Hz,1,ROI.04 [],4,0
0718,2hz1,2Hz,1,ROI.06 [],6,0
0718,2hz1,2Hz,1,ROI.07 [],7,0
0718,2hz1,2Hz,1,ROI.08 [],8,0
0718,2hz1,2Hz,1,ROI.09 [],9,1
0718,2hz1,2Hz,1,ROI.10 [],10,0
0718,2hz1,2Hz,1,ROI.11 [],11,0
0718,2hz1,2Hz,1,ROI.12 [],12,0
0718,2hz1,2Hz,1,ROI.13 [],13,0
0718,2hz1,2Hz,1,ROI.14 [],14,0
0718,2hz1,2Hz,1,ROI.15 [],15,0
0718,2hz1,2Hz,1,ROI.16 [],16,1
0718,2hz2,2Hz,2,ROI.01 [],1,0
0718,2hz2,2Hz,2,ROI.02 [],2,0
0718,2hz2,2Hz,2,ROI.03 [],3,0
0718,2hz2,2Hz,2,ROI.04 [],4,0
0718,2hz2,2Hz,2,ROI.06 [],6,0
0718,2hz2,2Hz,2,ROI.07 [],7,0
0718,2hz2,2Hz,2,ROI.08 [],8,0
0718,2hz2,2Hz,2,ROI.09 [],9,0
0718,2hz2,2Hz,2,ROI.10 [],10,0
0718,2hz2,2Hz,2,ROI.11 [],11,0
0718,2hz2,2Hz,2,ROI.12 [],12,0
0718,2hz2,2Hz,2,ROI.13 [],13,0
0718,2hz2,2Hz,2,ROI.14 [],14,0
0718,2hz2,2Hz,2,ROI.15 [],15,0
0718,2hz2,2Hz,2,ROI.16 [],16,0
0718,2hz3,2Hz,3,ROI.01 [],1,0
0718,2hz3,2Hz,3,ROI.02 [],2,0
0718,2hz3,2Hz,3,ROI.03 [],3,0
0718,2hz3,2Hz,3,ROI.04 [],4,0
0718,2hz3,2Hz,3,ROI.06 [],6,0
0718,2hz3,2Hz,3,ROI.07 [],7,0
0718,2hz3,2Hz,3,ROI.08 [],8,0
0718,2hz3,2Hz,3,ROI.09 [],9,0
0718,2hz3,2Hz,3,ROI.10 [],10,0
0718,2hz3,2Hz,3,ROI.11 [],11,0
0718,2hz3,2Hz,3,ROI.12 [],12,0
0718,2hz3,2Hz,3,ROI.13 [],13,0
0718,2hz3,2Hz,3,ROI.14 [],14,0
0718,2hz3,2Hz,3,ROI.15 [],15,0
0718,2hz3,2Hz,3,ROI.16 [],16,0
0718,2hz4,2Hz,4,ROI.01 [],1,0
0718,2hz4,2Hz,4,ROI.02 [],2,0
0718,2hz4,2Hz,4,ROI.03 [],3,1
0718,2hz4,2Hz,4,ROI.04 [],4,0
0718,2hz4,2Hz,4,ROI.06 [],6,0
0718,2hz4,2Hz,4,ROI.07 [],7,0
0718,2hz4,2Hz,4,ROI.08 [],8,0
0718,2hz4,2Hz,4,ROI.09 [],9,0
0718,2hz4,2Hz,4,ROI.10 [],10,0
0718,2hz4,2Hz,4,ROI.11 [],11,0
0718,2hz4,2Hz,4,ROI.12 [],12,0
0718,2hz4,2Hz,4,ROI.13 [],13,0
0718,2hz4,2Hz,4,ROI.14 [],14,0
0718,2hz4,2Hz,4,ROI.15 [],15,0
0718,2hz4,2Hz,4,ROI.16 [],16,0
0718,2hz5,2Hz,5,ROI.01 [],1,0
0718,2hz5,2Hz,5,ROI.02 [],2,0
0718,2hz5,2Hz,5,ROI.03 [],3,1
0718,2hz5,2Hz,5,ROI.04 [],4,0
0718,2hz5,2Hz,5,ROI.06 [],6,0
0718,2hz5,2Hz,5,ROI.07 [],7,0
0718,2hz5,2Hz,5,ROI.08 [],8,0
0718,2hz5,2Hz,5,ROI.09 [],9,0
0718,2hz5,2Hz,5,ROI.10 [],10,0
0718,2hz5,2Hz,5,ROI.11 [],11,0
0718,2hz5,2Hz,5,ROI.12 [],12,0
0718,2hz5,2Hz,5,ROI.13 [],13,0
0718,2hz5,2Hz,5,ROI.14 [],14,0
0718,2hz5,2Hz,5,ROI.15 [],15,0
0718,2hz5,2Hz,5,ROI.16 [],16,0
0718,2mw1,2mW,1,ROI.01 [],1,0
0718,2mw1,2mW,1,ROI.02 [],2,0
0718,2mw1,2mW,1,ROI.03 [],3,0
0718,2mw1,2mW,1,ROI.04 [],4,1
0718,2mw1,2mW,1,ROI.06 [],6,1
0718,2mw1,2mW,1,ROI.07 [],7,0
0718,2mw1,2mW,1,ROI.08 [],8,0
0718,2mw1,2mW,1,ROI.09 [],9,0
0718,2mw1,2mW,1,ROI.10 [],10,0
0718,2mw1,2mW,1,ROI.11 [],11,0
0718,2mw1,2mW,1,ROI.12 [],12,0
0718,2mw1,2mW,1,ROI.13 [],13,0
0718,2mw1,2mW,1,ROI.14 [],14,0
0718,2mw1,2mW,1,ROI.15 [],15,0
0718,2mw1,2mW,1,ROI.16 [],16,0
0718,2mw2,2mW,2,ROI.01 [],1,0
0718,2mw2,2mW,2,ROI.02 [],2,0
0718,2mw2,2mW,2,ROI.03 [],3,0
0718,2mw2,2mW,2,ROI.04 [],4,1
0718,2mw2,2mW,2,ROI.06 [],6,0
0718,2mw2,2mW,2,ROI.07 [],7,0
0718,2mw2,2mW,2,ROI.08 [],8,0
0718,2mw2,2mW,2,ROI.09 [],9,0
0718,2mw2,2mW,2,ROI.10 [],10,0
0718,2mw2,2mW,2,ROI.11 [],11,1
0718,2mw2,2mW,2,ROI.12 [],12,0
0718,2mw2,2mW,2,ROI.13 [],13,0
0718,2mw2,2mW,2,ROI.14 [],14,0
0718,2mw2,2mW,2,ROI.15 [],15,0
0718,2mw2,2mW,2,ROI.16 [],16,0
0718,2mW3,2mW,3,ROI.01 [],1,0
0718,2mW3,2mW,3,ROI.02 [],2,0
0718,2mW3,2mW,3,ROI.03 [],3,1
0718,2mW3,2mW,3,ROI.04 [],4,0
0718,2mW3,2mW,3,ROI.06 [],6,0
0718,2mW3,2mW,3,ROI.07 [],7,0
0718,2mW3,2mW,3,ROI.08 [],8,0
0718,2mW3,2mW,3,ROI.09 [],9,0
0718,2mW3,2mW,3,ROI.10 [],10,0
0718,2mW3,2mW,3,ROI.11 [],11,0
0718,2mW3,2mW,3,ROI.12 [],12,0
0718,2mW3,2mW,3,ROI.13 [],13,0
0718,2mW3,2mW,3,ROI.14 [],14,0
0718,2mW3,2mW,3,ROI.15 [],15,0
0718,2mW3,2mW,3,ROI.16 [],16,0
0718,5hz1,5Hz,1,ROI.01 [],1,0
0718,5hz1,5Hz,1,ROI.02 [],2,0
0718,5hz1,5Hz,1,ROI.03 [],3,1
0718,5hz1,5Hz,1,ROI.04 [],4,0
0718,5hz1,5Hz,1,ROI.06 [],6,0
0718,5hz1,5Hz,1,ROI.07 [],7,0
0718,5hz1,5Hz,1,ROI.08 [],8,0
0718,5hz1,5Hz,1,ROI.09 [],9,0
0718,5hz1,5Hz,1,ROI.10 [],10,0
0718,5hz1,5Hz,1,ROI.11 [],11,0
0718,5hz1,5Hz,1,ROI.12 [],12,1
0718,5hz1,5Hz,1,ROI.13 [],13,0
0718,5hz1,5Hz,1,ROI.14 [],14,0
0718,5hz1,5Hz,1,ROI.15 [],15,0
0718,5hz1,5Hz,1,ROI.16 [],16,0
0718,5hz2,5Hz,2,ROI.01 [],1,3
0718,5hz2,5Hz,2,ROI.02 [],2,3
0718,5hz2,5Hz,2,ROI.03 [],3,3
0718,5hz2,5Hz,2,ROI.04 [],4,3
0718,5hz2,5Hz,2,ROI.06 [],6,3
0718,5hz2,5Hz,2,ROI.07 [],7,3
0718,5hz2,5Hz,2,ROI.08 [],8,3
0718,5hz2,5Hz,2,ROI.09 [],9,2
0718,5hz2,5Hz,2,ROI.10 [],10,2
0718,5hz2,5Hz,2,ROI.11 [],11,2
0718,5hz2,5Hz,2,ROI.12 [],12,3
0718,5hz2,5Hz,2,ROI.13 [],13,3
0718,5hz2,5Hz,2,ROI.14 [],14,3
0718,5hz2,5Hz,2,ROI.15 [],15,3
0718,5hz2,5Hz,2,ROI.16 [],16,3
0718,5hz3,5Hz,3,ROI.01 [],1,4
0718,5hz3,5Hz,3,ROI.02 [],2,4
0718,5hz3,5Hz,3,ROI.03 [],3,4
0718,5hz3,5Hz,3,ROI.04 [],4,4
0718,5hz3,5Hz,3,ROI.06 [],6,4
0718,5hz3,5Hz,3,ROI.07 [],7,4
0718,5hz3,5Hz,3,ROI.08 [],8,4
0718,5hz3,5Hz,3,ROI.09 [],9,2
0718,5hz3,5Hz,3,ROI.10 [],10,2
0718,5hz3,5Hz,3,ROI.11 [],11,2
0718,5hz3,5Hz,3,ROI.12 [],12,3
0718,5hz3,5Hz,3,ROI.13 [],13,4
0718,5hz3,5Hz,3,ROI.14 [],14,4
0718,5hz3,5Hz,3,ROI.15 [],15,4
0718,5hz3,5Hz,3,ROI.16 [],16,4
0718,5hz4,5Hz,4,ROI.01 [],1,3
0718,5hz4,5Hz,4,ROI.02 [],2,3
0718,5hz4,5Hz,4,ROI.03 [],3,3
0718,5hz4,5Hz,4,ROI.04 [],4,3
0718,5hz4,5Hz,4,ROI.06 [],6,3
0718,5hz4,5Hz,4,ROI.07 [],7,2
0718,5hz4,5Hz,4,ROI.08 [],8,2
0718,5hz4,5Hz,4,ROI.09 [],9,2
0718,5hz4,5Hz,4,ROI.10 [],10,2
0718,5hz4,5Hz,4,ROI.11 [],11,2
0718,5hz4,5Hz,4,ROI.12 [],12,2
0718,5hz4,5Hz,4,ROI.13 [],13,3
0718,5hz4,5Hz,4,ROI.14 [],14,3
0718,5hz4,5Hz,4,ROI.15 [],15,3
0718,5hz4,5Hz,4,ROI.16 [],16,3
0718,5s1,5s,1,ROI.01 [],1,0
0718,5s1,5s,1,ROI.02 [],2,0
0718,5s1,5s,1,ROI.03 [],3,0
0718,5s1,5s,1,ROI.04 [],4,0
0718,5s1,5s,1,ROI.06 [],6,0
0718,5s1,5s,1,ROI.07 [],7,0
0718,5s1,5s,1,ROI.08 [],8,0
0718,5s1,5s,1,ROI.09 [],9,0
0718,5s1,5s,1,ROI.10 [],10,0
0718,5s1,5s,1,ROI.11 [],11,0
0718,5s1,5s,1,ROI.12 [],12,0
0718,5s1,5s,1,ROI.13 [],13,0
0718,5s1,5s,1,ROI.14 [],14,0
0718,5s1,5s,1,ROI.15 [],15,0
0718,5s1,5s,1,ROI.16 [],16,0
0718,5s2,5s,2,ROI.01 [],1,0
0718,5s2,5s,2,ROI.02 [],2,0
0718,5s2,5s,2,ROI.03 [],3,0
0718,5s2,5s,2,ROI.04 [],4,0
0718,5s2,5s,2,ROI.06 [],6,0
0718,5s2,5s,2,ROI.07 [],7,0
0718,5s2,5s,2,ROI.08 [],8,0
0718,5s2,5s,2,ROI.09 [],9,0
0718,5s2,5s,2,ROI.10 [],10,0
0718,5s2,5s,2,ROI.11 [],11,0
0718,5s2,5s,2,ROI.12 [],12,0
0718,5s2,5s,2,ROI.13 [],13,0
0718,5s2,5s,2,ROI.14 [],14,0
0718,5s2,5s,2,ROI.15 [],15,0
0718,5s2,5s,2,ROI.16 [],16,0
0718,5s3,5s,3,ROI.01 [],1,0
0718,5s3,5s,3,ROI.02 [],2,0
0718,5s3,5s,3,ROI.03 [],3,1
0718,5s3,5s,3,ROI.04 [],4,0
0718,5s3,5s,3,ROI.06 [],6,0
0718,5s3,5s,3,ROI.07 [],7,0
0718,5s3,5s,3,ROI.08 [],8,0
0718,5s3,5s,3,ROI.09 [],9,0
0718,5s3,5s,3,ROI.10 [],10,0
0718,5s3,5s,3,ROI.11 [],11,0
0718,5s3,5s,3,ROI.12 [],12,0
0718,5s3,5s,3,ROI.13 [],13,0
0718,5s3,5s,3,ROI.14 [],14,0
0718,5s3,5s,3,ROI.15 [],15,0
0718,5s3,5s,3,ROI.16 [],16,0
0718,5s4,5s,4,ROI.01 [],1,0
0718,5s4,5s,4,ROI.02 [],2,0
0718,5s4,5s,4,ROI.03 [],3,0
0718,5s4,5s,4,ROI.04 [],4,0
0718,5s4,5s,4,ROI.06 [],6,0
0718,5s4,5s,4,ROI.07 [],7,0
0718,5s4,5s,4,ROI.08 [],8,0
0718,5s4,5s,4,ROI.09 [],9,0
0718,5s4,5s,4,ROI.10 [],10,0
0718,5s4,5s,4,ROI.11 [],11,0
0718,5s4,5s,4,ROI.12 [],12,0
0718,5s4,5s,4,ROI.13 [],13,0
0718,5s4,5s,4,ROI.14 [],14,0
0718,5s4,5s,4,ROI.15 [],15,0
0718,5s4,5s,4,ROI.16 [],16,0
0718,5s5,5s,5,ROI.01 [],1,0
0718,5s5,5s,5,ROI.02 [],2,0
0718,5s5,5s,5,ROI.03 [],3,0
0718,5s5,5s,5,ROI.04 [],4,0
0718,5s5,5s,5,ROI.06 [],6,0
