ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],1,17.777,17.777,0.0,17.777,17.777
ROI.F [],1,16.276000000000003,16.276000000000003,0.0,16.276000000000003,16.276000000000003
ROI.09 [],1,17.777,17.777,0.0,17.777,17.777
ROI.10 [],1,17.777,17.777,0.0,17.777,17.777
ROI.11 [],1,18.284000000000006,18.284000000000006,0.0,18.284000000000006,18.284000000000006
ROI.12 [],1,17.777,17.777,0.0,17.777,17.777
ROI.13 [],1,18.284000000000006,18.284000000000006,0.0,18.284000000000006,18.284000000000006
ROI.14 [],1,17.777,17.777,0.0,17.777,17.777
ROI.16 [],1,18.284000000000006,18.284000000000006,0.0,18.284000000000006,18.284000000000006
ROI.17 [],1,23.277,23.277,0.0,23.277,23.277
ROI.18 [],1,17.777,17.777,0.0,17.777,17.777
ROI.19 [],1,21.284999999999997,21.284999999999997,0.0,21.284999999999997,21.284999999999997
ROI.20 [],1,23.277,23.277,0.0,23.277,23.277
ROI.21 [],1,20.781999999999996,20.781999999999996,0.0,20.781999999999996,20.781999999999996
