ROI,n_spikes,spike_times_s
ROI.27 [],9,32.278;60.777;65.777;87.776;101.277;107.276;140.782;166.278;184.776
ROI.31 [],5,87.776;93.278;113.779;152.777;183.277
ROI.F [],4,87.776;93.278;113.779;152.777
ROI.B [],4,59.777;86.777;108.777;131.776
ROI.02 [],1,88.285
