Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 [],ROI.24 [],ROI.25 []
0.258,,0.03528892189724328,0.276386156667473,-0.2289015255257434,-0.2930743178354078,-0.32595141556264157,-0.39135182221504583,-0.3475665999137785,-0.07645768160809863,0.011287567580732294,-0.02863298479763274,-0.08440413983884294,-0.29543598565312174,-0.029331134560373395,-0.040509817853568206,-0.04892778217310837,0.0729155973000025,0.007245852948315335,-0.40277442431780236,-0.03480752357559991,0.0068139106570826126,0.11484920141409741,-0.39347635648958323,-0.4392113547745228,-0.2677259639984782,-0.10408961119332608
0.778,,-0.0031751313497554077,0.2526245580693717,-0.2712602803684644,-0.3026882879107638,-0.33647357518674104,-0.404872928506259,-0.36197531725472787,-0.07444910417068888,0.004102643556418397,-0.04204195686602233,-0.09845195078536029,-0.30824912611363775,-0.010890381588583508,-0.03293178393834822,-0.029202795351473684,0.06564913452784672,0.002227744554707748,-0.4043653667716372,-0.03991985167504574,-0.00903071753835015,0.10000332099455993,-0.400494491502811,-0.4470211474451125,-0.2560339673373294,-0.0995654138938153
1.281,,-0.015723038295625304,0.2220481248676255,-0.2826670038850081,-0.3180920386742903,-0.3407297471682636,-0.40802962797000597,-0.3701134232579218,-0.0847962868468847,-0.0007468748125289708,-0.03742011871606972,-0.12703425470771856,-0.3188556106930403,-0.01585204197921702,-0.0363563509459918,-0.03223278478287798,0.06692803627677939,-0.023740654870223102,-0.4152006674002472,-0.032060505738666215,-0.002892983306560093,0.10186859266154562,-0.40534878924074763,-0.44870168404742217,-0.17868428639294334,-0.09410592587028832
1.788,,-0.01942358143279727,0.2872495793152779,-0.2841291880663238,-0.315248144149039,-0.34627928925138285,-0.41113574441950346,-0.3759779681226473,-0.08765221151162214,-0.006697674079485023,-0.02719606593220193,-0.13522484910522162,-0.3155038928340867,-0.0046480142988899785,-0.026923260383739923,-0.015140166747312148,0.06770164035492995,-0.04913094825691835,-0.4148528848443349,-0.036971433239458805,0.0062299281098013165,0.10037863158352178,-0.40183564798071486,-0.4535069899482672,-0.190016535879821,-0.097217525145721
2.276,,-0.05221286541494576,0.2917812391927397,-0.3136472601044268,-0.33097433324306935,-0.34851066390641444,-0.41236765972678374,-0.37809830750385354,-0.08873338681038823,-0.011608714345513303,-0.03734791197283459,-0.13829878055102512,-0.322062868189127,0.013332016277440148,-0.022711387135164646,-0.015813792290271283,0.06149438360679365,-0.035780976057518725,-0.41721404024755915,-0.030233801207905378,0.004101645529194532,0.09679860087731032,-0.41417356304323255,-0.45545235544066676,-0.21227541345014284,-0.09399838584024187
2.776,,-0.03873375728986365,0.2659917371832361,-0.30883851137744933,-0.3430563235614797,-0.3450059959800964,-0.4157872427380808,-0.3686060140511035,-0.08339141404075832,-0.016176305083437193,-0.024898360378958206,-0.17222188066201743,-0.32859954200506325,0.012935058190586482,-0.008002025591759537,-0.006697724260561318,0.05363073609528623,-0.06999504435333667,-0.4230095977194773,-0.030875177052241253,0.006083495258327803,0.08962493554215738,-0.41245061491602364,-0.46225241186277716,-0.25247542052479327,-0.08999641545863066
3.293,,-0.02746995149160905,0.20705675975263235,-0.3277323365397149,-0.3431805261991304,-0.3541394570125254,-0.4174267929680865,-0.3678906611993124,-0.0897517225696217,-0.013556818229412146,-0.0028013245774497985,-0.18459523899578972,-0.33449647206582456,0.03140363660202442,0.002674411020589791,0.005586751207696832,0.059849568131018625,-0.088113152660624,-0.4298871175201122,-0.029473976846520634,0.01815115400332488,0.09157201313857509,-0.4188994007602428,-0.4665147119213451,-0.27384237179610194,-0.0832026243394316
3.777,,-0.044994271753127806,0.17167985458099813,-0.326107326344013,-0.36723366934211865,-0.3582100199537842,-0.4216607993876357,-0.38113734845142583,-0.08448656603623243,-0.011704527732751994,-0.00261960309546135,-0.17188511166679593,-0.3391333938928359,0.03974442543350926,0.005271957497293562,0.013470570665356433,0.05610126447539865,-0.08169378050218591,-0.4332403115381101,-0.0311522856343147,0.006111716278906113,0.08644631328873517,-0.4217413074251191,-0.46788135536949144,-0.2250200716413828,-0.08344333095087715
4.275,,-0.029489690089445773,0.09314644484869687,-0.34509233282809093,-0.37769533614673817,-0.3565460202951625,-0.4233632939841165,-0.3829151060583633,-0.09181858337761677,-0.019800041210983107,-0.0018320279928617804,-0.1702911630156036,-0.34285012678353,0.03180075270540322,0.007437506844468775,0.014494351059823178,0.053320464675427275,-0.09993494757502308,-0.434493438031404,-0.02893303570902398,0.023937206014812414,0.08001232868230407,-0.4282129706427325,-0.473376870962834,-0.19968560611859618,-0.07279212589801098
4.786,,-0.044616498338982236,0.06334594205907217,-0.35217835331940817,-0.38834491579735597,-0.3627001314080688,-0.4321293398230447,-0.4006744311128143,-0.08628863132171197,-0.0205629744139324,-0.0016778793512046417,-0.1912503160096013,-0.34505171654975114,0.052664921208020084,0.01845208531451235,0.03789458701448252,0.05833259265601238,-0.08422380977341694,-0.43932359933734283,-0.021251992085014035,0.010476059881189756,0.08527004014947707,-0.4332172020389553,-0.4732120096308999,-0.2684984639939221,-0.07296648799279308
