ROI,n_spikes,spike_times_s
ROI.04 [],5,65.777;85.277;111.288;124.287;150.287
ROI.D [],4,32.777;84.278;111.288;194.777
ROI.30 [],4,74.778;125.778;152.277;179.777
ROI.29 [],3,19.777;81.279;93.275
ROI.22 [],2,111.288;194.777
ROI.B [],1,77.777
ROI.06 [],1,85.277
ROI.24 [],1,19.777
