ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.04 [],2mw,5s,1,1,5.277000000000001,18.288,1.0,ns
ROI.06 [],Ctrl,ctrl,1,1,31.77799999999999,0.0,1.0,ns
ROI.09 [],10s,20s,1,4,17.777,7.893750000000001,1.0,ns
ROI.09 [],10s,2hz,1,1,17.777,5.277999999999992,1.0,ns
ROI.09 [],10s,5hz,1,2,17.777,11.03300000000001,1.0,ns
ROI.09 [],20s,2hz,4,1,7.893750000000001,5.277999999999992,1.0,ns
ROI.09 [],20s,5hz,4,2,7.893750000000001,11.03300000000001,0.48112000112723874,ns
ROI.09 [],2hz,5hz,1,2,5.277999999999992,11.03300000000001,1.0,ns
ROI.10 [],10s,20s,3,4,11.783333333333333,8.265999999999998,0.8584272902604018,ns
ROI.10 [],10s,5hz,3,3,11.783333333333333,8.111333333333336,0.7,ns
ROI.10 [],10s,5s,3,1,11.783333333333333,30.276999999999987,1.0,ns
ROI.10 [],20s,5hz,4,3,8.265999999999998,8.111333333333336,0.8584272902604018,ns
ROI.10 [],20s,5s,4,1,8.265999999999998,30.276999999999987,1.0,ns
ROI.10 [],5hz,5s,3,1,8.111333333333336,30.276999999999987,1.0,ns
ROI.11 [],10s,20s,3,3,13.282666666666671,6.092,0.37582508748869836,ns
ROI.11 [],10s,5hz,3,3,13.282666666666671,8.111333333333336,0.7,ns
ROI.11 [],20s,5hz,3,3,6.092,8.111333333333336,0.37582508748869836,ns
ROI.12 [],10s,20s,2,4,15.0275,8.0165,0.8143374926321428,ns
ROI.12 [],10s,5hz,2,1,15.0275,4.277999999999992,1.0,ns
ROI.12 [],20s,5hz,4,1,8.0165,4.277999999999992,1.0,ns
ROI.13 [],10s,20s,2,3,9.142000000000005,6.759,1.0,ns
ROI.13 [],10s,5hz,2,3,9.142000000000005,7.852,1.0,ns
ROI.13 [],20s,5hz,3,3,6.759,7.852,1.0,ns
ROI.14 [],10s,20s,1,3,17.777,6.425666666666667,1.0,ns
ROI.14 [],10s,5hz,1,1,17.777,4.777999999999992,1.0,ns
ROI.14 [],20s,5hz,3,1,6.425666666666667,4.777999999999992,1.0,ns
ROI.16 [],10s,20s,1,6,18.28400000000001,9.356000000000002,1.0,ns
ROI.16 [],10s,5hz,1,1,18.28400000000001,4.777999999999992,1.0,ns
