Group_A,Group_B,n_paired_ROIs,Mean_A,Mean_B,Mean_Diff,t_statistic,p_value,Cohens_d,Significance
10s,1mw,2,8.138000000000002,0.0,8.138000000000002,1.0,0.49999999999999956,0.7071067811865476,ns
10s,20s,15,14.89088888888889,12.73749222222222,2.153396666666668,0.4682395850874886,0.6468198374307133,0.12089894100526094,ns
10s,2hz,5,12.440766666666667,11.316757142857142,1.1240095238095258,0.23614051133826214,0.8249224039848786,0.10560524711878279,ns
10s,5hz,15,14.89088888888889,6.215666666666665,8.675222222222226,4.246601723946923,0.000813488845806963,1.096467850321476,***
10s,5s,3,9.353111111111112,24.613999999999994,-15.26088888888888,-3.071378976813745,0.09166447321449629,-1.773261479046773,ns
1mw,20s,2,0.0,48.27799999999999,-48.27799999999999,-96.55599999999998,0.006593034222220997,-68.27540236424827,**
1mw,2hz,2,0.0,17.619392857142856,-17.619392857142856,-5.394969653890324,0.11667824348310483,-3.814819626561489,ns
1mw,5hz,2,0.0,8.178499999999998,-8.178499999999998,-2.280992888021197,0.26303236861900703,-1.6129055389580755,ns
1mw,5s,2,0.0,21.782499999999995,-21.782499999999995,-inf,0.0,0.0,***
20s,2hz,7,19.659772448979588,13.394255102040818,6.265517346938773,0.9565826188422061,0.3757164455395591,0.3615542454204809,ns
20s,2mw,3,3.3739523809523813,12.613666666666669,-9.23971428571429,-2.486789741329026,0.13073341105273562,-1.4357487265743132,ns
20s,5hz,17,12.340661204481792,6.48841176470588,5.852249439775911,1.8285271457469594,0.08617398510142936,0.4434829741896407,ns
20s,5s,6,20.59180952380952,27.551030303030302,-6.959220779220779,-0.6492035057408281,0.5448440866484051,-0.2650362213818397,ns
20s,Ctrl,3,22.168952380952376,19.38216666666666,2.786785714285718,0.12374961527105065,0.9128289052812575,0.0714468736888537,ns
20s,ctrl,2,9.364428571428572,8.76533333333333,0.5990952380952415,0.7909593863950758,0.5739714947775179,0.5592927457631088,ns
2hz,5hz,7,13.394255102040818,7.978190476190475,5.416064625850341,1.9036408601725792,0.1056352213691173,0.719508614513961,ns
2hz,5s,4,18.103696428571432,29.563045454545453,-11.45934902597402,-2.5931638073915413,0.08085235260960642,-1.2965819036957704,ns
2hz,Ctrl,3,17.176500000000004,19.38216666666666,-2.205666666666657,-0.26569948216082656,0.8153526836173225,-0.15340166754909743,ns
2hz,ctrl,2,18.588000000000005,8.76533333333333,9.822666666666674,inf,0.0,0.0,***
2mw,5s,3,12.447000000000003,24.076333333333327,-11.629333333333328,-15.239289742627411,0.004278351609696643,-8.79840803516464,**
2mw,Ctrl,2,15.283000000000003,30.655749999999998,-15.372749999999995,-1.088162947495088,0.4731376510501927,-0.7694473992097177,ns
5hz,5s,5,8.307266666666665,29.705836363636358,-21.398569696969695,-5.957689030945166,0.003984498574341032,-2.664359532399647,**
5hz,Ctrl,3,9.610666666666665,19.38216666666666,-9.771499999999996,-0.9053361690001049,0.46084512774214137,-0.5226960808793151,ns
5hz,ctrl,2,8.533999999999999,8.76533333333333,-0.23133333333333184,-0.9519890260630858,0.5156550952139518,-0.6731578959443848,ns
5s,Ctrl,3,32.1565606060606,19.38216666666666,12.77439393939394,2.819075991173898,0.10616658075625054,1.6275942823702612,ns
5s,ctrl,2,37.343590909090906,8.76533333333333,28.578257575757576,159.12975617986748,0.004000580454694824,112.52172968334621,**
Ctrl,ctrl,3,29.974833333333322,5.843555555555554,24.13127777777777,6.235005274797718,0.024771470646485817,3.599781973803199,*
