ROI,n_spikes,spike_times_s
ROI.16 [],3,74.715;153.379;193.573
ROI.02 [],2,79.201;194.578
ROI.08 [],2,152.381;198.554
ROI.03 [],2,154.637;195.563
ROI.09 [],2,152.869;202.063
ROI.12 [],2,150.369;208.565
ROI.10 [],2,153.379;199.554
ROI.07 [],2,152.381;198.554
ROI.14 [],2,151.388;205.074
ROI.20 [],2,153.379;196.054
ROI.22 [],2,154.637;191.574
ROI.11 [],2,153.379;195.563
ROI.06 [],1,154.637
ROI.05 [],1,154.637
ROI.04 [],1,112.436
ROI.21 [],1,154.637
