ROI,n_spikes,spike_times_s
ROI.21 [],4,14.790;56.778;81.780;160.792
ROI.05 [],3,74.787;120.778;198.785
ROI.19 [],3,74.787;110.277;156.776
ROI.20 [],3,27.796;55.783;135.778
ROI.18 [],1,74.787
