Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 []
0.257,0.0,0.3328482309543281,0.8620424179083711,0.032172972506854886,0.02587076599672806,0.0034618636978565195,0.05876613430644257,0.007191623408580249,0.03439551446496489,0.036858350223660075,0.015502687933473643,0.0069493552347942595,0.022256220719573193,0.003588605900286801,0.00882239819907581,0.002943471334806717,0.010918978157675828,0.005629524292419649,-0.013594685559227849
0.778,0.0,0.3408334140897353,0.7705115416250636,0.058204546942894106,0.032638849923581396,0.04243507520198303,0.13301001647073132,0.019522471389558017,0.05249292432504868,0.035630720689238796,0.031061075813552986,0.02673428290268952,0.024749244758295662,0.02685006966098612,0.020522061823079092,0.020751784370832572,0.029843154503131034,0.019955038797461078,0.0347888174228721
1.277,0.0,0.31920127310262353,0.651919961775951,0.05857494657264188,0.02428826482441005,0.00944140843995799,0.08519841889273781,0.02116989490065382,0.04893884098318934,0.03638500978819473,0.018052213715004393,0.01113070343873074,0.010240357593568521,0.016862964094493012,0.010353382068739477,0.013966495610061922,0.015681089380642433,0.00974644575090903,0.014320833701831372
1.777,0.0,0.2671757240414144,0.7530090858245496,0.057462411635070196,0.0256709925803521,0.024166183181760267,0.08276156631940168,0.01150536354553815,0.04484093258214521,0.05162186509445105,0.016082967270465903,0.011104959390287309,0.01313790587422729,0.01850674861740201,0.013857799151518808,0.014948722163163331,0.017185026275118767,0.007990017012338299,0.028380382588937485
2.287,0.0,0.2694172106157332,0.633176181975784,0.04054131980478142,0.03513980431841447,0.02628204265398781,0.07911153922820972,0.0047483104853295495,0.0473270733403425,0.019249153229278455,0.016723053316278713,0.007045034135536663,0.016677660923335582,0.015861183936484797,0.012846792236311709,0.00023755826558624027,0.004052851877048817,0.020081594248752298,0.013899098733046358
2.777,0.0,0.24310902902370407,0.411532655807268,0.02923206903914438,0.030734629358156376,0.021525303651919306,0.07724782962168066,0.010386685433436259,0.044958367840008374,0.01078710115142741,0.0156774964702765,0.004848478678092088,0.005595903250148484,0.014006093040070533,0.016321550891577722,0.022371165159736476,0.01242233167500774,0.003226203439391634,0.010615279168263162
3.277,0.0,0.17970529931531118,0.5162525631287449,0.021845305762185192,0.01568915307140859,0.01475236622397319,0.0403515510988772,0.0011873246838324746,0.020561932651337274,-0.00589425308784572,0.011898926831849038,0.0040686354881345164,0.011681851452982566,0.0049895067499577195,0.0085436476719086,0.0047938507852060734,0.005898467295290991,-0.0015775331624316754,0.0018076522185783129
3.777,0.0,0.2055965489081114,0.4966038269260111,0.02114555886160361,0.030945333291437345,0.017824522409257904,0.09066146430390086,0.010518194291225759,0.03241643103880697,0.015079115701725326,0.0072413644157509555,0.005386730800090825,0.004305141746567457,0.007579206146396607,0.007663160956195191,0.01012676679603739,0.004048419148964992,0.00456492791242797,0.00857694249804916
4.288,0.0,0.14422210179062434,0.44706581607647,0.04401888648801284,0.009322652877712409,0.018171496617808355,0.07204723044169214,0.0016593333038051282,0.01739605890919136,0.02112142982695505,0.0158001684408256,0.0005578783895670376,0.005664580790575961,0.011151343987005404,0.007850159516463015,0.0053575442660993,-0.00043764829114030317,0.009284865985206675,0.012587806338434716
4.777,0.0,0.17042681616149094,0.4492993935597006,0.02820483709980839,0.028094315369582144,0.027175375573581746,0.06248298007194248,0.011187915206167898,0.03368553020605543,0.0236499180975755,0.019157529815213396,0.010839885976695194,-0.0008914438429956143,0.01364848974201779,0.01014257554874587,0.006709325729429395,0.00019837906456812083,0.005038743293822092,0.005253623990482664
