Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 [],ROI.24 [],ROI.25 []
0.257,0.13950919680994373,0.06438696277842215,0.1864443271365582,0.07777578658189387,0.042992679237525866,0.20895569502261072,0.16394091715887416,0.1902957314431214,0.053748661916264165,0.052547732982464096,0.03564756372795865,0.05012541161760751,0.08958084702117505,0.010036863746498387,0.014711018143388092,0.01007251868576953,0.06819449469244464,0.051422627621865856,0.18622640218175948,0.03068285046739776,0.057606107690203946,0.06684255841280469,0.11308770236517189,0.0,0.11392524082403252,0.02163823626746468
0.777,0.11470616712329354,0.06508259900735794,0.1562661761029951,0.09322708461419345,0.03402941927085604,0.19169782824738574,0.12161939115120243,0.09551708462733328,0.046636275223864,0.04664060392450985,0.03619571614973624,0.04823206162210683,0.10947149385125586,0.012217541414065067,0.015414518768972945,0.00930552284038263,0.06536070997681878,0.053582914294148305,0.18097942876759884,0.023572141576876426,0.04940093830570094,0.06132181869951507,0.12265058763728734,0.0,0.11069268513032672,0.022151849851622794
1.291,0.09509558439977076,0.052218650597674506,0.14076747461082767,0.07391165489291955,0.027657737179224807,0.1675860385357215,0.09649347929679092,0.07455017848372053,0.038968321519543915,0.04257178489020995,0.03155492293301472,0.04840958326689822,0.10968038746197845,0.009339136880114163,0.01154655656564195,0.0067946868366640855,0.05861424653317915,0.05090820921050243,0.14469279823304312,0.01892906125834688,0.043351865137419995,0.05168943269832366,0.08970223960256758,0.0,0.09008595621500996,0.01599760417649052
1.776,0.09315511789251309,0.03773083173074018,0.1354072588310173,0.09233661947474572,0.02170832626120764,0.16862415321394195,0.1250581040619807,0.1631408385422507,0.03901358642169349,0.0356055254053933,0.030055964668679318,0.06039247142409473,0.08823564830300393,0.010704883584354508,0.012954768605074813,0.008462581838806695,0.055281131774781604,0.054113270541899836,0.14587693988126377,0.017440317396029487,0.04381568915960062,0.0513577650383469,0.08376667355132043,0.0,0.08938406780534795,0.017722755114116334
2.286,0.09048148306155546,0.027930920855211865,0.13161794818510242,0.0774977291359684,0.030128277654671035,0.1353132286208467,0.10424835130931062,0.10047012415203341,0.03516184578487375,0.02758223802746175,0.025299936796908232,0.03452099566941236,0.07556035549338581,0.0057008508063408755,0.010568031822229396,0.009095812851521152,0.050389936610902165,0.040300677550499965,0.14910436681117575,0.014024656771395054,0.034892518229270364,0.04038019343332275,0.09642018073935438,0.0,0.0783906835457563,0.015432563363404084
2.777,0.08864153796470788,0.01978211999985317,0.12781730240124073,0.06167634723034546,0.023219258149011976,0.11261587315411621,0.08472502343267613,0.10031480352822722,0.03009669159471828,0.023636426447471517,0.01909424966250329,0.03614192556082522,0.07576971528749589,0.00374688052757942,0.009536830173381085,0.003643832812695908,0.04591298015832562,0.03599790284410837,0.12112757131295027,0.01001215634526328,0.023773776101301304,0.038050855032323805,0.07047428282940583,0.0,0.06451206375814933,0.013713161956035901
3.287,0.08017026729990705,0.015053556552138447,0.11769075806588089,0.06155454871031624,0.013653630547556524,0.11259835226261383,0.08465727942719962,0.059403499680830224,0.029521607579289618,0.01916222516735255,0.020370003968896898,0.043345478808306956,0.07764031481465788,0.0060697746517178455,0.010031337668232202,0.005687754185998182,0.04269447790747501,0.040957550169014874,0.13413091069164118,0.012901493616842166,0.027983448800313296,0.03851712380491321,0.0783175937732214,0.0,0.06800988331888923,0.011557221048817762
3.777,0.06110825941151872,0.01073808668494103,0.07810824629623957,0.062360978996126394,0.02767895512317643,0.1086138436344148,0.0962684224721632,0.1351871699168627,0.025321253856201806,0.015814975696573582,0.013964800283871412,0.03106165038214159,0.06349529887373634,0.008250992680521457,0.008054405564160103,0.00435642493320024,0.0392264879557304,0.023634884279800213,0.14017581328127127,0.011536901515694621,0.01695860651070107,0.03395296952179192,0.09116749045804037,0.0,0.058309284645676134,0.013221503927038494
4.276,0.040699499509887126,0.006022230069591951,0.061517929451284155,0.04851126763952305,0.008956340983119987,0.090155599249245,0.10221481962247142,0.13013532635888567,0.022600749224512433,0.01230971319123255,0.013312863674288026,0.0305764498317456,0.04379133967838448,0.0041470562889436785,0.00817493565495088,0.0009566668879285122,0.03940165410690683,0.025967292651527352,0.11784417327843547,0.0037214499315087685,0.008674913539209439,0.025793912756700874,0.05024655200636003,0.0,0.05378877674830638,0.010167568569417309
4.777,0.048602268983568835,0.012217655192736895,0.07630281611664044,0.07825747673595261,0.017742686959376846,0.11930152657959991,0.12670163753440356,0.17902461574423206,0.025844615166503576,0.017429766816562515,0.022559012466967704,0.03839269652785078,0.07033835776676467,0.010860198039315658,0.014407656087449516,0.009018644414183747,0.04150799399621948,0.03637993080014896,0.14830472861158445,0.010853844825929626,0.022118235516920333,0.03079444558517482,0.0863480257635054,0.0,0.06975717762130776,0.022759593817148274
5.275,0.04933842388584468,0.01992466259917425,0.0655820107819051,0.04505864684617497,0.01452910660390168,0.09975715583718102,0.09055231963508377,0.10576936800117463,0.024663932704813676,0.013672288435369748,0.01872849737289656,0.02947909608669941,0.05724120601853516,0.009735743815685104,0.010306222533363324,0.004890112539418452,0.03919228289964514,0.028241530542092073,0.10709275515987045,0.006715718968072493,0.012883251171916292,0.027285506596454196,0.045738565621962664,0.0,0.06458580631336663,0.014121735717233123
5.778,0.0592723578583474,0.037698208371321276,0.0670714629297236,0.05227724724768973,0.00962890294649539,0.10411897895005037,0.0645403094546087,0.03620326939345327,0.022046446560222574,0.013809548998497064,0.02339518958881794,0.04521807871899246,0.07044291747507611,0.00973372981292377,0.011044531363896803,0.0053107650684927005,0.0389193249709774,0.03619735713897651,0.12491365829020686,0.014124988732967391,0.02440715589228924,0.02700182144417726,0.05748733514397531,0.0,0.06765984066644574,0.013429461816959002
6.288,0.05676147510210201,0.04357043222953756,0.05425139534730258,0.050976994857138656,0.01015343902213544,0.10815704249332554,0.06455650617228503,0.05190394738860863,0.0224107530200002,0.01672869023059367,0.026199024319312893,0.06161443595851092,0.08589618376101874,0.01312906354687823,0.014573807532375227,0.00765740910479056,0.03961885595216004,0.05011004176504252,0.13709874282561713,0.011050289275787111,0.027600486106085405,0.0242924445183603,0.08002273298500238,0.0,0.06328022521045025,0.015971737967687277
6.777,0.04330978961569738,0.027113401699044866,0.03965849363057617,0.039892764667654915,0.011118398197836797,0.09709861620657138,0.03540761623686967,0.025541757508902287,0.019431480989475718,0.013293446300050554,0.018614667314604896,0.039952926930130216,0.047915701074637176,0.006847092657931937,0.012059163665252302,0.00735102840495205,0.0353034563143977,0.031018508316754057,0.10418722694809242,0.004271190413027359,0.024258718337262578,0.01918214208660798,0.013891249977829298,0.0,0.04320199784063149,0.014520972966590584
7.278,0.034105010101818094,0.034116182307622825,0.029414935799185554,0.03168150114797571,0.003617512541173412,0.10332208748903482,0.036949707417107965,0.08971402662309126,0.01715512982391263,0.008704593370898522,0.02233193912020782,0.0410445110819242,0.05751591590940937,0.0068498693107261815,0.009546792308134083,0.005548197483859444,0.035656895056289425,0.039223188597981046,0.10842821890532206,0.005206586477624854,0.027253507568268227,0.01753293398659389,0.04890498151570653,0.0,0.04416075156236103,0.0063215922046766454
7.778,0.028781921596065175,0.039922124788198884,0.029967879207985437,0.03893920329687706,0.0058059459030212045,0.09396356473596548,0.053106897429570116,0.06348052627310077,0.017232591636860757,0.006548886606673854,0.02076578653915804,0.04938576085167513,0.07164761300114549,0.007165369018513773,0.00964108096264692,0.006720447219426733,0.03544807853828572,0.03585048700688045,0.10253175926759524,0.0071765146033098935,0.023478419490850506,0.01786032628796696,0.02648898034824895,0.0,0.03823054935462474,0.009138864553739625
8.275,0.02040827763022674,0.042605084052806316,0.02902672565070424,0.025650066520532717,0.0007895293690321344,0.08929070091372195,0.029927998201110053,0.043833276843120925,0.012209719624482925,0.00712522607757012,0.017827616921777076,0.03629902830216799,0.043144567063948626,0.0037479982781095504,0.007193375775195582,0.0060984683293846655,0.033162163330852236,0.03300161249233067,0.07292832473903327,0.002723810836633243,0.018467742659312485,0.015349806107967495,0.015764552399471585,0.0,0.027400683260795155,0.00924899739584349
8.787,0.0254505873973706,0.054523725636849964,0.028616944589813814,0.03356385961633923,0.0026069634141940184,0.0778099065253842,0.04259120898310155,0.04593134309091078,0.014938801529701102,0.006950487737802118,0.02030873016603878,0.042092817249014716,0.04498284377196956,0.005721008714287791,0.009458075647845184,0.005543796129965836,0.03534803846404064,0.03129481988745099,0.08726497936445622,0.005146719683736017,0.02165254837223039,0.015160995387666245,0.027680349670710216,0.0,0.036875853389805556,0.01182650856752181
9.278,0.012118835306114817,0.040117560570647255,0.013489977162510727,0.05437844928160104,0.007044391420389085,0.04332551892089396,0.010317225693506788,0.011698187912003494,0.004868142430038638,0.004760024375038651,-0.00010057166249973637,0.0074556354974967464,0.02440347708210187,0.0028161033362585847,0.003803118673555486,-0.0028641544693652926,0.030239775891974026,0.009238568037976258,0.026819783402528122,-0.0019902659666295526,0.001367301172976535,0.006268396216636699,-0.009785300090411227,0.0,0.006521882999353185,0.004123892236806618
9.776,0.02675903925692123,0.050510094975094705,0.05286484121081085,0.05363702882795595,0.0018527442492678012,0.07382867103053824,0.023564457335966682,0.003243162605777353,0.0105447038979456,0.011403888288504803,0.015788471132355993,0.044506236108754475,0.04592545288785031,0.0058421784778926655,0.007779478217556225,0.005669565947396899,0.03491457396700823,0.032747582851431443,0.08646101772733746,0.006686107035302473,0.01324079499411542,0.012857629108851005,0.05611576114497655,0.0,0.0324990765215069,0.00912473738431978
